1
1 43928
2 33623
type_num: 2
2
FE 5390
FD 4897
FF 4057
00 3892
FC 3062
01 2472
FB 1400
02 1236
E1 1009
09 971
FA 970
F9 968
06 959
F7 920
03 916
07 900
16 899
E0 888
F6 859
05 858
F5 853
DD 838
08 825
15 824
E4 821
19 808
DE 802
F8 781
04 770
18 726
1A 720
E3 718
E2 715
1E 711
DF 693
1D 678
0A 650
14 646
17 642
F2 629
1B 625
F1 624
DC 610
1C 595
0E 579
0D 564
1F 564
12 562
F0 550
21 537
E5 535
F4 515
EE 515
20 512
0F 504
13 496
11 495
0C 491
ED 471
10 457
F3 450
EF 443
0B 407
D9 393
E8 387
22 377
E7 372
E9 367
EC 359
E6 352
EA 333
EB 322
DB 320
DA 297
23 257
D8 220
2F 212
26 197
27 194
25 183
24 166
CF 165
D7 163
CD 162
D5 160
CE 154
2E 152
32 149
30 148
35 147
31 146
34 144
D4 144
2C 140
C5 135
28 132
2D 132
D6 132
CC 119
D0 116
36 108
C9 107
D1 104
C8 100
D3 99
33 97
D2 97
3A 94
29 92
C4 90
CA 89
2B 84
4D 84
C7 83
4C 76
59 75
5B 75
AC 75
5A 70
3D 68
C6 68
2A 65
4E 65
51 65
4F 63
58 63
54 62
52 61
5C 59
3F 56
53 55
55 54
CB 54
3C 53
3E 53
57 53
5D 53
B5 53
37 50
39 50
50 50
56 48
A4 48
9C 48
49 45
A9 45
9F 44
4A 43
4B 43
AA 43
47 42
C2 42
BD 42
38 41
3B 41
B4 40
A5 40
AB 39
9A 39
B6 38
48 37
C3 36
C0 36
9B 36
BE 35
A0 35
BC 34
C1 33
B7 33
AF 33
AD 33
A2 33
99 32
B1 32
AE 30
BF 30
95 29
B0 28
9D 28
41 26
42 26
43 26
46 26
BB 26
B9 26
A8 26
A3 26
B3 26
B2 25
A7 25
A6 25
45 24
9E 24
44 22
BA 22
A1 22
B8 20
40 19
5E 17
96 12
93 12
98 11
94 11
97 8
5F 5
7E 3
63 3
60 3
92 2
8F 2
8D 2
8C 2
8A 2
89 2
87 2
86 2
84 2
83 2
81 2
80 2
7D 2
7B 2
7A 2
79 2
77 2
75 2
72 2
71 2
6D 2
6C 2
6B 2
69 2
68 2
67 2
66 2
65 2
62 2
61 2
91 1
8B 1
85 1
82 1
7C 1
78 1
76 1
74 1
70 1
6E 1
6A 1
64 1
6F 1
73 1
7F 1
90 1
type_num: 254
3
2 38793
1 38758
type_num: 2
4
17 1920
19 1918
18 1902
16 1831
1A 1724
15 1718
1B 1626
14 1576
13 1476
1C 1440
F5 1424
F6 1412
F7 1333
F8 1316
12 1302
E9 1251
ED 1247
F4 1240
EB 1234
1D 1233
EC 1207
E7 1207
EA 1206
11 1203
F3 1195
E8 1164
EE 1163
F2 1144
1E 1140
F0 1139
F9 1117
F1 1103
10 1088
E5 1076
E6 1038
EF 1020
1F 975
0F 948
FA 914
E4 889
0D 859
0E 858
E3 843
20 817
0C 775
FB 725
E2 719
0B 682
21 661
FC 625
09 597
22 588
DF 586
0A 575
E1 572
01 550
E0 550
FD 520
FE 509
08 502
02 501
04 488
07 485
DE 484
23 483
DD 466
06 455
03 449
05 444
FF 439
00 430
DC 421
DB 359
24 335
DA 313
25 306
D9 299
D8 292
26 264
D7 250
D6 225
D5 225
D4 204
27 197
D3 194
29 194
28 180
2A 161
2B 149
D1 138
CC 126
CD 126
D2 125
2C 125
CE 121
CF 113
D0 110
2D 109
2E 104
CB 100
2F 93
C9 91
CA 85
30 82
C8 81
C6 64
C4 61
C7 55
31 55
C5 49
C3 48
C2 40
32 40
C0 39
BE 37
33 36
C1 34
BB 34
34 31
35 31
BD 29
36 26
BC 24
BF 23
37 18
BA 17
B9 15
B8 14
B3 14
38 11
B7 10
B4 10
B2 9
3A 8
B6 8
AE 8
39 8
B5 7
AC 7
B0 6
AF 6
3B 5
B1 5
AD 4
AB 4
3E 2
AA 1
A9 1
42 1
3F 1
3C 1
43 1
type_num: 152
5
41 43893
42 33658
type_num: 2
6
FD 2703
FC 2614
FB 2543
FE 2437
FA 2385
FF 2164
F9 2076
F8 1946
00 1938
01 1804
F7 1612
02 1590
03 1515
F6 1421
04 1386
06 1214
05 1213
F5 1211
07 1061
F4 1046
08 991
0A 897
F3 891
09 856
0B 839
F2 800
F1 700
0D 689
0C 685
0E 667
0F 648
F0 617
11 609
10 608
12 585
EF 585
16 567
19 558
15 557
13 555
14 549
ED 548
17 537
EE 533
1A 530
18 519
EB 518
E3 510
E7 508
1B 498
EC 496
EA 493
E1 487
E6 484
E8 483
E5 483
E4 481
E9 479
DF 471
E2 468
1C 449
DE 449
1E 447
E0 440
DD 427
1D 422
DC 418
DB 405
1F 370
20 364
21 358
D9 356
DA 355
D8 338
D6 324
D7 317
22 295
24 271
23 263
D5 259
25 254
D3 233
26 230
D4 230
27 225
28 209
D2 204
29 193
2D 192
D1 173
2B 167
2A 162
2E 154
CF 151
2F 148
2C 146
D0 146
31 141
33 141
30 136
CE 136
32 133
CB 130
CC 128
C1 128
C2 127
34 125
CD 125
C5 119
C4 117
BF 116
35 115
C0 115
C9 115
37 114
36 113
CA 111
BA 106
BE 105
38 104
C8 101
BB 101
BC 100
BD 99
C3 98
C7 95
39 94
3A 94
B8 93
3C 92
C6 87
41 84
3F 82
4B 82
B9 82
50 81
3B 80
4A 80
44 77
B7 77
B6 76
3E 74
45 73
43 73
3D 72
47 69
B5 69
51 68
52 68
4F 66
4E 66
46 65
B4 64
40 63
48 62
49 62
4C 61
4D 61
42 58
53 57
B2 57
56 53
B3 53
B0 52
54 49
55 48
57 47
B1 45
AE 39
5B 39
AC 39
AF 35
59 34
5E 32
58 31
AA 29
60 26
62 26
AB 26
AD 26
5A 25
5C 25
A8 25
5F 24
5D 23
A4 21
A3 21
A7 21
A6 20
61 19
A1 14
A9 13
A5 13
9E 12
67 12
A2 12
9D 12
9C 11
63 10
A0 10
65 9
66 9
6A 8
64 8
69 7
99 7
9B 6
98 5
96 5
68 4
6B 4
9F 4
90 4
6D 3
6C 3
95 3
9A 3
71 2
6F 2
73 2
92 2
97 2
8B 2
91 2
93 2
75 1
77 1
6E 1
70 1
8C 1
94 1
type_num: 231
7
80 77551
type_num: 1
8
FD 681
FE 652
D2 650
01 640
00 639
D5 639
FA 637
FC 637
03 636
04 633
FF 627
D3 627
ED 623
02 614
D7 614
CF 613
D1 612
E3 608
FB 608
D4 603
D0 600
05 596
D6 595
EE 590
E4 589
D8 588
F7 586
DA 585
DD 582
E5 582
DB 582
D9 580
DC 577
E0 572
06 566
CC 565
DE 564
F8 564
CE 564
E6 563
F9 561
E1 558
DF 558
F4 550
F5 550
CD 546
E9 540
07 540
E8 538
F6 538
E2 537
EC 531
C9 530
F2 528
F1 525
E7 524
0C 524
0A 519
EF 518
08 518
CB 517
F0 514
F3 510
09 508
EA 502
EB 500
C7 494
18 490
CA 484
0B 479
0F 478
14 478
C6 474
C8 465
19 462
10 458
11 456
C4 456
C5 454
16 449
0D 445
13 445
C1 444
12 436
C3 436
0E 435
15 434
1B 427
1D 420
1C 420
17 417
1F 410
C0 410
1E 408
21 402
1A 401
C2 397
20 386
27 378
BD 374
BE 367
BC 367
24 355
22 354
BF 354
25 351
B8 343
BA 341
23 336
B9 335
28 334
BB 326
B7 321
B6 314
B5 301
26 299
B4 291
B3 291
2B 288
B0 285
2A 282
29 275
B2 275
2D 268
B1 260
AF 251
2C 248
2E 241
2F 236
AE 236
A9 234
31 230
30 230
AC 229
AB 229
34 225
AD 225
AA 221
32 215
A7 212
35 207
A5 205
38 203
A8 200
33 198
A6 198
36 194
39 193
37 188
40 187
A1 180
A2 177
3F 175
99 175
3A 174
A3 174
3C 171
3B 167
9F 167
A0 167
3E 166
3D 166
9D 166
A4 160
9C 155
9B 155
9A 155
98 149
90 146
97 145
94 145
96 141
8B 140
95 137
9E 136
91 135
41 134
93 134
92 132
8F 131
8E 129
8D 127
88 124
44 123
84 120
42 118
8C 118
86 109
87 109
89 109
85 108
48 106
83 106
43 104
82 103
45 102
8A 102
6F 101
46 100
81 100
7D 96
66 93
73 93
49 92
63 92
6A 92
80 91
62 91
47 90
4D 90
6E 90
7B 89
4B 88
70 88
4C 87
7A 87
7E 87
74 86
7F 85
4E 84
5F 84
67 84
78 84
6B 83
6C 82
61 82
4A 81
50 80
72 79
51 78
68 77
5B 77
4F 76
60 76
6D 76
54 75
57 75
5E 75
7C 75
76 75
5A 74
65 74
69 74
64 73
53 72
71 71
5C 69
75 69
52 68
79 68
5D 68
55 67
59 67
77 64
58 63
56 55
type_num: 256

