1
00 53311
0F 23977
0E 263
type_num: 3
2
04 5907
05 5459
03 5091
02 3495
06 3138
FF 1968
09 1856
17 1745
01 1669
16 1621
00 1508
F2 1491
0B 1440
F0 1302
07 1298
F3 1292
0A 1283
F1 1265
FE 1178
FC 1163
15 1058
19 1028
08 1019
F6 1009
1A 1003
FA 1002
FD 989
14 957
10 946
ED 921
18 883
FB 878
EF 876
F5 842
0C 769
12 731
EE 722
11 686
0D 684
0F 661
13 625
0E 621
1C 606
F4 591
F9 588
1B 575
F8 516
F7 515
1D 372
27 363
EC 360
26 305
E0 247
EB 246
E4 241
2A 237
1E 235
1F 225
E9 224
E1 217
2C 206
E3 194
EA 190
25 157
2B 156
E5 151
E2 151
E7 149
6E 145
22 142
E6 137
9D 134
21 131
23 130
60 130
63 128
29 122
DF 119
20 118
24 111
70 110
2D 106
E8 93
57 91
58 91
28 84
54 76
82 56
6D 53
81 52
87 46
5E 45
5D 44
62 42
B6 41
53 39
69 39
80 37
88 35
6C 34
5F 32
55 31
9E 31
6A 29
6B 29
DB 29
56 28
52 27
83 26
A4 24
6F 23
A6 23
A3 23
89 23
86 23
DC 23
95 23
5C 22
4F 21
50 21
51 21
68 21
8E 21
9F 21
AB 21
8B 21
4C 20
59 20
5B 20
61 20
65 20
DD 20
D9 20
B9 20
B3 20
A9 20
A1 20
96 20
AF 20
A2 20
8A 20
5A 19
67 19
9C 19
91 19
DA 19
A7 19
A5 19
9B 19
A8 19
B7 19
2E 18
36 18
46 18
4E 18
D7 18
D5 18
B1 18
AE 18
AC 18
B4 18
A0 18
B2 18
85 18
84 18
38 17
40 17
41 17
43 17
49 17
4A 17
4D 17
64 17
66 17
C3 17
BE 17
BB 17
94 17
71 17
B8 17
B5 17
93 17
DE 17
97 17
8D 17
30 16
32 16
3B 16
3C 16
3E 16
44 16
47 16
99 16
8C 16
D0 16
B0 16
98 16
92 16
72 16
2F 15
33 15
34 15
35 15
39 15
45 15
48 15
4B 15
D3 15
CF 15
C0 15
D2 15
C9 15
AA 15
AD 15
C6 15
D8 15
8F 15
31 14
3F 14
42 14
CC 14
CA 14
C7 14
C5 14
77 14
CB 14
BC 14
C2 14
CD 14
9A 14
3A 13
3D 13
74 13
CE 13
C1 13
BD 13
79 13
C4 13
90 13
D1 12
7A 12
BF 12
C8 12
D4 12
75 12
73 12
37 11
D6 11
76 11
BA 11
78 11
7D 9
7E 9
7B 9
7C 8
7F 8
type_num: 256
3
60 77551
type_num: 1
4
4 77551
type_num: 1
5
40 5026
70 4845
D0 3684
E0 3681
30 3678
60 3560
50 3544
B0 3507
C0 3326
00 3185
10 3062
F0 3047
20 3029
A0 2957
90 2905
EF 1847
6F 1734
DF 1723
0F 1711
3F 1696
1F 1650
9F 1632
BF 1605
AF 1593
5F 1584
4F 1568
7F 1558
FF 1527
2F 1436
CF 1407
51 15
2E 13
71 13
C1 13
7E 11
5E 11
01 10
E1 10
3E 9
DE 9
FE 8
AE 8
91 8
B1 8
11 8
4E 7
CE 7
BE 7
0E 7
1E 7
21 7
41 7
31 7
D1 6
9E 5
61 5
A1 5
F1 5
EE 4
6E 4
type_num: 60
6
00 29631
FF 5343
01 5165
FE 2828
02 2476
FD 1600
03 1368
FC 1058
FB 1019
04 959
FA 947
F9 911
05 813
F8 781
06 774
F6 758
F5 701
08 640
07 632
F7 602
14 570
0D 570
0C 561
F3 553
0A 538
EC 534
0B 532
F4 517
09 510
11 490
29 468
0F 446
F2 433
F0 423
F1 416
10 412
0E 411
EF 370
D7 335
13 316
16 309
17 300
12 284
15 278
3A 277
19 269
1A 259
1B 258
E9 247
32 241
EE 241
EA 241
1D 236
E7 224
E5 220
ED 219
1F 215
21 210
42 205
E6 203
CE 197
EB 191
E3 176
23 175
4B 175
E1 171
DF 166
53 153
C6 151
B5 136
AD 135
DD 131
9C 124
26 123
BE 120
A5 111
5B 101
DA 90
35 79
3D 77
64 74
2E 72
94 70
45 70
4C 65
8C 60
6C 54
D2 51
CB 45
83 44
74 38
54 34
BB 31
7B 31
7D 31
8D 29
6A 28
C3 27
B4 25
85 25
73 24
62 24
5C 23
AC 20
2D 19
5A 18
D3 16
9E 16
95 15
51 15
49 15
30 15
38 14
A4 13
4D 13
C4 12
3C 12
A6 9
28 9
96 9
55 9
6E 8
BD 8
C8 8
41 7
D0 7
34 7
2C 7
66 7
BF 7
6B 7
CC 6
9F 6
B3 6
D4 5
C5 5
9A 5
92 5
5F 5
57 4
CD 4
AF 4
B7 4
D8 4
7E 4
76 4
48 3
40 3
E4 3
DC 3
AB 3
88 3
5E 3
82 3
67 2
31 2
A1 2
71 2
77 2
36 2
C1 1
97 1
89 1
81 1
80 1
AE 1
B6 1
C0 1
24 1
33 1
52 1
43 1
3B 1
6D 1
93 1
50 1
B0 1
4A 1
type_num: 178
7
0 77551
type_num: 1
8
46 855
04 814
A5 809
D6 793
65 765
03 734
D5 671
05 648
78 646
47 625
D3 595
36 577
D1 552
DA 551
75 540
95 517
66 511
EA 507
E5 493
C6 487
73 485
7F 477
E6 473
C5 472
F4 471
87 466
56 465
D4 462
54 458
A7 456
93 436
02 434
E3 431
84 429
A6 425
DC 421
83 421
B5 421
7A 419
5F 418
B4 417
72 416
06 406
F5 405
E1 399
CF 396
07 389
24 387
01 387
64 385
37 384
FA 384
55 383
4D 381
DE 378
96 377
D7 377
CE 374
85 373
67 373
F6 371
D2 371
08 368
76 367
33 367
99 362
8A 361
F1 361
86 358
C4 352
71 350
27 350
6D 348
82 346
8D 344
6B 341
DB 340
32 340
C2 339
C7 336
CA 331
77 331
7B 330
26 326
AA 325
B6 325
E0 325
0C 324
B1 324
5B 322
EF 319
BB 319
EB 315
8B 312
98 310
C3 308
53 307
3F 305
E2 297
35 297
09 295
A8 294
9F 294
FC 293
0D 293
F3 292
48 292
74 291
F7 291
69 288
A3 288
9A 287
F9 286
A2 285
B3 285
88 284
AD 284
4F 283
E9 280
42 279
E7 277
AF 276
4B 275
A4 275
81 274
7C 273
60 273
6C 272
18 272
57 271
63 270
45 269
3C 267
97 266
5D 266
B2 265
A1 265
ED 263
38 263
34 261
AC 261
11 261
F0 261
E8 261
F2 260
A0 259
D8 258
3E 258
91 257
B7 256
9D 255
CB 254
C8 252
0A 252
58 252
E4 252
68 251
79 249
7D 249
C9 247
39 244
92 244
C1 243
FD 243
DD 243
61 243
D9 242
2E 241
D0 240
5E 240
89 239
30 238
43 237
F8 234
AE 233
FB 232
CC 232
CD 232
16 231
A9 230
12 230
6A 229
5C 229
62 228
49 227
8E 223
40 223
94 220
3B 220
8F 218
BF 218
59 217
EC 217
B8 215
44 213
17 212
4C 209
0B 209
41 209
BD 208
4E 207
C0 206
B0 206
6F 205
DF 205
0E 203
6E 201
9B 200
90 200
52 197
0F 196
AB 196
FF 195
FE 194
31 194
80 192
7E 191
50 191
EE 189
2C 188
3A 187
5A 185
B9 183
70 180
20 179
9E 179
3D 178
4A 176
00 173
2F 173
51 173
9C 169
8C 168
BA 167
10 161
19 157
29 154
25 152
BC 150
2D 147
14 144
BE 144
2B 142
13 140
1E 139
15 135
1D 133
1B 129
28 126
2A 121
1A 118
21 112
1C 109
1F 101
23 99
22 90
type_num: 256

