1
0 40309
type_num: 1
2
0 40309
type_num: 1
3
00 19408
4A 981
49 716
42 715
48 703
41 693
45 644
39 610
46 591
4B 569
47 560
43 546
4C 544
4E 502
4D 463
58 444
3A 418
44 407
38 397
3B 335
50 334
4F 321
40 312
51 291
3F 290
3D 284
3C 252
56 245
37 231
3E 202
57 181
52 180
27 177
5D 177
31 176
59 176
36 174
2D 173
1E 169
2E 166
2F 165
55 160
53 158
28 156
34 153
33 151
5C 134
35 131
54 130
1D 128
30 128
5E 127
15 124
1F 123
5B 117
1C 114
5F 109
14 107
32 106
1B 99
1A 99
62 97
2C 94
89 90
29 83
A0 82
5A 81
60 77
13 76
11 75
21 74
26 74
87 72
22 70
8B 70
2A 68
2B 68
24 67
19 64
10 62
25 54
0F 52
20 52
16 52
8D 49
61 49
9F 49
8F 48
23 46
12 46
8C 44
68 43
8A 41
6F 39
18 38
86 36
0D 29
01 29
05 27
88 25
0C 24
67 24
08 22
07 22
0E 21
17 21
70 21
6E 19
90 17
02 16
0B 15
85 15
03 14
79 14
6B 13
72 13
8E 13
0A 13
63 13
69 11
7D 11
7A 10
66 10
65 9
6A 9
91 9
6C 8
9E 8
84 7
04 7
64 7
6D 7
06 6
09 6
77 6
7C 6
7E 6
83 6
74 5
76 5
81 5
7F 5
7B 5
75 4
80 4
82 4
78 4
73 3
92 3
71 2
97 2
9A 2
9C 2
9D 2
94 1
95 1
98 1
9B 1
93 1
type_num: 159
4
30 20728
0 18108
10 1095
20 378
type_num: 4
5
4C 16484
7C 2483
C6 980
C5 715
BE 705
C4 703
BD 678
C1 642
C2 591
B5 568
C7 561
C3 559
C8 542
BF 537
CA 502
C9 463
D4 444
5C 440
C0 402
B6 401
B4 361
CC 334
CB 321
B7 310
CD 291
BC 286
BB 278
B9 268
D2 245
B8 241
B3 203
BA 188
D3 181
CE 180
D9 177
D5 176
D1 160
CF 158
AD 150
AF 135
AB 134
D8 134
D0 130
AA 129
DA 127
B2 125
AC 120
D7 117
A9 116
61 109
DB 109
6C 102
73 100
DE 97
B0 95
AE 92
B1 92
A5 90
05 90
A4 88
7A 85
98 82
1C 82
D6 81
9A 79
80 78
DC 77
A7 74
A8 73
03 72
79 72
07 70
83 70
67 69
74 68
6B 63
70 62
72 62
6F 60
89 58
9B 57
A6 57
76 57
99 56
7D 55
6E 51
5D 50
09 49
DD 49
1B 49
66 48
0B 48
90 48
8B 48
65 44
6D 44
71 44
60 44
08 44
7E 44
82 44
E4 43
06 41
84 41
81 41
78 41
A3 40
EB 39
8A 37
7B 37
02 36
77 35
8C 32
7F 32
9D 31
62 31
A2 29
59 28
8F 28
6A 27
75 27
64 26
5F 25
04 25
E3 24
85 22
EC 21
8E 21
8D 20
5E 20
51 20
58 19
A1 19
4D 19
54 19
EA 19
53 18
0C 17
63 16
68 16
69 16
9C 15
01 15
86 15
87 14
F5 14
88 14
5A 13
5B 13
91 13
E7 13
EE 13
0A 13
DF 13
97 12
57 11
96 11
E5 11
F9 11
94 10
9E 10
F6 10
4E 10
56 10
E2 10
E1 9
92 9
E6 9
0D 9
4F 8
9F 8
95 8
E8 8
1A 8
00 7
A0 7
E0 7
E9 7
52 6
F3 6
F8 6
FA 6
FF 6
55 5
F0 5
F2 5
FD 5
FB 5
93 5
F7 5
50 5
F1 4
FC 4
FE 4
F4 4
EF 3
0E 3
ED 2
13 2
16 2
18 2
19 2
10 1
11 1
14 1
17 1
0F 1
type_num: 207

