1
0F 19071
08 7209
0C 7142
09 6370
04 517
type_num: 5
2
9C 1980
F0 1335
EF 1074
64 837
F2 739
F1 616
00 580
FF 562
F3 504
EC 443
33 416
EE 414
CD 402
32 385
C2 381
C4 377
CC 377
C1 371
BF 357
C3 356
C0 336
CA 327
ED 314
CB 305
BD 288
C5 281
E0 251
CE 240
C9 236
B9 235
C8 235
E2 233
DA 232
F5 231
F4 230
BE 227
C6 226
DE 225
C7 224
DF 215
DD 214
E3 212
D1 212
E4 211
E1 205
D9 204
CF 203
B1 203
0F 202
F7 200
D0 200
04 200
B8 199
B0 199
AF 195
DC 192
D4 190
F9 186
D3 186
E7 186
BC 184
B7 184
A1 184
B2 183
F6 181
EB 181
D6 181
E5 178
DB 175
9E 175
D8 174
AE 172
B5 171
A2 171
18 171
D7 168
F8 164
B6 164
11 164
AD 163
BA 161
FA 160
D5 160
D2 157
B3 156
2A 156
B4 151
E8 151
A6 149
A5 149
AA 148
A4 148
49 144
13 143
A3 143
19 143
10 143
29 142
AB 141
E6 140
9F 139
31 138
40 138
36 137
0C 137
41 135
A9 133
BB 132
AC 132
28 132
48 131
16 131
0B 128
9D 128
15 128
E9 127
A8 127
4C 127
12 127
4A 125
35 125
EA 124
03 123
3E 122
A7 120
FE 120
3F 119
A0 117
22 116
2B 116
4B 116
FB 115
14 115
3D 114
51 113
3C 112
17 112
4D 111
2D 111
39 109
02 108
4E 106
54 105
0E 105
34 103
42 102
45 102
3B 102
3A 101
26 100
53 99
30 99
2C 96
FC 95
FD 93
21 93
1F 92
24 92
2F 92
8C 92
25 91
4F 90
23 89
47 88
09 88
50 87
2E 86
52 86
46 86
27 86
1A 85
43 85
38 84
1C 84
1E 84
56 82
5F 82
06 81
1D 80
55 79
37 78
0D 77
44 76
57 75
5A 74
1B 72
8A 72
20 71
5D 70
07 68
58 67
01 67
0A 66
05 66
63 66
59 65
90 64
08 63
5B 63
62 63
98 63
5E 60
8E 60
60 59
5C 56
94 56
8B 55
7C 54
80 51
91 51
87 50
7B 49
9B 49
78 48
86 48
95 48
82 47
88 47
92 46
85 45
61 45
8D 45
93 43
65 43
8F 42
97 42
84 41
96 40
89 39
79 38
7D 37
7F 36
81 35
69 35
68 35
83 34
99 34
6D 34
7A 32
7E 31
76 31
9A 30
71 30
6E 30
70 29
6F 29
6A 28
66 28
77 27
73 27
67 26
6B 25
6C 21
74 20
72 18
75 13
type_num: 256
3
32 40309
type_num: 1
4
0 40309
type_num: 1
5
0 40309
type_num: 1

