1
0 40150
1 72
4 49
3 31
5 2
11 2
8 2
15 1
type_num: 8

2
0 26052
1 4657
3 2536
7 1369
2 1114
15 624
6 573
5 363
31 354
4 318
14 308
63 180
13 179
30 154
12 144
127 134
29 98
28 84
11 84
62 78
8 73
61 55
10 54
60 49
126 48
9 46
26 42
254 38
255 37
27 37
24 36
125 32
25 25
59 22
58 21
253 21
252 18
57 16
124 13
56 13
250 11
123 11
249 9
52 8
22 8
120 8
19 6
251 6
23 6
121 6
55 6
18 6
248 5
54 5
118 4
86 4
21 4
247 4
240 4
17 4
112 3
116 3
236 3
48 3
115 3
122 3
246 3
209 3
20 3
119 3
49 3
111 3
50 3
51 3
241 3
234 2
53 2
204 2
244 2
237 2
113 2
238 2
117 2
243 2
16 2
37 1
108 1
188 1
76 1
228 1
212 1
233 1
174 1
133 1
186 1
33 1
197 1
180 1
245 1
242 1
193 1
196 1
40 1
98 1
217 1
type_num: 105

3
0 40308
50 1
type_num: 2

4
0 40309
type_num: 1

5
0 40309
type_num: 1

