2A4,07,75,00,00,27,,,
2A4,07,7F,00,00,31,,,
2A4,07,89,00,00,3B,,,
2A4,07,87,00,00,39,,,
2A4,07,93,00,00,45,,,
2A4,07,9D,00,00,4F,,,
2A4,07,A1,00,00,53,,,
2A4,07,B2,00,00,64,,,
2A4,07,BB,00,00,6D,,,
2A4,07,C8,00,00,7A,,,
2A4,07,CC,00,00,7E,,,
2A4,07,D1,00,00,83,,,
2A4,07,DB,00,00,8D,,,
2A4,07,E4,00,00,96,,,
2A4,07,F7,00,00,A9,,,
2A4,08,02,00,00,B5,,,
2A4,08,0A,00,00,BD,,,
2A4,08,0B,00,00,BE,,,
2A4,08,14,00,00,C7,,,
2A4,08,1C,00,00,CF,,,
2A4,08,22,00,00,D5,,,
2A4,08,31,00,00,E4,,,
2A4,08,41,00,00,F4,,,
2A4,08,48,00,00,FB,,,
2A4,08,47,00,00,FA,,,
2A4,08,51,00,00,04,,,
2A4,08,58,00,00,0B,,,
2A4,08,66,00,00,19,,,
2A4,08,70,00,00,23,,,
2A4,08,76,00,00,29,,,
2A4,08,78,00,00,2B,,,
2A4,08,84,00,00,37,,,
2A4,08,87,00,00,3A,,,
2A4,08,93,00,00,46,,,
2A4,08,9E,00,00,51,,,
2A4,08,A7,00,00,5A,,,
2A4,08,B7,00,00,6A,,,
2A4,08,B1,00,00,64,,,
2A4,08,B4,00,00,67,,,
2A4,08,C1,00,00,74,,,
2A4,08,CD,00,00,80,,,
2A4,08,DC,00,00,8F,,,
2A4,08,E3,00,00,96,,,
2A4,08,E3,00,00,96,,,
2A4,08,EA,00,00,9D,,,
2A4,08,F6,00,00,A9,,,
2A4,09,0A,00,00,BE,,,
2A4,09,17,00,00,CB,,,
2A4,09,1D,00,00,D1,,,
2A4,09,1B,00,00,CF,,,
2A4,09,23,00,00,D7,,,
2A4,09,2A,00,00,DE,,,
2A4,09,32,00,00,E6,,,
2A4,09,46,00,00,FA,,,
2A4,09,4B,00,00,FF,,,
2A4,09,53,00,00,07,,,
2A4,09,5A,00,00,0E,,,
2A4,09,5F,00,00,13,,,
2A4,09,6F,00,00,23,,,
2A4,09,79,00,00,2D,,,
2A4,09,75,00,00,29,,,
2A4,09,7C,00,00,30,,,
2A4,09,7A,00,00,2E,,,
2A4,09,88,00,00,3C,,,
2A4,09,93,00,00,47,,,
2A4,09,9F,00,00,53,,,
2A4,09,A2,00,00,56,,,
2A4,09,AC,00,00,60,,,
2A4,09,B1,00,00,65,,,
2A4,09,BF,00,00,73,,,
2A4,09,D1,00,00,85,,,
2A4,09,DE,00,00,92,,,
2A4,09,E1,00,00,95,,,
2A4,09,D1,00,00,85,,,
2A4,09,FB,00,00,AF,,,
2A4,09,EE,00,00,A2,,,
2A4,0A,00,00,00,B5,,,
2A4,09,F6,00,00,AA,,,
2A4,0A,02,00,00,B7,,,
2A4,0A,0F,00,00,C4,,,
2A4,0A,25,00,00,DA,,,
2A4,0A,35,00,00,EA,,,
2A4,0A,31,00,00,E6,,,
2A4,0A,32,00,00,E7,,,
2A4,0A,37,00,00,EC,,,
2A4,0A,48,00,00,FD,,,
2A4,0A,56,00,00,0B,,,
2A4,0A,58,00,00,0D,,,
2A4,0A,5A,00,00,0F,,,
2A4,0A,61,00,00,16,,,
2A4,0A,75,00,00,2A,,,
2A4,0A,84,00,00,39,,,
2A4,0A,87,00,00,3C,,,
2A4,0A,86,00,00,3B,,,
2A4,0A,8B,00,00,40,,,
2A4,0A,9C,00,00,51,,,
2A4,0A,A7,00,00,5C,,,
2A4,0A,B4,00,00,69,,,
2A4,0A,B7,00,00,6C,,,
2A4,0A,B8,00,00,6D,,,
2A4,0A,C8,00,00,7D,,,
2A4,0A,D0,00,00,85,,,
2A4,0A,DE,00,00,93,,,
2A4,0A,DD,00,00,92,,,
2A4,0A,DA,00,00,8F,,,
2A4,0A,E5,00,00,9A,,,
2A4,0A,F7,00,00,AC,,,
2A4,0B,04,00,00,BA,,,
2A4,0A,FD,00,00,B2,,,
2A4,0A,FE,00,00,B3,,,
2A4,0B,05,00,00,BB,,,
2A4,0B,13,00,00,C9,,,
2A4,0B,1F,00,00,D5,,,
2A4,0B,28,00,00,DE,,,
2A4,0B,36,00,00,EC,,,
2A4,0B,41,00,00,F7,,,
2A4,0B,4F,00,00,05,,,
2A4,0B,44,00,00,FA,,,
2A4,0B,40,00,00,F6,,,
2A4,0B,4D,00,00,03,,,
2A4,0B,61,00,00,17,,,
2A4,0B,6F,00,00,25,,,
2A4,0B,72,00,00,28,,,
2A4,0B,76,00,00,2C,,,
2A4,0B,7C,00,00,32,,,
2A4,0B,8B,00,00,41,,,
2A4,0B,95,00,00,4B,,,
2A4,0B,90,00,00,46,,,
2A4,0B,95,00,00,4B,,,
2A4,0B,B1,00,00,67,,,
2A4,0B,BC,00,00,72,,,
2A4,0B,CB,00,00,81,,,
2A4,0B,C9,00,00,7F,,,
2A4,0B,C7,00,00,7D,,,
2A4,0B,DD,00,00,93,,,
2A4,0B,E3,00,00,99,,,
2A4,0B,E4,00,00,9A,,,
2A4,0B,E2,00,00,98,,,
2A4,0B,FD,00,00,B3,,,
2A4,0C,04,00,00,BB,,,
2A4,0C,11,00,00,C8,,,
2A4,0C,0E,00,00,C5,,,
2A4,0C,1C,00,00,D3,,,
2A4,0C,24,00,00,DB,,,
2A4,0C,36,00,00,ED,,,
2A4,0C,33,00,00,EA,,,
2A4,0C,31,00,00,E8,,,
2A4,0C,4C,00,00,03,,,
2A4,0C,4C,00,00,03,,,
2A4,0C,53,00,00,0A,,,
2A4,0C,53,00,00,0A,,,
2A4,0C,35,00,00,EC,,,
2A4,0C,3E,00,00,F5,,,
2A4,0C,4C,00,00,03,,,
2A4,0C,4A,00,00,01,,,
2A4,0C,4B,00,00,02,,,
2A4,0C,57,00,00,0E,,,
2A4,0C,71,00,00,28,,,
2A4,0C,6A,00,00,21,,,
2A4,0C,6C,00,00,23,,,
2A4,0C,85,00,00,3C,,,
2A4,0C,96,00,00,4D,,,
2A4,0C,91,00,00,48,,,
2A4,0C,8D,00,00,44,,,
2A4,0C,A0,00,00,57,,,
2A4,0C,A7,00,00,5E,,,
2A4,0C,A3,00,00,5A,,,
2A4,0C,A6,00,00,5D,,,
2A4,0C,AC,00,00,63,,,
2A4,0C,C8,00,00,7F,,,
2A4,0C,BF,00,00,76,,,
2A4,0C,C4,00,00,7B,,,
2A4,0C,EE,00,00,A5,,,
2A4,0C,F9,00,00,B0,,,
2A4,0D,07,00,00,BF,,,
2A4,0C,FE,00,00,B5,,,
2A4,0C,FF,00,00,B6,,,
2A4,0D,34,00,00,EC,,,
2A4,0D,21,00,00,D9,,,
2A4,0D,29,00,00,E1,,,
2A4,0D,2A,00,00,E2,,,
2A4,0D,42,00,00,FA,,,
2A4,0D,57,00,00,0F,,,
2A4,0D,56,00,00,0E,,,
2A4,0D,60,00,00,18,,,
2A4,0D,71,00,00,29,,,
2A4,0D,69,00,00,21,,,
2A4,0D,53,00,00,0B,,,
2A4,0D,67,00,00,1F,,,
2A4,0D,83,00,00,3B,,,
2A4,0D,A7,00,00,5F,,,
2A4,0D,A4,00,00,5C,,,
2A4,0D,A7,00,00,5F,,,
2A4,0D,9E,00,00,56,,,
2A4,0D,C0,00,00,78,,,
2A4,0D,CE,00,00,86,,,
2A4,0D,D5,00,00,8D,,,
2A4,0D,EA,00,00,A2,,,
2A4,0D,E7,00,00,9F,,,
2A4,0D,D2,00,00,8A,,,
2A4,0D,D9,00,00,91,,,
2A4,0D,D6,00,00,8E,,,
2A4,0D,F2,00,00,AA,,,
2A4,0D,FA,00,00,B2,,,
2A4,0E,17,00,00,D0,,,
2A4,0E,34,00,00,ED,,,
2A4,0E,2B,00,00,E4,,,
2A4,0E,17,00,00,D0,,,
2A4,0E,2C,00,00,E5,,,
2A4,0E,2A,00,00,E3,,,
2A4,0E,1D,00,00,D6,,,
2A4,0E,18,00,00,D1,,,
2A4,0E,4F,00,00,08,,,
2A4,0E,49,00,00,02,,,
2A4,0E,48,00,00,01,,,
2A4,0E,44,00,00,FD,,,
2A4,0E,47,00,00,00,,,
2A4,0E,46,00,00,FF,,,
2A4,0E,37,00,00,F0,,,
2A4,0E,5B,00,00,14,,,
2A4,0E,4B,00,00,04,,,
2A4,0E,49,00,00,02,,,
2A4,0E,38,00,00,F1,,,
2A4,0E,56,00,00,0F,,,
2A4,0E,7C,00,00,35,,,
2A4,0E,7C,00,00,35,,,
2A4,0E,82,00,00,3B,,,
2A4,0E,B2,00,00,6B,,,
2A4,0E,B7,00,00,70,,,
2A4,0E,A7,00,00,60,,,
2A4,0E,B3,00,00,6C,,,
2A4,0E,DA,00,00,93,,,
2A4,0E,C8,00,00,81,,,
2A4,0E,CB,00,00,84,,,
2A4,0E,D4,00,00,8D,,,
2A4,0E,F7,00,00,B0,,,
2A4,0E,DB,00,00,94,,,
2A4,0E,D0,00,00,89,,,
2A4,0F,0E,00,00,C8,,,
2A4,0F,1E,00,00,D8,,,
2A4,0F,18,00,00,D2,,,
2A4,0F,28,00,00,E2,,,
2A4,0F,2C,00,00,E6,,,
2A4,0F,0E,00,00,C8,,,
2A4,0F,0E,00,00,C8,,,
2A4,0F,24,00,00,DE,,,
2A4,0F,4D,00,00,07,,,
2A4,0F,27,00,00,E1,,,
2A4,0F,0D,00,00,C7,,,
2A4,0F,47,00,00,01,,,
2A4,0F,34,00,00,EE,,,
2A4,0F,55,00,00,0F,,,
2A4,0F,61,00,00,1B,,,
2A4,0F,7B,00,00,35,,,
2A4,0F,62,00,00,1C,,,
2A4,0F,79,00,00,33,,,
2A4,0F,83,00,00,3D,,,
2A4,0F,75,00,00,2F,,,
2A4,0F,68,00,00,22,,,
2A4,0F,7F,00,00,39,,,
2A4,0F,B1,00,00,6B,,,
2A4,0F,7C,00,00,36,,,
