498,C1,00,00,24,4D,C2,00,00
498,C1,00,00,22,4D,C2,00,00
498,C1,00,00,21,4D,C2,00,00
498,C1,00,00,1F,4D,C2,00,00
498,C1,00,00,1D,4D,C2,00,00
498,C1,00,00,1B,4D,C2,00,00
498,C1,00,00,1A,4D,C2,00,00
498,C1,00,00,19,4D,C2,00,00
498,C1,00,00,19,4D,C2,00,00
498,C1,00,00,18,4D,C2,00,00
498,C1,22,80,18,4D,42,00,00
498,C1,3C,70,18,4D,41,00,00
498,C1,48,90,18,4D,40,00,00
498,C1,4E,B0,1A,4D,40,00,00
498,C1,4F,30,1B,4D,3F,00,00
498,C1,4C,F0,1C,4E,3E,00,00
498,C1,44,D0,1C,4E,3D,00,00
498,C1,44,40,1D,4E,3D,00,00
498,C1,46,70,1D,4D,3D,00,00
498,C1,44,80,1E,4D,3D,00,00
498,C1,3E,D0,1E,4D,3C,00,00
498,C1,40,60,1F,4D,3C,00,00
498,C1,40,80,20,4D,3C,00,00
498,C1,40,60,20,4C,3C,00,00
498,C1,40,40,20,4C,3C,00,00
498,C1,3F,F0,20,4C,3C,00,00
498,C1,40,20,21,4D,3C,00,00
498,C1,44,F0,21,4D,3C,00,00
498,C1,43,20,22,4D,3C,00,00
498,C1,41,B0,22,4D,3C,00,00
498,C1,42,50,22,4D,3C,00,00
498,C1,42,00,22,4D,3B,00,00
498,C1,41,A0,23,4D,3B,00,00
498,C1,41,F0,22,4E,3B,00,00
498,C1,42,E0,23,4E,3B,00,00
498,C1,43,80,23,4E,3B,00,00
498,C1,45,10,23,4E,3B,00,00
498,C1,45,A0,24,4E,3B,00,00
498,C1,46,90,24,4E,3B,00,00
498,C1,46,B0,25,4E,3B,00,00
498,C1,46,C0,25,4E,3B,00,00
498,C1,46,00,25,4F,3B,00,00
498,C1,45,D0,25,4F,3B,00,00
498,C1,42,E0,26,4F,3B,00,00
498,C1,2E,D0,26,4F,BB,00,00
498,C1,1B,20,26,4F,BB,00,00
498,C1,02,80,24,4F,BB,00,00
498,C1,00,00,23,4F,BC,00,00
498,C1,00,00,23,4F,BC,00,00
498,C1,00,00,22,50,BC,00,00
498,C1,00,00,21,50,BC,00,00
498,C1,00,00,20,50,BD,00,00
498,C1,00,00,1F,50,BD,00,00
498,C1,00,00,1F,50,BD,00,00
498,C1,00,00,1E,50,BD,00,00
498,C1,00,00,1D,50,BE,00,00
498,C1,00,00,1D,50,BE,00,00
498,C1,00,00,1B,50,BE,00,00
498,C1,00,00,19,50,BE,00,00
498,C1,00,00,17,50,BE,00,00
498,C1,00,00,15,50,BE,00,00
498,C1,00,00,14,50,BE,00,00
498,C1,00,00,12,50,BE,00,00
498,C1,00,00,12,50,BF,00,00
498,C1,00,00,12,50,BF,00,00
498,C1,29,50,12,50,3F,00,00
498,C1,3E,A0,14,50,3E,00,00
498,C1,42,80,15,50,3D,00,00
498,C1,55,D0,16,50,3D,00,00
498,C1,59,20,17,50,3C,00,00
498,C1,5C,60,19,51,3B,00,00
498,C1,5E,E0,1B,51,3B,00,00
498,C1,63,00,1C,51,3B,00,00
498,C1,67,80,1D,51,3A,00,00
498,C1,68,10,1F,51,3A,00,00
498,C1,68,60,20,51,3A,00,00
498,C1,69,50,22,51,3A,00,00
498,C1,6B,20,24,51,3A,00,00
498,C1,62,F0,25,51,39,00,00
498,C1,5E,50,26,51,39,00,00
498,C1,60,A0,26,51,39,00,00
498,C1,63,80,27,51,39,00,00
498,C1,64,F0,28,51,39,00,00
498,C1,65,E0,28,52,39,00,00
498,C1,65,B0,29,52,39,00,00
498,C1,66,90,2A,52,39,00,00
498,C1,64,B0,2A,52,39,00,00
498,C1,61,60,2B,52,39,00,00
498,C1,5F,E0,2B,53,39,00,00
498,C1,5D,D0,2B,53,39,00,00
498,C1,5C,B0,2B,53,39,00,00
498,C1,59,30,2B,53,39,00,00
498,C1,59,80,2C,53,39,00,00
498,C1,5A,70,2C,54,39,00,00
498,C1,59,20,2C,54,38,00,00
498,C1,50,00,2C,54,38,00,00
498,C1,49,10,2C,54,38,00,00
498,C1,4C,50,2C,54,38,00,00
498,C1,4C,F0,2B,55,38,00,00
498,C1,4C,A0,2B,55,38,00,00
498,C1,4C,50,2B,55,38,00,00
498,C1,4C,20,2A,55,38,00,00
498,C1,4C,50,2A,55,38,00,00
498,C1,4C,80,29,56,38,00,00
498,C1,4C,C0,29,56,38,00,00
498,C1,4E,00,29,56,38,00,00
498,C1,4E,60,29,56,38,00,00
498,C1,52,00,29,56,38,00,00
498,C1,54,E0,29,56,38,00,00
498,C1,55,50,29,57,38,00,00
498,C1,55,E0,29,57,38,00,00
498,C1,56,20,2A,57,38,00,00
498,C1,58,60,2A,57,38,00,00
498,C1,72,C0,2A,57,38,00,00
498,C1,7E,00,2B,57,38,00,00
498,C1,83,70,2C,57,38,00,00
498,C1,84,80,2D,D8,38,00,00
498,C1,87,B0,2E,D8,38,00,00
498,C1,8B,40,2F,D8,37,00,00
498,C1,8E,D0,30,D8,37,00,00
498,C1,91,A0,31,D8,37,00,00
498,C1,94,F0,33,D9,37,00,00
498,C1,92,00,34,D9,37,00,00
498,C1,80,C0,34,D9,37,00,00
498,C1,5A,50,33,D9,37,00,00
498,C1,41,30,32,D9,38,00,00
498,C1,3C,00,2F,DA,38,00,00
498,C1,37,70,2E,DA,38,00,00
498,C1,32,50,2D,DA,38,00,00
498,C1,2C,E0,2B,DA,39,00,00
498,C1,2A,10,2A,DA,39,00,00
498,C1,28,A0,29,DB,39,00,00
498,C1,39,C0,29,DB,39,00,00
498,C1,46,E0,28,DB,39,00,00
498,C1,49,30,28,DB,39,00,00
498,C1,49,A0,28,DB,39,00,00
498,C1,4B,20,28,DB,39,00,00
498,C1,4C,C0,27,DB,38,00,00
498,C1,4C,90,28,DB,38,00,00
498,C1,4C,B0,27,DC,38,00,00
498,C1,4D,E0,27,DC,38,00,00
498,C1,4D,90,27,DC,38,00,00
498,C1,4D,80,27,DC,38,00,00
498,C1,4E,60,27,DC,38,00,00
498,C1,52,F0,27,DC,38,00,00
498,C1,54,90,27,DC,38,00,00
498,C1,55,20,27,DC,38,00,00
498,C1,56,80,27,DC,38,00,00
498,C1,57,30,28,DD,38,00,00
498,C1,59,B0,28,DD,38,00,00
498,C1,58,70,28,DD,37,00,00
498,C1,55,90,28,DD,37,00,00
498,C1,57,60,28,DD,37,00,00
498,C1,56,C0,29,DD,37,00,00
498,C1,58,70,29,DD,37,00,00
498,C1,51,90,29,DE,37,00,00
498,C1,33,A0,2A,DE,37,00,00
498,C1,2B,90,29,DE,37,00,00
498,C1,28,B0,28,DE,38,00,00
498,C1,26,C0,27,DE,38,00,00
498,C1,26,B0,25,DE,38,00,00
498,C1,26,70,24,DE,39,00,00
498,C1,29,F0,24,DE,39,00,00
498,C1,3F,30,24,DE,39,00,00
498,C1,4C,C0,25,DE,38,00,00
498,C1,4F,D0,26,DF,38,00,00
498,C1,50,A0,26,DF,38,00,00
498,C1,51,90,27,DF,38,00,00
498,C1,52,80,28,DF,38,00,00
498,C1,53,10,29,DF,38,00,00
498,C1,55,D0,2A,DF,38,00,00
498,C1,58,70,2B,DF,37,00,00
498,C1,57,C0,2B,DF,37,00,00
498,C1,5C,40,2C,DF,37,00,00
498,C1,5B,C0,2C,DF,37,00,00
498,C1,60,60,2D,DF,37,00,00
498,C1,60,70,2D,DF,37,00,00
498,C1,61,80,2D,E0,37,00,00
498,C1,64,50,2D,E0,37,00,00
498,C1,64,C0,2E,E0,37,00,00
498,C1,67,10,2E,E0,37,00,00
498,C1,5C,B0,2E,E0,37,00,00
498,C1,4E,F0,2E,E0,37,00,00
498,C1,43,30,2D,E0,37,00,00
498,C1,49,A0,2C,E0,37,00,00
498,C1,49,C0,2C,E0,37,00,00
498,C1,4A,00,2B,E1,37,00,00
498,C1,4B,40,2A,E1,37,00,00
498,C1,52,30,2A,E1,37,00,00
498,C1,4C,C0,2A,E1,37,00,00
498,C1,4E,50,29,E1,37,00,00
498,C1,4F,60,29,E1,37,00,00
498,C1,4E,D0,29,E1,37,00,00
498,C1,4F,30,29,E2,37,00,00
498,C1,50,20,29,E2,37,00,00
498,C1,51,60,29,E2,37,00,00
498,C1,4F,A0,29,E2,37,00,00
498,C1,50,F0,29,E2,37,00,00
498,C1,51,70,29,E2,37,00,00
498,C1,55,C0,29,E2,37,00,00
498,C1,56,B0,29,E2,37,00,00
498,C1,58,C0,29,E3,37,00,00
498,C1,5A,B0,29,E3,37,00,00
498,C1,5D,60,29,E3,37,00,00
498,C1,5F,F0,29,E3,37,00,00
498,C1,5B,F0,2A,E3,37,00,00
498,C1,4D,A0,29,E3,37,00,00
498,C1,4E,F0,29,E3,37,00,00
498,C1,50,40,29,E3,37,00,00
498,C1,50,20,29,E4,37,00,00
498,C1,50,10,28,E4,37,00,00
498,C1,50,A0,28,E4,37,00,00
498,C1,50,80,28,E4,37,00,00
498,C1,51,60,28,E4,37,00,00
498,C1,51,00,28,E4,37,00,00
498,C1,51,10,28,E4,37,00,00
498,C1,51,80,28,E4,37,00,00
498,C1,51,30,28,E4,37,00,00
498,C1,51,70,28,E4,37,00,00
498,C1,52,D0,27,E4,37,00,00
498,C1,5B,50,28,E4,37,00,00
498,C1,5B,C0,27,E4,37,00,00
498,C1,5D,80,28,E4,37,00,00
498,C1,5F,F0,28,E4,37,00,00
498,C1,61,B0,28,E4,37,00,00
498,C1,63,20,29,E4,37,00,00
498,C1,64,70,29,E4,37,00,00
498,C1,65,70,29,E4,36,00,00
498,C1,68,10,2A,E4,36,00,00
498,C1,69,D0,2A,E4,36,00,00
498,C1,6B,90,2A,E4,36,00,00
498,C1,6B,90,2B,E4,36,00,00
498,C1,63,40,2B,E4,36,00,00
498,C1,5F,B0,2B,E4,36,00,00
498,C1,5E,60,2B,E4,36,00,00
498,C1,5E,E0,2C,E4,36,00,00
498,C1,5C,80,2C,E4,36,00,00
498,C1,59,70,2C,E5,36,00,00
498,C1,58,C0,2B,E5,36,00,00
498,C1,56,00,2B,E5,36,00,00
498,C1,4F,90,2B,E5,36,00,00
498,C1,4E,40,2B,E5,37,00,00
498,C1,4D,30,2B,E5,37,00,00
498,C1,48,80,2A,E5,37,00,00
498,C1,46,F0,29,E5,37,00,00
498,C1,46,C0,29,E5,37,00,00
498,C1,32,20,28,E5,37,00,00
498,C1,2B,90,27,E5,37,00,00
498,C1,28,00,25,E5,37,00,00
498,C1,26,10,24,E5,37,00,00
498,C1,26,D0,23,E5,37,00,00
498,C1,26,C0,22,E5,38,00,00
498,C1,27,10,21,E5,38,00,00
498,C1,27,40,20,E5,38,00,00
498,C1,27,60,20,E5,38,00,00
498,C1,27,40,1F,E5,38,00,00
498,C1,27,B0,1F,E5,38,00,00
498,C1,28,00,20,E5,38,00,00
498,C1,28,50,20,E5,38,00,00
498,C1,27,E0,20,E5,38,00,00
498,C1,28,60,21,E5,38,00,00
498,C1,28,70,21,E5,39,00,00
498,C1,28,A0,22,E5,39,00,00
498,C1,27,40,22,65,39,00,00
498,C1,0A,50,23,65,B9,00,00
498,C1,02,00,23,65,B9,00,00
498,C1,00,00,23,65,B9,00,00
498,C1,00,00,24,65,B9,00,00
498,C1,00,00,24,65,B9,00,00
498,C1,00,00,25,65,B9,00,00
498,C1,00,00,26,65,B9,00,00
498,C1,00,00,27,65,BA,00,00
498,C1,00,00,27,65,BA,00,00
498,C1,00,00,28,65,BA,00,00
498,C1,00,00,29,65,BA,00,00
498,C1,00,00,29,65,BA,00,00
498,C1,00,00,29,65,BA,00,00
498,C1,00,00,29,65,BA,00,00
498,C1,00,00,29,65,BA,00,00
498,C1,00,00,29,65,BA,00,00
498,C1,00,00,29,65,BA,00,00
498,C1,00,00,29,65,BA,00,00
498,C1,00,00,28,64,BA,00,00
498,C1,00,00,29,64,BB,00,00
498,C1,00,00,28,64,BB,00,00
498,C1,00,00,28,64,BB,00,00
498,C1,00,00,28,64,BB,00,00
498,C1,00,00,28,64,BB,00,00
498,C1,00,00,28,64,BB,00,00
498,C1,00,00,28,64,BB,00,00
498,C1,00,00,29,64,BB,00,00
498,C1,00,00,29,64,BB,00,00
498,C1,00,00,29,64,BB,00,00
498,C1,00,00,28,64,BB,00,00
498,C1,00,00,29,64,BB,00,00
498,C1,00,00,29,64,BB,00,00
498,C1,00,00,29,64,BB,00,00
498,C1,00,00,29,64,BB,00,00
498,C1,00,00,29,64,BB,00,00
498,C1,00,00,28,64,BB,00,00
498,C1,00,00,27,64,BB,00,00
498,C1,00,00,27,64,BB,00,00
498,C1,00,00,27,64,BB,00,00
498,C1,00,00,27,64,BB,00,00
498,C1,00,00,26,64,BB,00,00
498,C1,00,00,26,64,BB,00,00
498,C1,00,00,26,64,BB,00,00
498,C1,00,00,27,64,BB,00,00
498,C1,00,00,27,64,BB,00,00
498,C1,00,00,27,64,BB,00,00
498,C1,00,00,28,64,BB,00,00
498,C1,00,00,28,64,BB,00,00
498,C1,00,00,28,64,BB,00,00
498,C1,00,00,29,64,BB,00,00
498,C1,00,00,29,64,BB,00,00
498,C1,00,00,2B,64,BB,00,00
498,C1,00,00,2C,64,BB,00,00
498,C1,00,00,2E,64,BB,00,00
498,C1,2B,70,30,64,3B,00,00
498,C1,2B,D0,32,64,3B,00,00
498,C1,25,A0,33,64,3B,00,00
498,C1,18,70,34,64,BA,00,00
498,C1,04,90,34,64,BA,00,00
498,C1,00,00,35,64,BB,00,00
498,C1,00,00,36,65,BA,00,00
498,C1,00,00,36,65,BA,00,00
498,C1,00,00,35,65,BB,00,00
498,C1,00,00,35,65,BB,00,00
498,C1,00,00,33,65,BB,00,00
498,C1,00,00,33,65,BB,00,00
498,C1,00,00,33,65,BB,00,00
498,C1,00,00,32,65,BB,00,00
498,C1,00,00,31,64,BB,00,00
498,C1,00,00,31,64,BB,00,00
498,C1,00,00,30,64,BB,00,00
498,C1,00,00,30,64,BB,00,00
498,C1,00,00,2F,64,BB,00,00
498,C1,00,00,2F,64,BB,00,00
498,C1,00,00,2F,64,BB,00,00
498,C1,00,00,30,64,BB,00,00
498,C1,00,00,30,64,BB,00,00
498,C1,00,00,30,64,BC,00,00
498,C1,00,00,30,64,BC,00,00
498,C1,00,00,31,64,BC,00,00
498,C1,00,00,31,64,BC,00,00
498,C1,00,00,31,64,BC,00,00
498,C1,00,00,31,64,BC,00,00
498,C1,00,00,31,64,BC,00,00
498,C1,00,00,31,63,BC,00,00
498,C1,00,00,30,63,BC,00,00
498,C1,00,00,30,63,BC,00,00
498,C1,00,00,30,63,BC,00,00
498,C1,00,00,2F,63,BC,00,00
498,C1,00,00,2F,63,BC,00,00
498,C1,00,00,2F,63,BC,00,00
498,C1,00,00,2E,63,BC,00,00
498,C1,00,00,2D,63,BC,00,00
498,C1,00,00,2C,63,BC,00,00
498,C1,00,00,2B,63,BC,00,00
498,C1,00,00,2B,63,BC,00,00
498,C1,00,00,2B,63,BC,00,00
498,C1,00,00,2B,63,BC,00,00
498,C1,00,00,2B,63,BC,00,00
498,C1,00,00,2B,63,BC,00,00
498,C1,00,00,2C,63,BC,00,00
498,C1,00,00,2C,63,BC,00,00
498,C1,00,00,2D,63,BC,00,00
498,C1,00,00,2E,63,BC,00,00
498,C1,00,00,2E,63,BC,00,00
498,C1,00,00,2E,63,BC,00,00
498,C1,00,00,2D,63,BC,00,00
498,C1,00,00,2D,63,BC,00,00
498,C1,00,00,2D,63,BC,00,00
498,C1,00,00,2C,63,BC,00,00
498,C1,00,00,2B,63,BC,00,00
498,C1,00,00,2C,63,BC,00,00
498,C1,00,00,2B,63,BC,00,00
498,C1,00,00,2B,63,BC,00,00
498,C1,00,00,2B,63,BC,00,00
498,C1,00,00,2B,63,BC,00,00
498,C1,00,00,2B,63,BC,00,00
498,C1,00,00,2B,63,BC,00,00
498,C1,00,00,2B,63,BC,00,00
498,C1,00,00,2B,63,BC,00,00
498,C1,00,00,2B,63,BC,00,00
498,C1,00,00,2A,63,BC,00,00
498,C1,00,00,2A,63,BC,00,00
498,C1,00,00,2A,63,BC,00,00
498,C1,00,00,2A,63,BC,00,00
498,C1,00,00,2A,63,BC,00,00
498,C1,00,00,2A,63,BC,00,00
498,C1,00,00,29,63,BC,00,00
498,C1,00,00,29,63,BC,00,00
498,C1,00,00,29,63,BC,00,00
498,C1,00,00,29,63,BC,00,00
498,C1,00,00,28,63,BC,00,00
498,C1,00,00,28,63,BC,00,00
498,C1,00,00,28,63,BC,00,00
498,C1,00,00,28,63,BC,00,00
498,C1,00,00,28,63,BC,00,00
498,C1,00,00,29,63,BC,00,00
498,C1,00,00,29,63,BC,00,00
498,C1,00,00,2A,63,BC,00,00
498,C1,00,00,2A,63,BC,00,00
498,C1,00,00,2B,63,BC,00,00
498,C1,00,00,2C,63,BC,00,00
498,C1,00,00,2D,63,BC,00,00
498,C1,00,00,2D,63,BC,00,00
498,C1,00,00,2D,63,BC,00,00
498,C1,00,00,2D,63,BC,00,00
498,C1,00,00,2D,63,BC,00,00
498,C1,00,00,2D,63,BC,00,00
498,C1,00,00,2D,62,BC,00,00
498,C1,00,00,2C,62,BC,00,00
498,C1,00,00,2C,62,BC,00,00
498,C1,00,00,2B,62,BC,00,00
498,C1,00,00,2B,62,BC,00,00
498,C1,00,00,2B,62,BC,00,00
498,C1,00,00,2B,62,BC,00,00
498,C1,00,00,2B,62,BC,00,00
498,C1,00,00,2A,62,BC,00,00
498,C1,00,00,2A,62,BC,00,00
498,C1,00,00,29,62,BC,00,00
498,C1,00,00,28,62,BC,00,00
498,C1,00,00,28,62,BC,00,00
498,C1,00,00,25,62,BC,00,00
498,C1,00,00,24,62,BC,00,00
498,C1,00,00,22,62,BC,00,00
498,C1,00,00,20,62,BC,00,00
498,C1,00,00,1E,62,BC,00,00
498,C1,00,00,1C,62,BC,00,00
498,C1,00,00,1C,62,BC,00,00
498,C1,00,00,1B,62,BD,00,00
498,C1,00,00,1B,62,BD,00,00
498,C1,28,20,1B,62,3C,00,00
498,C1,3B,10,1C,62,3C,00,00
498,C1,37,20,1C,62,3B,00,00
498,C1,3B,C0,1E,62,3A,00,00
498,C1,3C,90,1F,62,3A,00,00
498,C1,40,90,20,63,39,00,00
498,C1,43,F0,21,63,39,00,00
498,C1,46,A0,23,63,39,00,00
498,C1,47,C0,25,63,38,00,00
498,C1,46,F0,26,62,38,00,00
498,C1,47,60,27,62,38,00,00
498,C1,47,E0,28,62,38,00,00
498,C1,48,D0,29,61,38,00,00
498,C1,49,A0,2B,61,38,00,00
498,C1,4A,20,2C,61,37,00,00
498,C1,48,50,2D,61,37,00,00
498,C1,49,40,2E,61,37,00,00
498,C1,48,10,2F,61,37,00,00
498,C1,38,20,30,61,37,00,00
498,C1,2D,C0,30,61,B7,00,00
498,C1,0D,90,30,61,B8,00,00
498,C1,02,30,30,61,B8,00,00
498,C1,00,00,2F,61,B8,00,00
498,C1,00,00,2F,61,B8,00,00
498,C1,00,00,2F,61,B9,00,00
498,C1,00,00,2E,61,B9,00,00
498,C1,00,00,2E,61,B9,00,00
498,C1,00,00,2E,61,B9,00,00
498,C1,00,00,2E,61,BA,00,00
498,C1,00,00,2D,61,BA,00,00
498,C1,00,00,2C,61,BA,00,00
498,C1,00,00,2B,61,BA,00,00
498,C1,00,00,2B,61,BA,00,00
498,C1,00,00,2A,61,BA,00,00
498,C1,00,00,28,61,BA,00,00
498,C1,00,00,25,61,BA,00,00
498,C1,00,00,23,61,BB,00,00
498,C1,00,00,1E,61,BB,00,00
498,C1,00,00,1E,61,BB,00,00
498,C1,00,00,1B,61,BB,00,00
498,C1,00,00,19,61,BB,00,00
498,C1,00,00,16,61,BB,00,00
498,C1,00,00,16,61,BB,00,00
498,C1,00,00,16,61,BB,00,00
498,C1,00,00,17,61,BB,00,00
498,C1,00,00,18,61,BB,00,00
498,C1,28,A0,18,61,3B,00,00
498,C1,3B,30,19,61,3B,00,00
498,C1,35,E0,1B,61,3A,00,00
498,C1,35,50,1C,61,39,00,00
498,C1,35,10,1D,61,39,00,00
498,C1,3A,E0,1E,61,39,00,00
498,C1,3C,40,1F,62,38,00,00
498,C1,3E,10,20,62,38,00,00
498,C1,3F,80,21,62,38,00,00
498,C1,40,40,22,62,38,00,00
498,C1,41,60,23,62,38,00,00
498,C1,42,60,24,62,37,00,00
498,C1,42,A0,24,62,37,00,00
498,C1,43,B0,25,62,37,00,00
498,C1,43,A0,25,62,37,00,00
498,C1,44,00,26,61,37,00,00
498,C1,44,90,26,61,37,00,00
498,C1,45,70,26,61,37,00,00
498,C1,3A,50,27,61,37,00,00
498,C1,3B,C0,27,62,37,00,00
498,C1,34,30,27,62,37,00,00
498,C1,31,10,27,62,37,00,00
498,C1,34,90,27,62,37,00,00
498,C1,3C,30,27,62,37,00,00
498,C1,43,00,27,62,37,00,00
498,C1,43,10,27,62,37,00,00
498,C1,43,F0,27,62,37,00,00
498,C1,3D,B0,27,62,37,00,00
498,C1,3D,C0,27,62,37,00,00
498,C1,3E,60,27,62,37,00,00
498,C1,3E,F0,27,63,37,00,00
498,C1,41,70,28,63,37,00,00
498,C1,42,70,28,63,37,00,00
498,C1,43,60,28,63,37,00,00
498,C1,43,D0,28,63,37,00,00
498,C1,44,F0,28,63,37,00,00
498,C1,45,80,28,63,37,00,00
498,C1,46,70,28,63,37,00,00
498,C1,46,E0,28,63,37,00,00
498,C1,47,F0,29,63,37,00,00
498,C1,44,30,29,63,37,00,00
498,C1,3F,B0,29,64,37,00,00
498,C1,41,80,29,64,37,00,00
498,C1,3D,90,29,64,37,00,00
498,C1,36,30,2A,64,37,00,00
498,C1,29,30,29,64,B7,00,00
498,C1,0A,70,28,64,B7,00,00
498,C1,02,00,27,64,B7,00,00
498,C1,00,00,26,64,B7,00,00
498,C1,00,00,25,64,B7,00,00
498,C1,00,00,24,64,B8,00,00
498,C1,33,F0,24,64,38,00,00
498,C1,33,40,24,64,38,00,00
498,C1,31,60,24,64,37,00,00
498,C1,31,D0,23,64,37,00,00
498,C1,32,50,23,64,37,00,00
498,C1,33,F0,23,64,37,00,00
498,C1,34,50,23,64,37,00,00
498,C1,34,20,23,64,37,00,00
498,C1,34,70,22,65,37,00,00
498,C1,34,20,22,65,37,00,00
498,C1,33,D0,22,65,37,00,00
498,C1,34,10,22,65,37,00,00
498,C1,35,A0,22,65,37,00,00
498,C1,35,C0,22,65,37,00,00
498,C1,36,70,22,65,37,00,00
498,C1,37,00,22,65,37,00,00
498,C1,38,00,22,65,37,00,00
498,C1,38,C0,23,65,37,00,00
498,C1,39,70,23,65,37,00,00
498,C1,3A,90,23,65,37,00,00
498,C1,3D,00,23,65,37,00,00
498,C1,3D,A0,23,65,37,00,00
498,C1,3D,D0,23,65,37,00,00
498,C1,3C,F0,23,65,37,00,00
498,C1,3D,70,24,65,37,00,00
498,C1,3D,40,24,65,37,00,00
498,C1,40,00,24,65,37,00,00
498,C1,3F,20,24,65,37,00,00
498,C1,3F,A0,24,65,37,00,00
498,C1,3F,90,24,65,37,00,00
498,C1,3F,80,25,65,37,00,00
498,C1,3F,D0,25,65,37,00,00
498,C1,40,90,25,65,36,00,00
498,C1,40,80,25,65,36,00,00
498,C1,3A,D0,25,65,36,00,00
498,C1,33,00,25,65,36,00,00
498,C1,34,D0,25,65,36,00,00
498,C1,35,20,25,66,37,00,00
498,C1,35,30,24,66,37,00,00
498,C1,35,90,24,66,37,00,00
498,C1,36,40,24,66,37,00,00
498,C1,3B,40,24,66,37,00,00
498,C1,45,40,24,66,37,00,00
498,C1,49,E0,24,66,36,00,00
498,C1,4B,10,24,66,36,00,00
498,C1,4A,70,25,66,36,00,00
498,C1,4A,D0,25,66,36,00,00
498,C1,4A,50,26,66,36,00,00
498,C1,42,70,27,66,36,00,00
498,C1,3D,D0,27,66,36,00,00
498,C1,38,40,28,66,36,00,00
498,C1,30,B0,28,66,36,00,00
498,C1,31,E0,29,65,36,00,00
498,C1,32,40,29,65,36,00,00
498,C1,31,C0,29,65,36,00,00
498,C1,32,20,29,65,36,00,00
498,C1,31,B0,2A,65,36,00,00
498,C1,31,B0,2A,65,36,00,00
498,C1,32,00,2B,65,36,00,00
498,C1,32,50,2B,65,36,00,00
498,C1,32,20,2B,65,36,00,00
498,C1,33,40,2B,65,36,00,00
498,C1,32,E0,2C,66,36,00,00
498,C1,31,80,2C,66,36,00,00
498,C1,31,D0,2C,66,36,00,00
498,C1,31,D0,2B,66,36,00,00
498,C1,31,F0,2B,66,36,00,00
498,C1,34,80,2B,66,36,00,00
498,C1,35,30,2A,66,36,00,00
498,C1,35,70,2A,66,36,00,00
498,C1,35,80,29,66,36,00,00
498,C1,35,20,29,66,36,00,00
498,C1,35,30,28,66,36,00,00
498,C1,34,A0,28,66,36,00,00
498,C1,35,70,28,66,36,00,00
498,C1,34,20,27,66,36,00,00
498,C1,34,50,26,66,36,00,00
498,C1,34,90,26,66,36,00,00
498,C1,33,D0,25,66,36,00,00
498,C1,31,80,25,66,36,00,00
498,C1,25,40,24,66,B6,00,00
498,C1,08,20,23,66,B7,00,00
498,C1,00,00,22,66,B7,00,00
498,C1,00,00,21,66,B7,00,00
498,C1,00,00,20,66,B7,00,00
498,C1,33,C0,1F,66,37,00,00
498,C1,44,E0,20,66,37,00,00
498,C1,48,D0,20,66,37,00,00
498,C1,49,A0,20,66,37,00,00
498,C1,4A,E0,21,66,36,00,00
498,C1,4C,80,21,66,36,00,00
498,C1,4B,30,22,66,36,00,00
498,C1,4C,20,22,66,36,00,00
498,C1,4D,30,22,66,36,00,00
498,C1,4E,20,23,66,36,00,00
498,C1,4F,70,23,66,36,00,00
498,C1,50,60,23,66,36,00,00
498,C1,51,30,24,66,36,00,00
498,C1,50,40,24,65,36,00,00
498,C1,4E,D0,25,65,36,00,00
498,C1,49,30,25,65,36,00,00
