499,D3,FE,27,80,00,00,00,00
499,D3,FE,27,00,00,00,00,00
499,D3,FE,27,80,00,00,00,00
499,D3,FE,27,80,00,00,00,00
499,D3,FE,27,80,00,00,00,00
499,D3,FE,27,80,00,00,00,00
499,D3,FE,27,80,00,00,00,00
499,D3,FE,27,80,00,00,00,00
499,D3,FE,27,80,00,00,00,00
499,D3,FE,27,80,00,00,00,00
499,D3,FE,27,80,00,00,00,00
499,D3,FE,27,80,00,00,00,00
499,D3,FD,27,80,00,00,00,00
499,D3,FD,27,80,00,00,00,00
499,D3,FD,27,80,00,00,00,00
499,D3,FD,28,00,00,00,00,00
499,D3,FD,28,00,00,00,00,00
499,D3,FD,28,00,00,00,00,00
499,D3,FD,28,00,00,00,00,00
499,D3,FD,28,00,00,00,00,00
499,D3,FD,28,00,00,00,00,00
499,D3,FD,28,00,00,00,00,00
499,D3,FD,28,00,00,00,00,00
499,D3,FD,28,00,00,00,00,00
499,D3,FD,28,00,00,00,00,00
499,D3,FD,28,00,00,00,00,00
499,D3,FD,28,80,00,00,00,00
499,D3,FD,28,80,00,00,00,00
499,D3,FD,48,00,00,00,00,00
499,D3,F8,48,80,00,00,00,70
499,D3,F3,48,00,00,00,00,70
499,D3,F2,48,00,00,00,00,80
499,D3,F3,48,00,00,00,00,80
499,D3,F6,48,00,00,00,00,50
499,D3,F4,48,00,00,00,00,70
499,D3,F4,48,00,00,00,00,70
499,D3,F5,48,00,00,00,00,60
499,D3,F5,48,00,00,00,00,60
499,D3,F6,48,00,00,00,00,50
499,D3,F6,48,00,00,00,00,50
499,D3,F6,48,00,00,00,00,50
499,D3,F9,48,00,00,00,00,30
499,D3,FB,48,00,00,00,00,10
499,D3,FD,49,00,00,00,00,00
499,D3,FA,48,00,00,00,00,20
499,D3,F8,48,00,00,00,00,40
499,D3,F1,48,00,00,00,00,90
499,D3,EF,48,00,00,00,00,B0
499,D3,EC,48,00,00,00,00,D0
499,D3,ED,48,00,00,00,00,D0
499,D3,EE,48,00,00,00,00,B0
499,D3,EF,48,80,00,00,00,B0
499,D3,F1,48,00,00,00,00,90
499,D3,F9,48,00,00,00,00,00
499,D3,FE,48,00,00,00,00,00
499,D3,00,29,00,00,00,00,00
499,D3,05,27,00,00,00,00,00
499,D3,0D,6D,86,00,00,00,00
499,D3,0A,67,7F,00,0C,00,00
499,D3,07,54,7B,00,0C,00,00
499,D3,08,4C,7A,00,10,00,00
499,D3,07,4B,79,00,10,00,00
499,D3,06,4B,79,00,10,00,00
499,D3,03,4A,F8,00,0C,00,00
499,D3,04,4B,7A,00,0C,00,00
499,D3,03,4B,79,00,0C,00,00
499,D3,03,4A,F9,00,0C,00,00
499,D3,01,4A,F9,00,0C,00,00
499,D3,01,4A,FA,00,08,00,00
499,D3,01,4A,FA,00,0C,00,00
499,D3,01,4B,7A,00,0C,00,00
499,D3,01,4A,F9,00,0C,00,00
499,D3,01,4B,7A,00,0C,00,00
499,D3,00,4A,FA,00,08,00,00
499,D3,00,4B,7A,00,08,00,00
499,D3,00,4B,7A,00,08,00,00
499,D3,00,4A,FB,00,08,00,00
499,D3,00,4A,FB,00,08,00,00
499,D3,00,4A,FA,00,08,00,00
499,D3,00,4A,FB,00,08,00,00
499,D3,00,4A,FB,00,08,00,00
499,D3,01,4B,7B,00,08,00,00
499,D3,01,4A,FA,00,08,00,00
499,D3,01,4A,FA,00,08,00,00
499,D3,01,4A,FA,00,0C,00,00
499,D3,01,4A,FA,00,0C,00,00
499,D3,01,4B,7A,00,0C,00,00
499,D3,01,4A,FA,00,0C,00,00
499,D3,01,4A,FA,00,0C,00,00
499,D3,00,4A,FA,00,0C,00,00
499,D3,00,4B,7A,00,08,00,00
499,D3,FB,4A,FB,00,00,00,00
499,D3,FD,60,7E,00,00,00,00
499,D3,FD,77,00,00,00,00,00
499,D3,FD,74,00,00,00,00,00
499,D3,FD,62,00,00,00,00,00
499,D3,FD,2A,00,00,00,00,00
499,D3,FD,2A,00,00,00,00,00
499,D3,FD,2A,00,00,00,00,00
499,D3,FD,2A,00,00,00,00,00
499,D3,FD,2A,00,00,00,00,00
499,D3,FD,29,80,00,00,00,00
499,D3,FD,2A,00,00,00,00,00
499,D3,F4,48,00,00,00,00,A0
499,D3,ED,48,00,00,00,00,C0
499,D3,EE,48,00,00,00,00,C0
499,D3,F0,48,00,00,00,00,A0
499,D3,FA,48,00,00,00,00,00
499,D3,FE,3D,00,00,00,00,00
499,D3,FE,29,80,00,00,00,00
499,D3,FE,29,80,00,00,00,00
499,D3,07,44,00,00,00,00,00
499,D3,10,64,05,00,00,00,00
499,D3,0A,5A,FE,00,0C,00,00
499,D3,06,50,FA,00,0C,00,00
499,D3,0E,4A,FC,00,10,00,00
499,D3,0D,65,79,00,14,00,00
499,D3,0D,82,79,00,14,00,00
499,D3,0C,81,F9,00,14,00,00
499,D3,0C,81,F9,00,14,00,00
499,D3,0C,81,F9,00,18,00,00
499,D3,0C,81,F8,00,18,00,00
499,D3,0C,81,F9,00,18,00,00
499,D3,0B,82,79,00,18,00,00
499,D3,0B,82,79,00,18,00,00
499,D3,0A,82,78,00,14,00,00
499,D3,0B,81,F9,00,14,00,00
499,D3,0B,82,79,00,14,00,00
499,D3,0B,82,79,00,14,00,00
499,D3,0A,82,79,00,14,00,00
499,D3,0B,82,79,00,14,00,00
499,D3,0A,80,F9,00,14,00,00
499,D3,0A,81,F9,00,18,00,00
499,D3,09,82,78,00,14,00,00
499,D3,08,81,78,00,14,00,00
499,D3,08,81,F8,00,14,00,00
499,D3,08,82,78,00,14,00,00
499,D3,08,66,F9,00,14,00,00
499,D3,06,4B,78,00,14,00,00
499,D3,07,4B,79,00,14,00,00
499,D3,07,4B,79,00,14,00,00
499,D3,06,4B,78,00,14,00,00
499,D3,04,4A,F7,00,10,00,00
499,D3,04,48,7A,00,10,00,00
499,D3,03,4B,79,00,10,00,00
499,D3,03,4A,F9,00,10,00,00
499,D3,03,4A,F9,00,10,00,00
499,D3,03,4A,F9,00,10,00,00
499,D3,03,4A,F9,00,10,00,00
499,D3,03,4A,F9,00,10,00,00
499,D3,04,4B,79,00,10,00,00
499,D3,04,4A,F9,00,10,00,00
499,D3,04,4A,F9,00,10,00,00
499,D3,05,4B,79,00,10,00,00
499,D3,07,4B,7A,00,10,00,00
499,D3,06,4A,F9,00,10,00,00
499,D3,06,4A,F9,00,10,00,00
499,D3,07,4A,F9,00,10,00,00
499,D3,07,4A,F9,00,10,00,00
499,D3,08,4A,F9,00,14,00,00
499,D3,0F,58,7C,00,18,00,00
499,D3,0F,79,79,00,1C,00,00
499,D3,0F,82,78,00,20,00,00
499,D3,0F,81,F8,00,20,00,00
499,D3,10,82,78,00,20,00,00
499,D3,10,82,78,00,20,00,00
499,D3,10,81,F8,00,24,00,00
499,D3,10,81,F8,00,24,00,00
499,D3,10,82,77,00,24,00,00
499,D3,0E,82,77,00,20,00,00
499,D3,FD,6B,FA,00,08,00,00
499,D3,FB,4D,FA,00,00,00,00
499,D3,FF,49,7F,00,00,00,00
499,D3,00,4B,00,00,00,00,00
499,D3,00,4A,80,00,00,00,00
499,D3,01,4A,80,00,00,00,00
499,D3,04,4A,80,00,00,00,00
499,D3,04,4A,80,00,00,00,00
499,D3,07,4A,80,00,00,00,00
499,D3,05,4A,FE,00,0C,00,00
499,D3,04,4B,7B,00,10,00,00
499,D3,04,4C,7A,00,0C,00,00
499,D3,04,4A,FA,00,0C,00,00
499,D3,04,4A,FA,00,10,00,00
499,D3,04,4A,F9,00,10,00,00
499,D3,04,4A,F9,00,10,00,00
499,D3,05,4A,F9,00,10,00,00
499,D3,06,4B,79,00,10,00,00
499,D3,06,49,F9,00,10,00,00
499,D3,06,4A,79,00,10,00,00
499,D3,06,4A,F9,00,10,00,00
499,D3,08,4B,7A,00,10,00,00
499,D3,08,4B,79,00,10,00,00
499,D3,08,4A,F9,00,10,00,00
499,D3,08,4A,F9,00,10,00,00
499,D3,08,4B,79,00,10,00,00
499,D3,08,4B,79,00,14,00,00
499,D3,08,4A,F8,00,10,00,00
499,D3,08,4A,F9,00,10,00,00
499,D3,08,4A,F9,00,10,00,00
499,D3,09,4A,FA,00,10,00,00
499,D3,08,4A,F9,00,10,00,00
499,D3,06,4C,F8,00,10,00,00
499,D3,FA,4A,F9,00,00,00,00
499,D3,FC,4A,FF,00,00,00,00
499,D3,FD,4A,80,00,00,00,00
499,D3,FD,4A,80,00,00,00,00
499,D3,00,29,00,00,00,00,00
499,D3,FF,29,80,00,00,00,00
499,D3,04,28,80,00,0C,00,00
499,D3,0A,4A,FD,00,10,00,00
499,D3,09,4B,7B,00,10,00,00
499,D3,08,4B,79,00,10,00,00
499,D3,08,4A,FA,00,10,00,00
499,D3,07,4A,F9,00,10,00,00
499,D3,07,4A,F9,00,10,00,00
499,D3,07,4B,79,00,10,00,00
499,D3,08,4A,FA,00,10,00,00
499,D3,08,4A,F9,00,10,00,00
499,D3,08,4A,F9,00,14,00,00
499,D3,08,4A,F9,00,14,00,00
499,D3,09,4A,FA,00,14,00,00
499,D3,08,4A,F9,00,14,00,00
499,D3,09,4B,7A,00,14,00,00
499,D3,09,4A,F9,00,14,00,00
499,D3,09,4B,79,00,14,00,00
499,D3,0A,4A,F9,00,14,00,00
499,D3,0A,4A,F9,00,18,00,00
499,D3,06,4A,F7,00,14,00,00
499,D3,02,4C,F7,00,0C,00,00
499,D3,00,4B,78,00,0C,00,00
499,D3,01,4A,FA,00,0C,00,00
499,D3,01,4A,F9,00,0C,00,00
499,D3,01,4A,F9,00,0C,00,00
499,D3,02,4A,F9,00,10,00,00
