38B,00,00,00,00,9B,25,00,
38B,00,00,00,00,9B,24,00,
38B,07,71,05,27,1B,24,00,
38B,08,D9,06,29,9B,24,00,
38B,09,44,06,2A,9B,24,00,
38B,09,A7,06,2C,1B,24,00,
38B,09,D3,07,2D,1B,23,00,
38B,00,00,00,00,9B,1C,00,
38B,03,4E,06,2D,9B,21,00,
38B,09,2D,07,2E,1B,20,00,
38B,09,C2,07,2F,1B,20,00,
38B,09,E4,07,2F,9B,20,00,
38B,09,E0,07,2F,9B,21,00,
38B,09,D1,07,2F,1B,22,00,
38B,09,C6,07,2F,1B,22,00,
38B,09,8D,07,2E,9B,21,00,
38B,09,7A,07,2E,9B,21,00,
38B,09,49,06,2D,1B,1D,00,
38B,09,10,06,2D,9C,20,00,
38B,08,E4,06,2D,9C,21,00,
38B,08,B8,06,2D,1B,23,00,
38B,08,A4,06,2C,1B,23,00,
38B,08,9A,06,2C,9C,24,00,
38B,00,00,00,00,9C,24,00,
38B,00,00,00,00,1C,24,00,
38B,00,00,00,00,1C,26,00,
38B,00,00,00,00,9C,26,00,
38B,00,00,00,00,9C,26,00,
38B,00,00,00,00,1C,26,00,
38B,00,00,00,00,1C,26,00,
38B,00,00,00,00,9C,26,00,
38B,00,00,00,00,9C,25,00,
38B,07,78,05,27,1C,24,00,
38B,08,F5,06,29,9B,23,00,
38B,09,8C,06,2B,9B,23,00,
38B,0A,17,07,2D,1C,23,00,
38B,0A,59,07,2E,1C,23,00,
38B,0A,92,07,2F,9B,22,00,
38B,0A,A3,08,30,9B,22,00,
38B,0A,8D,08,31,1B,23,00,
38B,0A,5A,07,31,1B,21,00,
38B,0A,17,07,31,9B,1F,00,
38B,09,DF,07,31,9B,1E,00,
38B,09,A2,07,31,1B,20,00,
38B,09,73,07,30,1B,1F,00,
38B,09,49,07,30,9C,20,00,
38B,09,3B,07,2F,9C,21,00,
38B,09,1E,06,2F,1C,21,00,
38B,09,0D,06,2F,1C,20,00,
38B,08,E1,06,2E,9C,21,00,
38B,08,C0,06,2E,1C,20,00,
38B,08,AB,06,2D,1C,1F,00,
38B,00,00,00,00,9C,20,00,
38B,00,00,00,00,9C,20,00,
38B,00,00,00,00,1C,20,00,
38B,00,00,00,00,1C,20,00,
38B,00,00,00,00,9C,20,00,
38B,00,00,00,00,9C,20,00,
38B,00,00,00,00,1C,20,00,
38B,00,00,00,00,1C,20,00,
38B,05,FC,05,26,9C,1F,00,
38B,08,28,05,27,9B,20,00,
38B,08,EF,06,29,1C,1F,00,
38B,09,39,06,2A,1C,1F,00,
38B,09,C5,06,2C,9B,1F,00,
38B,0A,35,07,2D,1C,1F,00,
38B,0A,7F,07,2D,1C,1F,00,
38B,0A,A4,07,2E,9B,20,00,
38B,0A,B9,07,2F,9B,1F,00,
38B,0A,C8,07,2F,1C,1F,00,
38B,0A,C0,07,2F,1C,1F,00,
38B,0A,9A,07,2F,9C,1F,00,
38B,0A,49,07,2E,9C,1F,00,
38B,09,D9,07,2E,1C,1E,00,
38B,09,78,06,2E,1C,1F,00,
38B,09,12,06,2D,9C,1E,00,
38B,08,CA,06,2D,9C,1E,00,
38B,08,A3,06,2C,1C,1E,00,
38B,08,9C,06,2C,1C,1E,00,
38B,00,00,00,00,9C,1E,00,
38B,00,00,00,00,1C,1F,00,
38B,00,00,00,00,1C,1E,00,
38B,00,00,00,00,9C,1E,00,
38B,00,00,00,00,9C,1F,00,
38B,00,00,00,00,1C,1E,00,
38B,00,00,00,00,1C,1E,00,
38B,00,00,00,00,9C,1E,00,
38B,00,00,00,00,9C,1E,00,
38B,07,85,05,26,1C,1E,00,
38B,08,82,05,27,1C,1E,00,
38B,09,37,06,29,9B,1E,00,
38B,09,79,06,2A,9B,1D,00,
38B,09,F5,07,2B,1C,1E,00,
38B,0A,29,07,2C,1B,1E,00,
38B,0A,66,07,2D,9B,1E,00,
38B,0A,5E,07,2D,1B,1F,00,
38B,0A,52,07,2D,1B,1D,00,
38B,0A,04,07,2D,9B,1E,00,
38B,09,E6,07,2D,9B,1D,00,
38B,09,99,06,2C,1B,1D,00,
38B,09,7E,06,2C,1B,1D,00,
38B,09,44,06,2C,9C,1E,00,
38B,09,35,06,2C,9C,1E,00,
38B,09,15,06,2B,1B,1F,00,
38B,09,01,06,2B,1B,1D,00,
38B,08,D2,06,2B,9C,1E,00,
38B,08,BD,06,2B,9C,1D,00,
38B,00,00,00,00,1C,1E,00,
38B,00,00,00,00,1C,1D,00,
38B,00,00,00,00,9C,1D,00,
38B,00,00,00,00,9C,1D,00,
38B,00,00,00,00,1C,1D,00,
38B,00,00,00,00,9C,1D,00,
38B,00,00,00,00,9C,1D,00,
38B,00,00,00,00,1C,1D,00,
38B,00,00,00,00,1C,1C,00,
38B,06,20,05,25,9B,1D,00,
38B,08,50,05,26,9B,1D,00,
38B,09,2D,06,28,1B,1C,00,
38B,09,B7,06,2A,1B,19,00,
38B,0A,50,07,2B,9B,1A,00,
38B,0A,DD,07,2C,9B,1C,00,
38B,0B,14,07,2D,1B,1D,00,
38B,0B,1F,07,2D,1B,1D,00,
38B,0B,02,07,2E,9B,22,00,
38B,0A,CE,07,2E,9B,24,00,
38B,0A,82,07,2D,1B,20,00,
38B,0A,22,07,2D,9B,1C,00,
38B,09,D0,06,2D,9B,1E,00,
38B,09,7E,06,2C,1B,1D,00,
38B,09,43,06,2C,1B,20,00,
38B,09,10,06,2C,9B,21,00,
38B,00,00,00,00,9B,21,00,
38B,00,00,00,00,1B,21,00,
38B,00,00,00,00,1B,21,00,
38B,00,00,00,00,9B,23,00,
38B,00,00,00,00,9B,24,00,
38B,00,00,00,00,1B,25,00,
38B,00,00,00,00,1B,25,00,
38B,00,00,00,00,9B,25,00,
38B,00,00,00,00,9B,26,00,
38B,07,56,05,25,1B,25,00,
38B,08,B0,05,27,9B,26,00,
38B,09,14,06,28,9B,26,00,
38B,09,8E,06,2A,1B,26,00,
38B,09,E3,06,2B,1B,27,00,
38B,0A,10,06,2B,9B,26,00,
38B,0A,1A,07,2C,9B,27,00,
38B,0A,17,07,2C,1B,27,00,
38B,09,E3,06,2C,1B,27,00,
38B,09,B1,06,2C,9B,27,00,
38B,09,88,06,2C,9B,27,00,
38B,09,50,06,2C,1B,28,00,
38B,09,3A,06,2C,1B,28,00,
38B,09,18,06,2B,9B,28,00,
38B,09,09,06,2C,9B,28,00,
38B,08,F6,06,2C,1B,28,00,
38B,08,DB,06,2B,9B,25,00,
38B,08,CD,06,2B,9B,25,00,
38B,08,AF,06,2B,1B,28,00,
38B,08,A1,06,2B,1B,28,00,
38B,08,99,06,2B,9B,25,00,
38B,08,99,06,2A,9B,24,00,
38B,00,00,00,00,1B,25,00,
38B,00,00,00,00,1B,25,00,
38B,00,00,00,00,9C,25,00,
38B,00,00,00,00,9C,25,00,
38B,00,00,00,00,1B,25,00,
38B,00,00,00,00,1B,26,00,
38B,00,00,00,00,9B,28,00,
38B,00,00,00,00,9B,27,00,
38B,02,D6,05,24,1B,25,00,
38B,08,3C,05,25,9B,25,00,
38B,08,E5,05,27,9B,25,00,
38B,09,9B,06,29,1B,28,00,
38B,0A,08,07,2B,1B,26,00,
38B,0A,6D,07,2C,9B,28,00,
38B,0A,9A,07,2D,9B,29,00,
38B,0A,B4,07,2D,1B,29,00,
38B,0A,9C,07,2D,1B,28,00,
38B,0A,71,07,2D,9B,29,00,
38B,0A,3A,07,2D,9B,29,00,
38B,09,F1,07,2D,1B,29,00,
38B,09,B2,06,2D,1B,28,00,
38B,09,71,06,2C,9B,28,00,
38B,09,46,06,2C,9B,28,00,
38B,09,1E,06,2C,1B,28,00,
38B,09,04,06,2C,1B,27,00,
38B,08,E0,06,2C,9B,27,00,
38B,08,C1,06,2C,1B,27,00,
38B,00,00,00,00,1B,26,00,
38B,00,00,00,00,9C,26,00,
38B,00,00,00,00,9C,26,00,
38B,00,00,00,00,1B,26,00,
38B,00,00,00,00,1B,26,00,
38B,00,00,00,00,9C,26,00,
38B,00,00,00,00,9C,25,00,
38B,00,00,00,00,1B,25,00,
38B,02,D2,05,25,1B,25,00,
38B,08,1F,05,27,9B,25,00,
38B,08,C0,05,28,9B,24,00,
38B,09,52,06,2A,1B,24,00,
38B,09,A2,06,2B,1B,24,00,
38B,09,EE,06,2B,9B,24,00,
38B,0A,00,07,2C,1B,24,00,
38B,09,FF,07,2C,1B,25,00,
38B,09,E7,07,2D,9B,24,00,
38B,09,B7,06,2C,9B,24,00,
38B,09,93,06,2D,1B,24,00,
38B,09,7B,06,2D,1B,24,00,
38B,09,45,06,2D,9B,25,00,
38B,09,26,06,2C,9B,24,00,
38B,08,FD,06,2D,1B,24,00,
38B,08,ED,06,2D,1B,23,00,
38B,08,D6,06,2E,9C,24,00,
38B,08,C5,06,2E,9C,24,00,
38B,08,AD,06,2E,1B,23,00,
38B,08,A6,06,2E,1B,23,00,
38B,08,9A,06,2E,9C,23,00,
38B,08,99,06,2D,1B,21,00,
38B,08,98,06,2D,1B,20,00,
38B,08,97,06,2E,9C,21,00,
38B,08,97,06,2D,9C,1A,00,
38B,04,36,06,2D,1C,22,00,
38B,07,9F,06,2D,1C,21,00,
38B,08,80,06,2D,9C,1F,00,
38B,08,95,06,2D,9C,21,00,
38B,08,B0,06,2D,1C,23,00,
38B,08,BC,06,2D,1C,21,00,
38B,08,BF,06,2D,9C,20,00,
38B,08,BC,06,2D,9C,20,00,
38B,08,BA,06,2C,1C,21,00,
38B,08,B5,06,2C,1C,21,00,
38B,08,AF,06,2C,9C,22,00,
38B,08,A3,06,2C,1C,23,00,
38B,08,9B,06,2C,1C,23,00,
38B,08,98,06,2C,9C,24,00,
38B,08,97,06,2C,9C,24,00,
38B,08,97,06,2C,1C,24,00,
38B,08,97,06,2C,1C,25,00,
38B,08,96,06,2C,9C,26,00,
38B,08,96,06,2C,9C,26,00,
38B,00,00,00,00,1C,26,00,
38B,00,00,00,00,1C,26,00,
38B,00,00,00,00,9C,26,00,
38B,00,00,00,00,9C,26,00,
38B,00,00,00,00,1C,24,00,
38B,00,00,00,00,1C,24,00,
38B,00,00,00,00,9C,23,00,
38B,00,00,00,00,1C,1B,00,
38B,02,D3,05,27,1C,21,00,
38B,08,2D,06,29,9C,1F,00,
38B,08,EF,06,2B,9C,1B,00,
38B,09,5C,06,2C,1C,1F,00,
38B,09,B0,07,2D,1C,20,00,
38B,0A,03,07,2E,9C,20,00,
38B,0A,12,07,2E,9C,20,00,
38B,0A,15,07,2F,1C,21,00,
38B,0A,15,07,2F,1C,1F,00,
38B,09,CF,07,2F,9C,21,00,
38B,09,B0,07,2F,9C,1F,00,
