38B,00,00,00,00,9D,28,00,
38B,00,00,00,00,1D,28,00,
38B,00,00,00,00,1D,29,00,
38B,00,00,00,00,9D,28,00,
38B,00,00,00,00,9C,28,00,
38B,02,CC,05,26,1D,26,00,
38B,08,0D,05,27,9C,25,00,
38B,08,C4,06,29,9C,25,00,
38B,09,61,06,2B,1C,25,00,
38B,09,C5,06,2C,1C,24,00,
38B,0A,05,07,2D,9C,25,00,
38B,0A,16,07,2D,9C,24,00,
38B,0A,19,07,2D,1C,24,00,
38B,0A,07,07,2D,1C,26,00,
38B,09,D7,07,2D,9C,26,00,
38B,09,A1,06,2D,9C,27,00,
38B,09,6E,06,2D,1C,26,00,
38B,09,47,06,2D,1C,26,00,
38B,09,1A,06,2D,9C,27,00,
38B,09,0A,06,2D,9C,27,00,
38B,08,E6,06,2D,1C,27,00,
38B,08,CF,06,2D,9C,28,00,
38B,08,C0,06,2D,9C,29,00,
38B,08,AF,06,2C,1C,29,00,
38B,00,00,00,00,1C,29,00,
38B,00,00,00,00,9D,2A,00,
38B,00,00,00,00,9D,2B,00,
38B,00,00,00,00,1C,2B,00,
38B,00,00,00,00,1C,2B,00,
38B,00,00,00,00,9C,29,00,
38B,00,00,00,00,9C,28,00,
38B,00,00,00,00,1C,29,00,
38B,05,E5,05,25,1C,29,00,
38B,08,7D,05,27,9C,2B,00,
38B,08,F6,06,29,9C,2A,00,
38B,09,92,06,2A,1C,29,00,
38B,09,E6,06,2C,9C,2A,00,
38B,0A,22,07,2D,9C,2B,00,
38B,0A,29,07,2D,1C,2D,00,
38B,0A,1A,07,2D,1C,2D,00,
38B,09,FB,07,2D,9C,2D,00,
38B,09,C2,07,2D,9C,2D,00,
38B,09,8B,06,2D,1C,2D,00,
38B,09,5C,06,2D,1C,2D,00,
38B,09,30,06,2D,9C,2D,00,
38B,09,17,06,2C,9C,2D,00,
38B,08,FF,06,2D,1C,2A,00,
38B,08,D7,06,2C,1C,29,00,
38B,08,B2,06,2D,9C,2A,00,
38B,08,A1,06,2C,9C,2A,00,
38B,00,00,00,00,1C,2A,00,
38B,00,00,00,00,1C,2B,00,
38B,00,00,00,00,9D,2B,00,
38B,00,00,00,00,1C,2B,00,
38B,00,00,00,00,1C,2A,00,
38B,00,00,00,00,9C,2A,00,
38B,00,00,00,00,9C,29,00,
38B,00,00,00,00,1C,28,00,
38B,02,C9,05,25,1C,28,00,
38B,08,22,05,27,9C,29,00,
38B,08,F7,06,29,9C,27,00,
38B,09,8B,06,2A,1C,27,00,
38B,09,D4,06,2B,1C,27,00,
38B,0A,2C,07,2C,9C,27,00,
38B,0A,60,07,2D,9C,27,00,
38B,0A,61,07,2D,1C,27,00,
38B,0A,51,07,2D,1C,28,00,
38B,0A,1F,07,2D,9C,26,00,
38B,09,EF,07,2D,1C,26,00,
38B,09,BB,06,2D,1C,26,00,
38B,09,7D,06,2D,9C,25,00,
38B,09,47,06,2D,9C,26,00,
38B,09,08,06,2C,1C,26,00,
38B,08,DD,06,2C,1C,26,00,
38B,08,B3,06,2B,9C,26,00,
38B,00,00,00,00,9C,26,00,
38B,00,00,00,00,1C,26,00,
38B,00,00,00,00,1C,26,00,
38B,00,00,00,00,9C,26,00,
38B,00,00,00,00,9C,26,00,
38B,00,00,00,00,1C,26,00,
38B,00,00,00,00,1C,25,00,
38B,00,00,00,00,9C,25,00,
38B,05,DF,05,26,1C,20,00,
38B,08,30,05,27,1C,1F,00,
38B,09,23,06,29,9C,23,00,
38B,09,94,06,2A,9C,22,00,
38B,09,ED,06,2C,1C,22,00,
38B,0A,05,07,2C,1C,22,00,
38B,0A,0B,07,2D,9C,22,00,
38B,09,FA,07,2D,9C,22,00,
38B,09,E4,07,2D,1C,22,00,
38B,09,CD,07,2D,1C,22,00,
38B,09,BD,07,2D,9C,21,00,
38B,09,A0,06,2D,9C,21,00,
38B,09,72,06,2D,1C,20,00,
38B,09,59,06,2D,1C,1F,00,
38B,09,3C,06,2D,9C,20,00,
38B,09,0E,06,2C,1C,20,00,
38B,08,E5,06,2C,1C,22,00,
38B,08,C6,06,2C,9C,23,00,
38B,08,AC,06,2C,9C,27,00,
38B,00,00,00,00,1C,27,00,
38B,00,00,00,00,1C,27,00,
38B,00,00,00,00,9C,27,00,
38B,00,00,00,00,9C,27,00,
38B,00,00,00,00,1C,26,00,
38B,00,00,00,00,1C,23,00,
38B,00,00,00,00,9C,22,00,
38B,00,00,00,00,9C,20,00,
38B,00,BC,04,35,1C,20,00,
38B,06,F2,05,26,1C,20,00,
38B,08,6E,05,28,9C,20,00,
38B,08,CC,06,2A,1C,20,00,
38B,09,1A,06,2B,1C,21,00,
38B,09,B0,07,2C,9C,21,00,
38B,09,DE,07,2D,9C,21,00,
38B,09,F8,07,2D,1C,21,00,
38B,09,F1,07,2D,1C,22,00,
38B,09,BE,07,2D,9C,23,00,
38B,09,92,06,2D,9C,23,00,
38B,09,43,06,2D,1C,24,00,
38B,09,25,06,2C,1C,24,00,
38B,08,EC,06,2C,9C,25,00,
38B,08,CF,06,2C,9C,27,00,
38B,08,A7,06,2C,1C,28,00,
38B,08,9C,06,2C,1C,27,00,
38B,08,97,06,2C,9C,27,00,
38B,08,96,06,2C,1C,27,00,
38B,08,96,06,2C,1C,27,00,
38B,08,96,06,2C,9C,24,00,
38B,08,97,06,2C,9C,1F,00,
38B,08,95,06,2D,1C,1F,00,
38B,08,96,06,2C,1C,1C,00,
38B,08,96,06,2C,9C,1F,00,
38B,08,97,06,2C,9C,20,00,
38B,08,97,06,2C,1C,23,00,
38B,08,98,06,2C,1C,25,00,
38B,08,9C,06,2B,9C,1B,00,
38B,08,9D,06,2B,9C,19,00,
38B,08,98,06,2B,1C,1F,00,
38B,08,97,06,2B,1C,20,00,
38B,00,00,00,00,9C,20,00,
38B,00,00,00,00,9C,24,00,
38B,00,00,00,00,1C,24,00,
38B,00,00,00,00,9C,23,00,
38B,00,00,00,00,9C,20,00,
38B,00,00,00,00,1C,1E,00,
38B,00,00,00,00,1C,18,00,
38B,00,00,00,00,9C,22,00,
38B,00,00,00,00,9C,1F,00,
38B,07,88,05,25,1C,20,00,
38B,08,93,05,27,1C,1F,00,
38B,09,4A,06,29,9C,20,00,
38B,09,8C,06,2A,9C,1E,00,
38B,0A,31,07,2C,1C,1F,00,
38B,0A,5B,07,2C,1C,1F,00,
38B,0A,6D,07,2D,9C,1F,00,
38B,0A,6D,07,2D,9C,1F,00,
38B,0A,40,07,2D,1C,1F,00,
38B,0A,0C,07,2D,9C,1F,00,
38B,09,D5,07,2D,9C,1E,00,
38B,09,A2,06,2D,1C,1F,00,
38B,09,92,06,2D,1C,1E,00,
38B,09,50,06,2D,9C,1F,00,
38B,09,38,06,2C,9C,21,00,
38B,09,16,06,2C,1C,1E,00,
38B,09,05,06,2C,1C,1F,00,
38B,00,00,00,00,9C,1F,00,
38B,00,00,00,00,9C,1F,00,
38B,00,00,00,00,1C,1F,00,
38B,00,00,00,00,1C,1F,00,
38B,00,00,00,00,9C,1F,00,
38B,00,00,00,00,9C,1F,00,
38B,00,00,00,00,1C,1E,00,
38B,00,00,00,00,9C,1F,00,
38B,00,00,00,00,9C,1F,00,
38B,07,94,05,26,1C,1F,00,
38B,08,98,05,27,1C,1F,00,
38B,09,46,06,2A,9C,1F,00,
38B,09,A7,06,2B,9B,1F,00,
38B,0A,20,07,2C,1C,1E,00,
38B,0A,3A,07,2C,1C,1D,00,
38B,0A,2E,07,2D,9B,1D,00,
38B,0A,0A,07,2D,9C,1D,00,
38B,09,E5,07,2D,1C,1E,00,
38B,09,CF,07,2D,1C,1E,00,
38B,09,A7,06,2D,9C,1E,00,
38B,09,7F,06,2D,9C,1F,00,
38B,09,58,06,2C,1C,1F,00,
38B,09,46,06,2C,1C,1D,00,
38B,09,2E,06,2C,9C,1E,00,
38B,08,FA,06,2C,1C,1F,00,
38B,08,EC,06,2C,1C,1E,00,
38B,08,C1,06,2C,9C,1E,00,
38B,00,00,00,00,9C,1E,00,
38B,00,00,00,00,1C,1F,00,
38B,00,00,00,00,1C,1E,00,
38B,00,00,00,00,9C,1E,00,
38B,00,00,00,00,9C,1F,00,
38B,00,00,00,00,1C,1B,00,
38B,00,00,00,00,1C,1A,00,
38B,00,00,00,00,9C,18,00,
38B,00,00,00,00,9C,1A,00,
38B,07,6B,05,25,1C,1C,00,
38B,08,50,05,26,1C,1D,00,
38B,08,FD,06,29,9B,1D,00,
38B,09,83,06,2A,1C,1D,00,
38B,09,FA,07,2B,1C,1D,00,
38B,0A,6C,07,2C,9B,1D,00,
38B,0A,94,07,2D,9B,1C,00,
38B,0A,A5,07,2D,1B,1D,00,
38B,0A,A5,07,2D,1B,1C,00,
38B,0A,70,07,2D,9C,1C,00,
38B,0A,55,07,2D,9B,20,00,
38B,09,DE,06,2D,1B,1D,00,
38B,09,B9,06,2D,1B,1D,00,
38B,09,63,06,2C,9C,1D,00,
38B,09,3F,06,2C,9C,1D,00,
38B,08,F9,06,2C,1C,1C,00,
38B,08,DF,06,2C,1C,1D,00,
38B,08,BA,06,2B,9C,1E,00,
38B,00,00,00,00,1C,1E,00,
38B,00,00,00,00,1C,20,00,
38B,00,00,00,00,9C,20,00,
38B,00,00,00,00,9C,20,00,
38B,00,00,00,00,1C,21,00,
38B,00,00,00,00,1C,21,00,
38B,00,00,00,00,9C,25,00,
38B,00,00,00,00,9C,25,00,
38B,00,00,00,00,1C,25,00,
38B,05,EA,05,24,1C,26,00,
38B,08,75,05,26,9B,25,00,
38B,08,DA,05,28,9B,26,00,
38B,09,4D,06,29,1B,26,00,
38B,09,8E,06,2A,1B,26,00,
38B,09,D9,06,2B,9B,26,00,
38B,09,F0,06,2B,1B,27,00,
38B,09,F2,06,2C,1B,27,00,
38B,09,BC,06,2C,9B,27,00,
38B,09,AC,06,2C,9B,28,00,
38B,09,60,06,2C,1B,29,00,
38B,09,4B,06,2C,1B,29,00,
38B,09,28,06,2B,9B,29,00,
38B,09,0B,06,2B,9B,2A,00,
38B,08,ED,06,2B,1B,2A,00,
38B,08,D2,06,2B,1B,2A,00,
38B,08,B4,06,2B,9C,2A,00,
38B,08,A2,06,2B,9C,2A,00,
38B,08,99,06,2B,1B,2A,00,
38B,08,98,06,2B,1B,2B,00,
38B,08,98,06,2B,9C,2A,00,
38B,08,98,06,2A,1C,29,00,
38B,00,00,00,00,1C,26,00,
38B,00,00,00,00,9C,26,00,
38B,00,00,00,00,9C,26,00,
38B,00,00,00,00,1C,26,00,
38B,00,00,00,00,1C,2A,00,
38B,00,00,00,00,9C,27,00,
38B,00,00,00,00,9C,26,00,
38B,02,CD,05,24,1C,26,00,
38B,07,52,05,25,1C,26,00,
38B,08,EF,05,27,9B,26,00,
38B,09,44,06,28,9B,25,00,
38B,09,E4,06,2A,1C,26,00,
38B,0A,1F,07,2B,1C,26,00,
38B,0A,8D,07,2D,9B,25,00,
38B,0A,9B,07,2D,1B,26,00,
38B,0A,8E,07,2D,1B,25,00,
38B,0A,6D,07,2D,9B,25,00,
38B,0A,3A,07,2D,9B,28,00,
38B,0A,0A,07,2D,1B,28,00,
38B,09,EF,07,2D,1B,28,00,
38B,09,C6,07,2D,9C,29,00,
38B,09,9F,06,2D,9C,27,00,
38B,09,76,06,2C,1B,27,00,
38B,09,63,06,2C,1B,27,00,
38B,09,3B,06,2C,9C,27,00,
38B,09,22,06,2C,9C,26,00,
38B,00,00,00,00,1C,26,00,
38B,00,00,00,00,1C,26,00,
38B,00,00,00,00,9C,29,00,
38B,00,00,00,00,9C,29,00,
38B,00,00,00,00,1C,29,00,
38B,00,00,00,00,9C,29,00,
38B,00,00,00,00,9C,28,00,
38B,00,00,00,00,1C,28,00,
38B,00,00,00,00,1C,27,00,
38B,07,45,05,25,9B,27,00,
38B,08,79,05,26,9B,27,00,
38B,09,41,06,28,1C,26,00,
38B,09,A3,06,2A,1C,26,00,
38B,0A,10,06,2B,9B,26,00,
38B,0A,55,07,2C,9B,26,00,
38B,0A,71,07,2D,1B,25,00,
38B,0A,66,07,2D,1B,26,00,
38B,0A,4A,07,2D,9B,26,00,
38B,0A,17,07,2D,9B,26,00,
38B,09,D8,07,2D,1B,26,00,
38B,09,91,06,2D,9B,26,00,
38B,09,64,06,2D,9B,25,00,
38B,09,15,06,2D,1B,25,00,
38B,08,EF,06,2D,1B,25,00,
38B,08,D3,06,2C,9C,25,00,
38B,08,B8,06,2C,9B,25,00,
38B,00,00,00,00,1B,25,00,
38B,00,00,00,00,1B,25,00,
38B,00,00,00,00,9C,24,00,
38B,00,00,00,00,9C,24,00,
38B,00,00,00,00,1C,24,00,
38B,00,00,00,00,1C,25,00,
