024,01,FD,01,F9,42,0A,80,F0
024,01,FD,01,F9,42,05,80,EB
024,01,FD,01,F9,42,06,80,EC
024,01,FD,01,F9,42,07,80,ED
024,01,FD,01,F5,42,09,80,EB
024,01,FD,01,F6,42,06,80,E9
024,01,FE,01,F8,42,00,80,E6
024,01,FE,01,F9,41,FC,80,E2
024,01,FE,01,F8,41,FE,80,E3
024,01,FE,01,F9,41,FC,80,E2
024,01,FE,01,F8,41,F8,80,DD
024,01,FE,01,F6,41,F9,80,DC
024,01,FE,01,F6,41,FE,80,E1
024,01,FD,01,F7,42,01,80,E5
024,01,FD,01,F8,42,01,80,E6
024,01,FD,01,F8,41,FF,80,E3
024,01,FD,01,F7,41,FF,80,E2
024,01,FD,01,F7,42,02,80,E6
024,01,FD,01,F9,42,03,80,E9
024,01,FD,01,F7,42,03,80,E7
024,01,FD,01,F6,42,04,80,E7
024,01,FD,01,F7,42,06,80,EA
024,01,FD,01,F8,42,06,80,EB
024,01,FC,01,F7,42,02,80,E5
024,01,FD,01,F7,41,FF,80,E2
024,01,FD,01,F8,41,FE,80,E2
024,01,FD,01,FA,41,FE,80,E4
024,01,FD,01,FC,42,00,80,E9
024,01,FD,01,F8,42,00,80,E5
024,01,FD,01,F6,42,03,80,E6
024,01,FE,01,FB,42,02,80,EB
024,01,FE,01,F5,41,FB,80,DD
024,01,FE,01,F5,41,FB,80,DD
024,01,FE,01,FD,41,FD,80,E7
024,01,FE,01,FC,42,04,80,EE
024,01,FE,01,F8,42,04,80,EA
024,01,FE,01,FB,42,01,80,EA
024,01,FE,01,FB,41,FD,80,E5
024,01,FD,01,F4,42,03,80,E4
024,01,FD,01,F2,42,06,80,E5
024,01,FD,01,F8,42,01,80,E6
024,01,FC,01,FA,41,FF,80,E4
024,01,FC,01,F3,42,05,80,E4
024,01,FC,01,F5,42,06,80,E7
024,01,FC,01,FB,42,01,80,E8
024,01,FC,01,F7,41,FC,80,DE
024,01,FC,01,F4,41,FF,80,DE
024,01,FC,01,F7,42,04,80,E7
024,01,FC,01,F8,42,05,80,E9
024,01,FC,01,F7,42,01,80,E4
024,01,FC,01,FB,42,01,80,E8
024,01,FD,01,FC,42,02,80,EB
024,01,FD,01,F8,42,00,80,E5
024,01,FD,01,F5,41,FC,80,DD
024,01,FD,01,F8,41,FD,80,E1
024,01,FD,01,FA,42,00,80,E7
024,01,FD,01,F7,42,04,80,E8
024,01,FD,01,F9,42,02,80,E8
024,01,FD,01,FA,42,00,80,E7
024,01,FD,01,F8,42,02,80,E7
024,01,FD,01,F6,42,01,80,E4
024,01,FD,01,F8,42,03,80,E8
024,01,FD,01,F9,42,02,80,E8
024,01,FD,01,F7,42,03,80,E7
024,01,FD,01,F6,42,03,80,E6
024,01,FD,01,F7,41,FF,80,E2
024,01,FD,01,F6,42,01,80,E4
024,01,FD,01,F7,42,00,80,E4
024,01,FD,01,F8,42,00,80,E5
024,01,FD,01,F8,41,FD,80,E1
024,01,FD,01,F5,41,FA,80,DB
024,01,FD,01,F8,41,FE,80,E2
024,01,FD,01,FA,42,00,80,E7
024,01,FD,01,F8,42,01,80,E6
024,01,FD,01,F7,41,FF,80,E2
024,01,FD,01,F7,41,FD,80,E0
024,01,FD,01,FA,42,01,80,E8
024,01,FD,01,F7,42,06,80,EA
024,01,FD,01,F7,42,05,80,E9
024,01,FD,01,F7,41,FF,80,E2
024,01,FD,01,F8,41,FF,80,E3
024,01,FD,01,FA,42,01,80,E8
024,01,FD,01,F9,42,01,80,E7
024,01,FD,01,F6,41,FE,80,E0
024,01,FD,01,F5,42,03,80,E5
024,01,FD,01,F7,42,05,80,E9
024,01,FD,01,FB,42,05,80,ED
024,01,FD,01,F8,41,FF,80,E3
024,01,FD,01,F5,41,FF,80,E0
024,01,FD,01,F7,42,01,80,E5
024,01,FD,01,F9,42,01,80,E7
024,01,FD,01,F7,41,FE,80,E1
024,01,FD,01,F8,41,FE,80,E2
024,01,FD,01,F9,41,FF,80,E4
024,01,FD,01,F6,41,FF,80,E1
024,01,FD,01,F6,41,FF,80,E1
024,01,FD,01,F8,41,FD,80,E1
024,01,FD,01,F6,41,FE,80,E0
024,01,FD,01,F8,42,01,80,E6
024,01,FD,01,FB,42,02,80,EA
024,01,FD,01,F7,41,FE,80,E1
024,01,FD,01,F2,41,FF,80,DD
024,01,FC,01,F6,41,FE,80,DF
024,01,FD,01,FC,41,FE,80,E6
024,01,FD,01,FD,41,FC,80,E5
024,01,FD,01,FA,41,FE,80,E4
