610,20,00,13,64,C0,00,00,00
610,20,00,14,64,C0,00,00,00
610,20,00,15,64,C0,00,00,00
610,20,00,16,64,C0,00,00,00
610,20,00,17,64,C0,00,00,00
610,20,00,18,64,C0,00,00,00
610,20,00,19,64,C0,00,00,00
610,20,00,1A,64,C0,00,00,00
610,20,00,1A,64,C0,00,00,00
610,20,00,1B,64,C0,00,00,00
610,20,00,1C,64,C0,00,00,00
610,20,00,1D,64,C0,00,00,00
610,20,00,1E,64,C0,00,00,00
610,20,00,1F,64,C0,00,00,00
610,20,00,1F,64,C0,00,00,00
610,20,00,20,64,C0,00,00,00
610,20,00,21,64,C0,00,00,00
610,20,00,21,64,C0,00,00,00
610,20,00,23,64,C0,00,00,00
610,20,00,23,64,C0,00,00,00
610,20,00,24,64,C0,00,00,00
610,20,00,25,64,C0,00,00,00
610,20,00,25,64,C0,00,00,00
610,20,00,26,64,C0,00,00,00
610,20,00,27,64,C0,00,00,00
610,20,00,27,64,C0,00,00,00
610,20,00,28,64,C0,00,00,00
610,20,00,29,64,C0,00,00,00
610,20,00,2A,64,C0,00,00,00
610,20,00,2A,64,C0,00,00,00
610,20,00,2A,64,C0,00,00,00
610,20,00,29,64,C0,00,00,00
610,20,00,29,64,C0,00,00,00
610,20,00,28,64,C0,00,00,00
610,20,00,29,64,C0,00,00,00
610,20,00,28,64,C0,00,00,00
610,20,00,28,64,C0,00,00,00
610,20,00,28,64,C0,00,00,00
610,20,00,27,64,C0,00,00,00
610,20,00,27,64,C0,00,00,00
610,20,00,27,64,C0,00,00,00
610,20,00,27,64,C0,00,00,00
610,20,00,27,64,C0,00,00,00
610,20,00,27,64,C0,00,00,00
610,20,00,27,64,C0,00,00,00
610,20,00,27,64,C0,00,00,00
610,20,00,26,64,C0,00,00,00
610,20,00,25,64,C0,00,00,00
610,20,00,23,64,C0,00,00,00
610,20,00,21,64,C0,00,00,00
610,20,00,1F,64,C0,00,00,00
610,20,00,1D,64,C0,00,00,00
610,20,00,1C,64,C0,00,00,00
610,20,00,1A,64,C0,00,00,00
610,20,00,19,64,C0,00,00,00
610,20,00,19,64,C0,00,00,00
610,20,00,18,64,C0,00,00,00
610,20,00,18,64,C0,00,00,00
610,20,00,19,64,C0,00,00,00
610,20,00,19,64,C0,00,00,00
610,20,00,1A,64,C0,00,00,00
610,20,00,1B,64,C0,00,00,00
610,20,00,1C,64,C0,00,00,00
610,20,00,1D,64,C0,00,00,00
610,20,00,1D,64,C0,00,00,00
610,20,00,1E,64,C0,00,00,00
610,20,00,1F,64,C0,00,00,00
610,20,00,1F,64,C0,00,00,00
610,20,00,20,64,C0,00,00,00
610,20,00,20,64,C0,00,00,00
610,20,00,20,64,C0,00,00,00
610,20,00,21,64,C0,00,00,00
610,20,00,21,64,C0,00,00,00
610,20,00,22,64,C0,00,00,00
610,20,00,22,64,C0,00,00,00
610,20,00,23,64,C0,00,00,00
610,20,00,23,64,C0,00,00,00
610,20,00,23,64,C0,00,00,00
610,20,00,23,64,C0,00,00,00
610,20,00,23,64,C0,00,00,00
610,20,00,23,64,C0,00,00,00
610,20,00,24,64,C0,00,00,00
610,20,00,24,64,C0,00,00,00
610,20,00,24,64,C0,00,00,00
610,20,00,24,64,C0,00,00,00
610,20,00,25,64,C0,00,00,00
610,20,00,26,64,C0,00,00,00
610,20,00,26,64,C0,00,00,00
610,20,00,26,64,C0,00,00,00
610,20,00,27,64,C0,00,00,00
610,20,00,27,64,C0,00,00,00
610,20,00,27,64,C0,00,00,00
610,20,00,26,64,C0,00,00,00
610,20,00,25,64,C0,00,00,00
610,20,00,24,64,C0,00,00,00
