3B9,73,00,00,,,,,
3B9,73,00,00,,,,,
3B9,73,00,00,,,,,
3B9,73,00,00,,,,,
3B9,73,00,00,,,,,
3B9,73,00,00,,,,,
3B9,73,00,00,,,,,
3B9,73,00,00,,,,,
3B9,73,00,00,,,,,
3B9,73,00,00,,,,,
3B9,73,00,00,,,,,
3B9,73,00,00,,,,,
3B9,74,00,00,,,,,
3B9,74,00,00,,,,,
3B9,74,00,00,,,,,
3B9,74,00,00,,,,,
3B9,74,00,00,,,,,
3B9,74,00,00,,,,,
3B9,73,00,00,,,,,
3B9,73,00,00,,,,,
3B9,73,00,00,,,,,
3B9,73,00,00,,,,,
3B9,73,00,00,,,,,
3B9,73,00,00,,,,,
3B9,73,00,00,,,,,
3B9,73,00,00,,,,,
3B9,73,00,00,,,,,
3B9,73,00,00,,,,,
3B9,74,00,00,,,,,
3B9,74,00,00,,,,,
3B9,74,00,00,,,,,
3B9,74,00,00,,,,,
3B9,72,00,00,,,,,
3B9,72,00,00,,,,,
3B9,72,00,00,,,,,
3B9,72,00,00,,,,,
3B9,73,00,00,,,,,
3B9,74,00,00,,,,,
3B9,74,00,00,,,,,
3B9,75,00,00,,,,,
3B9,75,00,00,,,,,
3B9,76,00,00,,,,,
3B9,76,00,00,,,,,
3B9,77,00,00,,,,,
3B9,78,00,00,,,,,
3B9,78,00,00,,,,,
3B9,79,00,00,,,,,
3B9,79,00,00,,,,,
3B9,79,00,00,,,,,
3B9,79,00,00,,,,,
3B9,79,00,00,,,,,
3B9,79,00,00,,,,,
3B9,79,00,00,,,,,
3B9,79,00,00,,,,,
3B9,7A,00,00,,,,,
3B9,7A,00,00,,,,,
3B9,7B,00,00,,,,,
3B9,7B,00,00,,,,,
3B9,7B,00,00,,,,,
3B9,7B,00,00,,,,,
3B9,7B,00,00,,,,,
3B9,7C,00,00,,,,,
3B9,7D,00,00,,,,,
3B9,7E,00,00,,,,,
3B9,7E,00,00,,,,,
3B9,7F,00,00,,,,,
3B9,81,00,00,,,,,
3B9,82,00,00,,,,,
3B9,83,00,00,,,,,
3B9,84,00,00,,,,,
3B9,85,00,00,,,,,
3B9,86,00,00,,,,,
3B9,88,00,00,,,,,
3B9,88,00,00,,,,,
3B9,89,00,00,,,,,
3B9,8A,00,00,,,,,
3B9,8B,00,00,,,,,
3B9,8C,00,00,,,,,
3B9,8D,00,00,,,,,
3B9,8E,00,00,,,,,
3B9,8E,00,00,,,,,
3B9,90,00,00,,,,,
3B9,91,00,00,,,,,
3B9,92,00,00,,,,,
3B9,93,00,00,,,,,
3B9,94,00,00,,,,,
3B9,95,00,00,,,,,
3B9,95,00,00,,,,,
3B9,96,00,00,,,,,
3B9,96,00,00,,,,,
3B9,97,00,00,,,,,
3B9,97,00,00,,,,,
3B9,98,00,00,,,,,
3B9,98,00,00,,,,,
3B9,99,00,00,,,,,
3B9,99,00,00,,,,,
3B9,9A,00,00,,,,,
3B9,9A,00,00,,,,,
3B9,9B,00,00,,,,,
3B9,9C,00,00,,,,,
3B9,9C,00,00,,,,,
3B9,9D,00,00,,,,,
3B9,9D,00,00,,,,,
3B9,9D,00,00,,,,,
3B9,9E,00,00,,,,,
3B9,9E,00,00,,,,,
3B9,9E,00,00,,,,,
3B9,9F,00,00,,,,,
3B9,9F,00,00,,,,,
3B9,A0,00,00,,,,,
3B9,A0,00,00,,,,,
3B9,A1,00,00,,,,,
3B9,A2,00,00,,,,,
3B9,A3,00,00,,,,,
3B9,A4,00,00,,,,,
3B9,A5,00,00,,,,,
3B9,A6,00,00,,,,,
3B9,A6,00,00,,,,,
3B9,A7,00,00,,,,,
3B9,A8,00,00,,,,,
3B9,A8,00,00,,,,,
3B9,A9,00,00,,,,,
3B9,A9,00,00,,,,,
3B9,AA,00,00,,,,,
3B9,AB,00,00,,,,,
3B9,AB,00,00,,,,,
3B9,AB,00,00,,,,,
3B9,AC,00,00,,,,,
3B9,AC,00,00,,,,,
3B9,AC,00,00,,,,,
3B9,AC,00,00,,,,,
3B9,AD,00,00,,,,,
3B9,AD,00,00,,,,,
3B9,AD,00,00,,,,,
3B9,AD,00,00,,,,,
3B9,AD,00,00,,,,,
3B9,AD,00,00,,,,,
3B9,AD,00,00,,,,,
3B9,AE,00,00,,,,,
3B9,AE,00,00,,,,,
3B9,AE,00,00,,,,,
3B9,AE,00,00,,,,,
3B9,AE,00,00,,,,,
3B9,AE,00,00,,,,,
3B9,AE,00,00,,,,,
3B9,AF,00,00,,,,,
