3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,76,,,,,,
3D3,04,0D,,,,,,
3D3,05,67,,,,,,
3D3,06,A9,,,,,,
3D3,06,BD,,,,,,
3D3,06,BF,,,,,,
3D3,05,FB,,,,,,
3D3,05,B8,,,,,,
3D3,05,C9,,,,,,
3D3,05,C1,,,,,,
3D3,05,1C,,,,,,
3D3,04,C0,,,,,,
3D3,04,DE,,,,,,
3D3,04,EE,,,,,,
3D3,05,00,,,,,,
3D3,04,E5,,,,,,
3D3,04,A2,,,,,,
3D3,04,A5,,,,,,
3D3,04,4D,,,,,,
3D3,04,40,,,,,,
3D3,04,4A,,,,,,
3D3,04,26,,,,,,
3D3,04,4A,,,,,,
3D3,04,5E,,,,,,
3D3,04,AA,,,,,,
3D3,04,D9,,,,,,
3D3,04,F3,,,,,,
3D3,05,34,,,,,,
3D3,05,46,,,,,,
3D3,05,42,,,,,,
3D3,04,FE,,,,,,
3D3,05,1B,,,,,,
3D3,03,FB,,,,,,
3D3,00,73,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,00,00,,,,,,
3D3,02,E5,,,,,,
3D3,04,CB,,,,,,
3D3,05,87,,,,,,
3D3,07,79,,,,,,
3D3,07,DF,,,,,,
3D3,08,59,,,,,,
3D3,08,96,,,,,,
3D3,09,0B,,,,,,
3D3,09,3C,,,,,,
3D3,09,73,,,,,,
3D3,09,85,,,,,,
3D3,09,8B,,,,,,
3D3,08,E2,,,,,,
3D3,08,69,,,,,,
3D3,08,71,,,,,,
3D3,08,9F,,,,,,
3D3,08,CB,,,,,,
3D3,09,00,,,,,,
3D3,08,D2,,,,,,
3D3,09,0D,,,,,,
3D3,08,E4,,,,,,
3D3,08,90,,,,,,
3D3,08,22,,,,,,
3D3,08,12,,,,,,
3D3,07,BB,,,,,,
3D3,07,7D,,,,,,
3D3,07,B5,,,,,,
3D3,07,7E,,,,,,
3D3,07,2D,,,,,,
3D3,05,D5,,,,,,
3D3,06,56,,,,,,
3D3,06,20,,,,,,
3D3,06,57,,,,,,
3D3,06,26,,,,,,
3D3,06,25,,,,,,
3D3,06,56,,,,,,
3D3,06,1E,,,,,,
3D3,06,4E,,,,,,
3D3,06,4A,,,,,,
3D3,06,4D,,,,,,
3D3,06,C3,,,,,,
3D3,06,FD,,,,,,
3D3,06,FF,,,,,,
3D3,07,39,,,,,,
3D3,07,3B,,,,,,
3D3,08,2D,,,,,,
3D3,0B,8C,,,,,,
3D3,0C,22,,,,,,
3D3,0C,28,,,,,,
3D3,0B,E8,,,,,,
3D3,0C,58,,,,,,
3D3,0C,F8,,,,,,
3D3,0D,67,,,,,,
3D3,0E,97,,,,,,
3D3,0D,68,,,,,,
3D3,06,76,,,,,,
3D3,02,7D,,,,,,
3D3,00,F6,,,,,,
3D3,00,E7,,,,,,
3D3,00,D1,,,,,,
3D3,00,BD,,,,,,
3D3,00,AA,,,,,,
3D3,00,BE,,,,,,
3D3,02,9D,,,,,,
3D3,04,99,,,,,,
3D3,05,1B,,,,,,
3D3,05,6C,,,,,,
3D3,05,AE,,,,,,
3D3,05,BD,,,,,,
3D3,05,EF,,,,,,
3D3,05,BC,,,,,,
3D3,05,EA,,,,,,
3D3,05,ED,,,,,,
3D3,05,EE,,,,,,
3D3,05,F4,,,,,,
3D3,06,52,,,,,,
3D3,06,7B,,,,,,
3D3,06,77,,,,,,
3D3,06,AA,,,,,,
3D3,06,B5,,,,,,
3D3,06,EF,,,,,,
3D3,06,AB,,,,,,
3D3,06,D7,,,,,,
3D3,06,7E,,,,,,
3D3,06,EE,,,,,,
3D3,06,AB,,,,,,
3D3,04,61,,,,,,
3D3,01,72,,,,,,
3D3,00,94,,,,,,
3D3,00,99,,,,,,
3D3,00,A9,,,,,,
3D3,00,AD,,,,,,
3D3,01,CF,,,,,,
3D3,03,CF,,,,,,
3D3,05,52,,,,,,
3D3,06,03,,,,,,
3D3,06,01,,,,,,
3D3,06,00,,,,,,
3D3,06,36,,,,,,
3D3,06,69,,,,,,
3D3,06,85,,,,,,
3D3,07,12,,,,,,
3D3,06,CB,,,,,,
3D3,07,17,,,,,,
3D3,07,6A,,,,,,
3D3,07,16,,,,,,
3D3,07,F8,,,,,,
3D3,07,AE,,,,,,
3D3,08,0C,,,,,,
3D3,08,4A,,,,,,
3D3,07,CD,,,,,,
3D3,06,6C,,,,,,
3D3,04,CB,,,,,,
3D3,05,47,,,,,,
3D3,05,6D,,,,,,
3D3,05,9F,,,,,,
3D3,05,DA,,,,,,
3D3,06,76,,,,,,
3D3,05,F1,,,,,,
3D3,06,52,,,,,,
3D3,06,1F,,,,,,
3D3,05,EF,,,,,,
3D3,05,B0,,,,,,
3D3,05,DA,,,,,,
3D3,06,00,,,,,,
3D3,05,DE,,,,,,
3D3,05,D4,,,,,,
3D3,06,17,,,,,,
3D3,06,69,,,,,,
3D3,06,94,,,,,,
3D3,06,E9,,,,,,
3D3,07,15,,,,,,
3D3,07,82,,,,,,
3D3,07,39,,,,,,
3D3,05,C0,,,,,,
3D3,05,DE,,,,,,
3D3,06,31,,,,,,
3D3,05,FC,,,,,,
3D3,05,F7,,,,,,
3D3,05,FA,,,,,,
3D3,05,FD,,,,,,
3D3,06,30,,,,,,
3D3,06,04,,,,,,
3D3,06,2E,,,,,,
3D3,06,03,,,,,,
3D3,06,2E,,,,,,
3D3,05,FE,,,,,,
3D3,06,BB,,,,,,
3D3,07,12,,,,,,
3D3,07,0B,,,,,,
3D3,07,6B,,,,,,
3D3,07,73,,,,,,
3D3,07,B7,,,,,,
3D3,07,F3,,,,,,
3D3,08,0D,,,,,,
3D3,08,59,,,,,,
3D3,08,A2,,,,,,
3D3,08,D1,,,,,,
