353,05,AA,,,,,,
353,05,EB,,,,,,
353,06,15,,,,,,
353,06,18,,,,,,
353,06,4C,,,,,,
353,06,77,,,,,,
353,06,98,,,,,,
353,06,A3,,,,,,
353,06,E6,,,,,,
353,06,EC,,,,,,
353,07,08,,,,,,
353,07,23,,,,,,
353,07,4C,,,,,,
353,07,87,,,,,,
353,07,93,,,,,,
353,07,98,,,,,,
353,07,B0,,,,,,
353,07,F7,,,,,,
353,07,F4,,,,,,
353,08,5C,,,,,,
353,08,62,,,,,,
353,08,66,,,,,,
353,08,8B,,,,,,
353,08,AB,,,,,,
353,08,BA,,,,,,
353,08,ED,,,,,,
353,09,21,,,,,,
353,08,FC,,,,,,
353,09,6A,,,,,,
353,09,79,,,,,,
353,09,4D,,,,,,
353,09,84,,,,,,
353,09,87,,,,,,
353,09,C9,,,,,,
353,0A,29,,,,,,
353,0A,27,,,,,,
353,0A,07,,,,,,
353,0A,1A,,,,,,
353,0A,30,,,,,,
353,0A,96,,,,,,
353,0A,96,,,,,,
353,0A,CF,,,,,,
353,0A,C5,,,,,,
353,0B,12,,,,,,
353,0A,EF,,,,,,
353,0B,21,,,,,,
353,0B,3E,,,,,,
353,0B,96,,,,,,
353,0B,5C,,,,,,
353,0B,A9,,,,,,
353,0B,85,,,,,,
353,0B,E1,,,,,,
353,0B,BB,,,,,,
353,0C,04,,,,,,
353,0B,E0,,,,,,
353,0C,37,,,,,,
353,0C,22,,,,,,
353,0C,23,,,,,,
353,0C,30,,,,,,
353,0C,4F,,,,,,
353,0C,4E,,,,,,
353,0C,21,,,,,,
353,0C,29,,,,,,
353,0C,0F,,,,,,
353,0B,E0,,,,,,
353,0B,C3,,,,,,
353,0B,C2,,,,,,
353,0B,EE,,,,,,
353,0B,BB,,,,,,
353,0C,04,,,,,,
353,0B,D1,,,,,,
353,0B,BC,,,,,,
353,0B,87,,,,,,
353,0B,8F,,,,,,
353,0B,AD,,,,,,
353,0B,81,,,,,,
353,0B,4D,,,,,,
353,0B,B4,,,,,,
353,0B,BB,,,,,,
353,0B,A8,,,,,,
353,0B,CA,,,,,,
353,0B,A0,,,,,,
353,0B,A6,,,,,,
353,0B,7A,,,,,,
353,0B,1A,,,,,,
353,0B,70,,,,,,
353,0B,96,,,,,,
353,0B,86,,,,,,
353,0B,BC,,,,,,
353,0B,B9,,,,,,
353,0B,81,,,,,,
353,0B,5C,,,,,,
353,0B,63,,,,,,
353,0A,E5,,,,,,
353,0A,EE,,,,,,
353,0A,B1,,,,,,
353,0A,28,,,,,,
353,09,C1,,,,,,
353,09,8C,,,,,,
353,09,8C,,,,,,
353,08,F5,,,,,,
353,08,DE,,,,,,
353,08,4C,,,,,,
353,08,11,,,,,,
353,08,19,,,,,,
353,07,E6,,,,,,
353,07,BE,,,,,,
353,07,73,,,,,,
353,07,62,,,,,,
353,07,CB,,,,,,
353,07,53,,,,,,
353,07,45,,,,,,
353,07,20,,,,,,
353,07,04,,,,,,
353,07,18,,,,,,
353,07,31,,,,,,
353,07,45,,,,,,
353,07,8F,,,,,,
353,07,8E,,,,,,
353,07,AE,,,,,,
353,07,B2,,,,,,
353,07,DD,,,,,,
353,07,F3,,,,,,
353,08,78,,,,,,
353,08,3E,,,,,,
353,08,4A,,,,,,
353,08,5B,,,,,,
353,08,A6,,,,,,
353,08,AC,,,,,,
353,08,C9,,,,,,
353,08,BA,,,,,,
353,08,FB,,,,,,
353,09,33,,,,,,
353,09,49,,,,,,
353,09,21,,,,,,
353,09,7B,,,,,,
353,09,5B,,,,,,
353,09,8F,,,,,,
353,09,84,,,,,,
353,09,9A,,,,,,
353,09,B3,,,,,,
353,09,BF,,,,,,
353,09,C1,,,,,,
353,09,F5,,,,,,
353,09,D0,,,,,,
353,0A,1B,,,,,,
353,0A,30,,,,,,
353,0A,0C,,,,,,
353,0A,46,,,,,,
353,0A,27,,,,,,
353,0A,19,,,,,,
353,0A,88,,,,,,
353,0A,30,,,,,,
353,0A,30,,,,,,
353,0A,2F,,,,,,
353,0A,10,,,,,,
353,0A,72,,,,,,
353,0A,1A,,,,,,
353,0A,6A,,,,,,
353,0A,54,,,,,,
353,0A,61,,,,,,
353,0A,85,,,,,,
353,0A,C2,,,,,,
353,0A,88,,,,,,
353,0A,6A,,,,,,
353,0A,54,,,,,,
353,0A,A7,,,,,,
353,0A,80,,,,,,
353,0A,B4,,,,,,
353,0A,CD,,,,,,
353,0A,C9,,,,,,
353,0A,DF,,,,,,
353,0B,12,,,,,,
353,0A,E5,,,,,,
353,0A,F5,,,,,,
353,0A,F2,,,,,,
353,0B,3E,,,,,,
353,0B,17,,,,,,
353,0B,52,,,,,,
353,0B,21,,,,,,
353,0B,6C,,,,,,
353,0B,85,,,,,,
353,0B,41,,,,,,
353,0B,45,,,,,,
353,0B,3E,,,,,,
353,0B,1A,,,,,,
353,0A,E0,,,,,,
353,0A,F4,,,,,,
353,0A,AC,,,,,,
353,0A,79,,,,,,
353,0A,5A,,,,,,
353,0A,59,,,,,,
353,0A,2E,,,,,,
353,0A,0B,,,,,,
353,0A,1A,,,,,,
353,09,A4,,,,,,
353,09,B7,,,,,,
353,09,86,,,,,,
353,09,7A,,,,,,
353,09,29,,,,,,
353,09,4D,,,,,,
353,09,0B,,,,,,
353,08,E4,,,,,,
353,08,D0,,,,,,
353,08,B3,,,,,,
353,08,A4,,,,,,
353,08,3A,,,,,,
353,07,E4,,,,,,
353,07,D0,,,,,,
353,07,27,,,,,,
353,06,EE,,,,,,
353,06,D5,,,,,,
353,06,70,,,,,,
353,05,EE,,,,,,
353,05,DE,,,,,,
353,05,BC,,,,,,
353,05,AA,,,,,,
353,05,86,,,,,,
353,05,7B,,,,,,
353,05,61,,,,,,
353,05,80,,,,,,
353,05,53,,,,,,
353,05,61,,,,,,
353,05,57,,,,,,
353,05,BA,,,,,,
353,05,CF,,,,,,
353,06,07,,,,,,
353,06,2F,,,,,,
353,06,83,,,,,,
353,06,C0,,,,,,
353,06,C8,,,,,,
353,07,1F,,,,,,
353,07,3E,,,,,,
353,07,96,,,,,,
353,07,E7,,,,,,
353,08,2A,,,,,,
353,08,36,,,,,,
353,08,5B,,,,,,
353,08,BA,,,,,,
353,09,13,,,,,,
353,09,2F,,,,,,
353,09,75,,,,,,
353,09,D7,,,,,,
353,09,C2,,,,,,
353,09,F4,,,,,,
353,0A,4D,,,,,,
353,0A,2B,,,,,,
353,0A,56,,,,,,
353,0A,E7,,,,,,
353,0A,D0,,,,,,
353,0A,F6,,,,,,
353,0B,3D,,,,,,
353,0B,69,,,,,,
353,0B,A1,,,,,,
353,0B,54,,,,,,
353,0B,81,,,,,,
353,0B,E2,,,,,,
353,0B,FD,,,,,,
353,0B,EE,,,,,,
353,0B,DA,,,,,,
353,0C,5E,,,,,,
353,0C,AD,,,,,,
353,0C,1A,,,,,,
353,0C,4A,,,,,,
353,0C,8F,,,,,,
353,0C,95,,,,,,
353,0C,AD,,,,,,
353,0C,E8,,,,,,
353,0C,D9,,,,,,
353,0C,EE,,,,,,
353,0C,CA,,,,,,
353,0C,BF,,,,,,
353,0C,D2,,,,,,
353,0D,07,,,,,,
353,0C,C2,,,,,,
353,0D,64,,,,,,
353,0C,EE,,,,,,
353,0D,1A,,,,,,
353,0D,22,,,,,,
353,0D,10,,,,,,
353,0D,1A,,,,,,
353,0D,19,,,,,,
353,0D,3D,,,,,,
353,0D,31,,,,,,
353,0C,EF,,,,,,
353,0D,17,,,,,,
353,0C,F8,,,,,,
353,0C,D7,,,,,,
353,0C,C9,,,,,,
353,0C,BE,,,,,,
353,0C,C0,,,,,,
353,0C,EC,,,,,,
353,0C,FF,,,,,,
353,0C,E9,,,,,,
353,0C,7B,,,,,,
353,0C,EC,,,,,,
353,0C,7B,,,,,,
353,0C,B6,,,,,,
353,0C,E8,,,,,,
353,0C,B1,,,,,,
353,0C,B6,,,,,,
353,0C,7B,,,,,,
353,0C,39,,,,,,
353,0C,3A,,,,,,
353,0C,21,,,,,,
