127,00,10,00,0F,F8,3A,68,E9
127,00,10,00,0F,F8,33,A3,1D
127,00,10,00,0F,F8,3D,D5,59
127,00,10,00,0F,F8,3B,09,8B
127,00,10,00,0F,F8,35,26,A2
127,00,10,00,0F,F8,3E,50,D5
127,00,10,00,0F,F8,37,71,EF
127,00,10,00,0F,F8,31,8E,06
127,00,10,00,0F,F8,3A,BA,3B
127,00,10,00,0F,F8,38,DF,5E
127,00,10,00,0F,F8,31,F7,6F
127,00,10,00,0F,F8,3C,14,97
127,00,10,00,0F,F8,39,2E,AE
127,00,10,00,0F,F8,37,47,C5
127,00,10,00,0F,F8,30,63,DA
127,00,10,00,0F,F8,3D,82,06
127,00,10,00,0F,F8,37,83,01
127,00,10,00,0F,F8,30,9D,14
127,00,10,00,0F,F8,3A,A1,22
127,00,10,00,0F,F8,3B,A3,25
127,00,10,00,0F,F8,39,BA,3A
127,00,10,00,0F,F8,36,C6,43
127,00,10,00,0F,F8,37,C0,3E
127,00,10,00,0F,F8,39,C2,42
127,00,10,00,0F,F8,3E,A1,26
127,00,10,00,0F,F8,30,96,0D
127,00,10,00,0F,F8,3D,96,1A
127,00,10,00,0F,F8,3B,7B,FD
127,00,10,00,0F,F8,30,6A,E1
127,00,10,00,0F,F8,32,5C,D5
127,00,10,00,0F,F8,33,52,CC
127,00,10,00,0F,F8,35,34,B0
127,00,10,00,0F,F8,36,1C,99
127,00,10,00,0F,F8,3A,F0,71
127,00,10,00,0F,F8,3C,CA,4D
127,00,10,00,0F,F8,3D,A9,2D
127,00,10,00,0F,F8,3B,93,15
127,00,10,00,0F,F8,30,65,DC
127,00,10,00,0F,F8,32,4B,C4
127,00,10,00,0F,F8,37,17,95
127,00,10,00,0F,F8,3B,E7,69
127,00,10,00,0F,F8,39,C0,40
127,00,10,00,0F,F8,3E,74,F9
127,00,10,00,0F,F8,30,49,C0
127,00,10,00,0F,F8,35,0A,86
127,00,10,00,0F,F8,36,CB,48
127,00,10,00,0F,F8,3B,8C,0E
127,00,10,00,0F,F8,3D,44,C8
127,00,10,00,0F,F8,32,0A,83
127,00,10,00,0F,F8,36,AD,2A
127,00,10,00,0F,F8,38,6C,EB
127,00,10,00,0F,F8,3D,11,95
127,00,10,00,0F,F8,3E,D9,5E
127,00,10,00,0F,F8,33,84,FE
127,00,10,00,0F,F8,35,2C,A8
127,00,10,00,0F,F8,39,D6,56
127,00,10,00,0F,F8,3B,8F,11
127,00,10,00,0F,F8,30,22,99
127,00,10,00,0F,F8,34,C6,41
127,00,10,00,0F,F8,36,65,E2
127,00,10,00,0F,F8,3A,F3,74
127,00,10,00,0F,F8,3C,99,1C
127,00,10,00,0F,F8,31,2B,A3
127,00,10,00,0F,F8,32,C0,39
127,00,10,00,0F,F8,37,48,C6
127,00,10,00,0F,F8,38,DB,5A
127,00,10,00,0F,F8,3D,5C,E0
127,00,10,00,0F,F8,31,D6,4E
127,00,10,00,0F,F8,33,71,EB
127,00,10,00,0F,F8,37,F0,6E
127,00,10,00,0F,F8,39,7D,FD
127,00,10,00,0F,F8,3D,F9,7D
127,00,10,00,0F,F8,3F,82,08
127,00,10,00,0F,F8,33,FC,76
127,00,10,00,0F,F8,35,7B,F7
127,00,10,00,0F,F8,39,E2,62
127,00,10,00,0F,F8,3E,4C,D1
127,00,10,00,0F,F8,3F,BE,44
127,00,10,00,0F,F8,34,32,AD
127,00,10,00,0F,F8,35,A4,20
127,00,10,00,0F,F8,39,FC,7C
127,00,10,00,0F,F8,3B,7C,FE
127,00,10,00,0F,F8,3F,C6,4C
127,00,10,00,0F,F8,31,3F,B7
127,00,10,00,0F,F8,35,91,0D
127,00,10,00,0F,F8,39,D9,59
127,00,10,00,0F,F8,3B,43,C5
127,00,10,00,0F,F8,3F,83,09
127,00,10,00,0F,F8,30,EA,61
127,00,10,00,0F,F8,35,39,B5
127,00,10,00,0F,F8,36,96,13
127,00,10,00,0F,F8,3A,E0,61
127,00,10,00,0F,F8,3C,42,C5
127,00,10,00,0F,F8,30,78,EF
127,00,10,00,0F,F8,34,A9,24
127,00,10,00,0F,F8,36,07,84
127,00,10,00,0F,F8,3A,37,B8
127,00,10,00,0F,F8,3B,8B,0D
127,00,10,00,0F,F8,3F,D1,57
127,00,10,00,0F,F8,31,1D,95
127,00,10,00,0F,F8,35,35,B1
127,00,10,00,0F,F8,36,7A,F7
127,00,10,00,0F,F8,3A,AA,2B
127,00,10,00,0F,F8,3E,B9,3E
127,00,10,00,0F,F8,30,02,79
127,00,10,00,0F,F8,34,37,B2
127,00,10,00,0F,F8,35,69,E5
127,00,10,00,0F,F8,39,98,18
127,00,10,00,0F,F8,3A,C8,49
127,00,10,00,0F,F8,3E,DD,62
127,00,10,00,0F,F8,30,20,97
127,00,10,00,0F,F8,34,2B,A6
127,00,10,00,0F,F8,38,43,C2
127,00,10,00,0F,F8,39,79,F9
127,00,10,00,0F,F8,3D,97,1B
127,00,10,00,0F,F8,3E,CA,4F
127,00,10,00,0F,F8,32,E0,59
127,00,10,00,0F,F8,33,FD,77
127,00,10,00,0F,F8,38,02,81
127,00,10,00,0F,F8,39,2E,AE
127,00,10,00,0F,F8,3D,33,B7
127,00,10,00,0F,F8,31,20,98
127,00,10,00,0F,F8,32,4F,C8
127,00,10,00,0F,F8,36,3F,BC
127,00,10,00,0F,F8,37,57,D5
127,00,10,00,0F,F8,3B,5B,DD
127,00,10,00,0F,F8,3C,5F,E2
127,00,10,00,0F,F8,30,54,CB
127,00,10,00,0F,F8,31,6B,E3
127,00,10,00,0F,F8,35,54,D0
127,00,10,00,0F,F8,39,1B,9B
127,00,10,00,0F,F8,3A,34,B5
127,00,10,00,0F,F8,3E,1B,A0
127,00,10,00,0F,F8,3F,22,A8
127,00,10,00,0F,F8,32,EA,63
127,00,10,00,0F,F8,33,FD,77
127,00,10,00,0F,F8,37,CD,4B
127,00,10,00,0F,F8,38,B2,31
127,00,10,00,0F,F8,3C,81,04
127,00,10,00,0F,F8,30,25,9C
127,00,10,00,0F,F8,31,17,8F
127,00,10,00,0F,F8,34,D6,51
127,00,10,00,0F,F8,35,C3,3F
127,00,10,00,0F,F8,39,82,02
127,00,10,00,0F,F8,3A,65,E6
127,00,10,00,0F,F8,3E,20,A5
127,00,10,00,0F,F8,3F,0B,91
127,00,10,00,0F,F8,32,AD,26
127,00,10,00,0F,F8,36,44,C1
127,00,10,00,0F,F8,37,2E,AC
127,00,10,00,0F,F8,3A,D3,54
127,00,10,00,0F,F8,3B,AC,2E
127,00,10,00,0F,F8,3F,4E,D4
127,00,10,00,0F,F8,30,35,AC
127,00,10,00,0F,F8,33,C7,41
127,00,10,00,0F,F8,34,83,FE
127,00,10,00,0F,F8,38,1E,9D
127,00,10,00,0F,F8,3B,8E,10
