0B4,00,00,00,00,20,07,8E,71
0B4,00,00,00,00,20,07,90,73
0B4,00,00,00,00,24,07,92,79
0B4,00,00,00,00,28,07,A1,8C
0B4,00,00,00,00,28,07,9D,88
0B4,00,00,00,00,2C,07,A6,95
0B4,00,00,00,00,30,07,A8,9B
0B4,00,00,00,00,30,07,A3,96
0B4,00,00,00,00,34,07,A8,9F
0B4,00,00,00,00,38,07,AD,A8
0B4,00,00,00,00,38,07,B8,B3
0B4,00,00,00,00,3C,07,B8,B7
0B4,00,00,00,00,40,07,BD,C0
0B4,00,00,00,00,44,07,C2,C9
0B4,00,00,00,00,44,07,CA,D1
0B4,00,00,00,00,48,07,D3,DE
0B4,00,00,00,00,4C,07,D7,E6
0B4,00,00,00,00,4C,07,DD,EC
0B4,00,00,00,00,50,07,E2,F5
0B4,00,00,00,00,54,07,E3,FA
0B4,00,00,00,00,54,07,E5,FC
0B4,00,00,00,00,58,07,E7,02
0B4,00,00,00,00,5C,07,ED,0C
0B4,00,00,00,00,5C,07,EE,0D
0B4,00,00,00,00,60,07,F7,1A
0B4,00,00,00,00,64,07,F8,1F
0B4,00,00,00,00,64,07,FC,23
0B4,00,00,00,00,68,08,09,35
0B4,00,00,00,00,6C,08,0D,3D
0B4,00,00,00,00,70,08,12,46
0B4,00,00,00,00,70,08,17,4B
0B4,00,00,00,00,74,08,1B,53
0B4,00,00,00,00,78,08,1B,57
0B4,00,00,00,00,78,08,26,62
0B4,00,00,00,00,7C,08,20,60
0B4,00,00,00,00,80,08,28,6C
0B4,00,00,00,00,84,08,2E,76
0B4,00,00,00,00,84,08,2E,76
0B4,00,00,00,00,88,08,34,80
0B4,00,00,00,00,8C,08,39,89
0B4,00,00,00,00,8C,08,47,97
0B4,00,00,00,00,90,08,3F,93
0B4,00,00,00,00,94,08,4F,A7
0B4,00,00,00,00,98,08,57,B3
0B4,00,00,00,00,98,08,54,B0
0B4,00,00,00,00,9C,08,5C,BC
0B4,00,00,00,00,A0,08,5E,C2
0B4,00,00,00,00,A0,08,5D,C1
0B4,00,00,00,00,A4,08,61,C9
0B4,00,00,00,00,A8,08,6B,D7
0B4,00,00,00,00,AC,08,64,D4
0B4,00,00,00,00,AC,08,78,E8
0B4,00,00,00,00,B0,08,7C,F0
0B4,00,00,00,00,B4,08,7A,F2
0B4,00,00,00,00,B8,08,80,FC
0B4,00,00,00,00,B8,08,8A,06
0B4,00,00,00,00,BC,08,88,08
0B4,00,00,00,00,C0,08,92,16
0B4,00,00,00,00,C4,08,95,1D
0B4,00,00,00,00,C4,08,99,21
0B4,00,00,00,00,C8,08,95,21
0B4,00,00,00,00,CC,08,97,27
0B4,00,00,00,00,D0,08,A0,34
0B4,00,00,00,00,D0,08,A2,36
0B4,00,00,00,00,D4,08,A7,3F
0B4,00,00,00,00,D8,08,AC,48
0B4,00,00,00,00,DC,08,B6,56
0B4,00,00,00,00,DC,08,B3,53
0B4,00,00,00,00,E0,08,C1,65
0B4,00,00,00,00,E4,08,BD,65
0B4,00,00,00,00,E8,08,C3,6F
0B4,00,00,00,00,E8,08,C3,6F
0B4,00,00,00,00,EC,08,C7,77
0B4,00,00,00,00,F0,08,C3,77
0B4,00,00,00,00,F4,08,CA,82
0B4,00,00,00,00,F8,08,CC,88
0B4,00,00,00,00,F8,08,D0,8C
0B4,00,00,00,00,FC,08,D3,93
0B4,00,00,00,00,00,08,DA,9E
0B4,00,00,00,00,04,08,E0,A8
0B4,00,00,00,00,04,08,E8,B0
0B4,00,00,00,00,08,08,EB,B7
0B4,00,00,00,00,0C,08,ED,BD
0B4,00,00,00,00,10,08,F4,C8
0B4,00,00,00,00,14,08,F7,CF
0B4,00,00,00,00,14,08,F9,D1
0B4,00,00,00,00,18,08,F7,D3
0B4,00,00,00,00,1C,09,06,E7
0B4,00,00,00,00,20,09,0A,EF
0B4,00,00,00,00,20,09,04,E9
0B4,00,00,00,00,24,09,16,FF
0B4,00,00,00,00,28,09,1C,09
0B4,00,00,00,00,2C,09,1C,0D
0B4,00,00,00,00,30,09,2C,21
