361,80,0E,00,00,00,00,00,00
361,80,0E,00,00,00,00,00,00
361,80,0E,00,00,00,00,00,00
361,80,0E,00,00,00,00,00,00
361,80,0E,00,00,00,00,00,00
361,80,0E,00,00,00,00,00,00
361,80,0F,00,00,00,00,00,00
361,80,0F,00,00,00,00,00,00
361,80,0F,00,00,00,00,00,00
361,80,0F,00,00,00,00,00,00
361,80,0F,00,00,00,00,00,00
361,80,0F,00,00,00,00,00,00
361,80,0F,00,00,00,00,00,00
361,80,0F,00,00,00,00,00,00
361,80,0F,00,00,00,00,00,00
361,80,0F,00,00,00,00,00,00
361,80,10,00,00,00,00,00,00
361,80,10,00,00,00,00,00,00
361,80,10,00,00,00,00,00,00
361,80,10,00,00,00,00,00,00
361,80,10,00,00,00,00,00,00
361,80,10,00,00,00,00,00,00
361,80,10,00,00,00,00,00,00
361,80,10,00,00,00,00,00,00
361,80,10,00,00,00,00,00,00
361,80,10,00,00,00,00,00,00
361,80,10,00,00,00,00,00,00
361,80,10,00,00,00,00,00,00
361,80,10,00,00,00,00,00,00
361,80,10,00,00,00,00,00,00
361,80,11,00,00,00,00,00,00
361,80,11,00,00,00,00,00,00
361,80,11,00,00,00,00,00,00
361,80,11,00,00,00,00,00,00
361,80,11,00,00,00,00,00,00
361,80,11,00,00,00,00,00,00
361,80,11,00,00,00,00,00,00
361,80,11,00,00,00,00,00,00
361,80,11,00,00,00,00,00,00
361,80,12,00,00,00,00,00,00
361,80,12,00,00,00,00,00,00
361,80,12,00,00,00,00,00,00
361,80,12,00,00,00,00,00,00
361,80,12,00,00,00,00,00,00
361,80,12,00,00,00,00,00,00
361,80,12,00,00,00,00,00,00
361,80,12,00,00,00,00,00,00
361,80,12,00,00,00,00,00,00
361,80,12,00,00,00,00,00,00
361,80,12,00,00,00,00,00,00
361,80,12,00,00,00,00,00,00
361,80,12,00,00,00,00,00,00
361,80,12,00,00,00,00,00,00
361,80,13,00,00,00,00,00,00
361,80,13,00,00,00,00,00,00
361,80,13,00,00,00,00,00,00
361,80,13,00,00,00,00,00,00
361,80,13,00,00,00,00,00,00
361,80,13,00,00,00,00,00,00
361,80,13,00,00,00,00,00,00
361,80,13,00,00,00,00,00,00
361,80,13,00,00,00,00,00,00
361,80,13,00,00,00,00,00,00
361,80,13,00,00,00,00,00,00
361,80,13,00,00,00,00,00,00
361,80,14,00,00,00,00,00,00
361,80,14,00,00,00,00,00,00
361,80,14,00,00,00,00,00,00
361,80,14,00,00,00,00,00,00
361,80,14,00,00,00,00,00,00
361,80,14,00,00,00,00,00,00
361,80,14,00,00,00,00,00,00
361,80,14,00,00,00,00,00,00
361,80,14,00,00,00,00,00,00
361,80,14,00,00,00,00,00,00
361,80,14,00,00,00,00,00,00
361,80,15,00,00,00,00,00,00
361,80,15,00,00,00,00,00,00
361,80,15,00,00,00,00,00,00
361,80,15,00,00,00,00,00,00
361,80,15,00,00,00,00,00,00
361,80,15,00,00,00,00,00,00
361,80,15,00,00,00,00,00,00
361,80,15,00,00,00,00,00,00
361,80,15,00,00,00,00,00,00
361,80,15,00,00,00,00,00,00
361,80,15,00,00,00,00,00,00
361,80,15,00,00,00,00,00,00
361,80,15,00,00,00,00,00,00
361,80,15,00,00,00,00,00,00
361,80,16,00,00,00,00,00,00
361,80,16,00,00,00,00,00,00
361,80,16,00,00,00,00,00,00
361,80,16,00,00,00,00,00,00
361,80,16,00,00,00,00,00,00
361,80,16,00,00,00,00,00,00
361,80,16,00,00,00,00,00,00
361,80,16,00,00,00,00,00,00
361,80,16,00,00,00,00,00,00
361,80,16,00,00,00,00,00,00
361,80,16,00,00,00,00,00,00
361,80,17,00,00,00,00,00,00
361,80,17,00,00,00,00,00,00
361,80,17,00,00,00,00,00,00
361,80,17,00,00,00,00,00,00
361,80,17,00,00,00,00,00,00
361,80,17,00,00,00,00,00,00
361,80,17,00,00,00,00,00,00
361,80,17,00,00,00,00,00,00
361,80,17,00,00,00,00,00,00
361,80,17,00,00,00,00,00,00
361,80,17,00,00,00,00,00,00
361,80,17,00,00,00,00,00,00
361,80,17,00,00,00,00,00,00
361,80,17,00,00,00,00,00,00
361,80,18,00,00,00,00,00,00
361,80,18,00,00,00,00,00,00
361,80,17,00,00,00,00,00,00
361,80,18,00,00,00,00,00,00
361,80,18,00,00,00,00,00,00
361,80,18,00,00,00,00,00,00
361,80,18,00,00,00,00,00,00
361,80,18,00,00,00,00,00,00
361,80,18,00,00,00,00,00,00
361,80,18,00,00,00,00,00,00
361,80,18,00,00,00,00,00,00
361,80,18,00,00,00,00,00,00
361,80,18,00,00,00,00,00,00
361,80,18,00,00,00,00,00,00
361,80,18,00,00,00,00,00,00
361,80,18,00,00,00,00,00,00
361,80,19,00,00,00,00,00,00
361,80,19,00,00,00,00,00,00
361,80,19,00,00,00,00,00,00
361,80,19,00,00,00,00,00,00
361,80,19,00,00,00,00,00,00
361,80,19,00,00,00,00,00,00
361,80,19,00,00,00,00,00,00
361,80,19,00,00,00,00,00,00
361,80,19,00,00,00,00,00,00
361,80,19,00,00,00,00,00,00
361,80,19,00,00,00,00,00,00
361,80,1A,00,00,00,00,00,00
361,80,1A,00,00,00,00,00,00
361,80,1A,00,00,00,00,00,00
361,80,1A,00,00,00,00,00,00
361,80,1A,00,00,00,00,00,00
361,80,1A,00,00,00,00,00,00
361,80,1A,00,00,00,00,00,00
361,80,1A,00,00,00,00,00,00
361,80,1A,00,00,00,00,00,00
361,80,1A,00,00,00,00,00,00
361,80,1A,00,00,00,00,00,00
361,80,1B,00,00,00,00,00,00
361,80,1A,00,00,00,00,00,00
361,80,1A,00,00,00,00,00,00
361,80,1B,00,00,00,00,00,00
361,80,1B,00,00,00,00,00,00
361,80,1B,00,00,00,00,00,00
361,80,1B,00,00,00,00,00,00
361,80,1B,00,00,00,00,00,00
361,80,1B,00,00,00,00,00,00
361,80,1B,00,00,00,00,00,00
361,80,1B,00,00,00,00,00,00
361,80,1B,00,00,00,00,00,00
361,80,1B,00,00,00,00,00,00
361,80,1B,00,00,00,00,00,00
361,80,1B,00,00,00,00,00,00
361,80,1B,00,00,00,00,00,00
361,80,1C,00,00,00,00,00,00
361,80,1C,00,00,00,00,00,00
361,80,1C,00,00,00,00,00,00
361,80,1C,00,00,00,00,00,00
361,80,1C,00,00,00,00,00,00
361,80,1C,00,00,00,00,00,00
361,80,1C,00,00,00,00,00,00
361,80,1C,00,00,00,00,00,00
361,80,1C,00,00,00,00,00,00
361,80,1C,00,00,00,00,00,00
361,80,1C,00,00,00,00,00,00
361,80,1C,00,00,00,00,00,00
361,80,1C,00,00,00,00,00,00
361,80,1C,00,00,00,00,00,00
361,80,1D,00,00,00,00,00,00
361,80,1D,00,00,00,00,00,00
361,80,1D,00,00,00,00,00,00
361,80,1D,00,00,00,00,00,00
361,80,1D,00,00,00,00,00,00
361,80,1D,00,00,00,00,00,00
361,80,1D,00,00,00,00,00,00
