0AA,21,D3,21,DB,21,D4,21,E2
0AA,21,D5,21,E8,21,DD,21,E4
0AA,21,D8,21,E9,21,D6,21,E3
0AA,21,E7,21,D9,21,E0,21,EB
0AA,21,EB,21,D9,21,DF,21,E7
0AA,21,DD,21,E8,21,E5,21,EA
0AA,21,E5,21,F5,21,E0,21,E9
0AA,21,EE,21,F4,21,EA,21,F0
0AA,21,F8,21,EA,21,E8,21,FA
0AA,21,EB,21,EF,21,EE,21,FE
0AA,21,EF,21,EF,21,FB,21,F6
0AA,21,F5,21,FB,21,EC,21,F8
0AA,21,FD,21,F5,21,E6,22,03
0AA,21,FC,21,F2,21,E4,21,FF
0AA,21,ED,21,F6,21,EE,22,01
0AA,21,ED,21,FC,21,F7,22,01
0AA,22,02,21,F3,21,F4,22,01
0AA,22,02,21,F3,21,F9,22,0F
0AA,22,02,21,F5,22,05,22,14
0AA,21,FB,22,01,22,01,22,0B
0AA,21,F9,21,FA,21,FD,22,09
0AA,22,07,22,07,21,FE,22,13
0AA,22,05,22,02,21,FC,22,17
0AA,22,04,22,0C,21,FD,22,13
0AA,22,07,22,0B,22,01,22,0F
0AA,22,09,22,12,22,07,22,12
0AA,22,0F,22,0C,22,0D,22,28
0AA,22,14,22,0E,22,0E,22,33
0AA,22,14,22,13,22,12,22,25
0AA,22,14,22,1B,22,1A,22,1C
0AA,22,1F,22,26,22,30,22,38
0AA,22,22,22,24,22,0E,22,3B
0AA,22,24,22,21,22,1F,22,36
0AA,22,2B,22,20,22,1D,22,43
0AA,22,28,22,23,22,33,22,2C
0AA,22,2F,22,29,22,20,22,34
0AA,22,2D,22,36,22,27,22,48
0AA,22,30,22,38,22,34,22,4C
0AA,22,32,22,30,22,3E,22,21
0AA,22,34,22,31,22,2C,22,34
0AA,22,36,22,2F,22,2D,22,5A
0AA,22,2F,22,38,22,27,22,4B
0AA,22,2C,22,37,22,28,22,29
0AA,22,36,22,38,22,36,22,2A
0AA,22,3E,22,37,22,33,22,5A
0AA,22,42,22,39,22,25,22,59
0AA,22,3A,22,3B,22,32,22,3A
0AA,22,3A,22,44,22,45,22,37
0AA,22,42,22,3F,22,3F,22,4E
0AA,22,43,22,46,22,29,22,5B
0AA,22,3F,22,42,22,37,22,5B
0AA,22,3C,22,4B,22,4F,22,54
0AA,22,46,22,4A,22,49,22,54
0AA,22,4D,22,48,22,3B,22,63
0AA,22,53,22,51,22,4C,22,6F
0AA,22,58,22,57,22,5E,22,63
0AA,22,56,22,60,22,5B,22,60
0AA,22,5A,22,62,22,58,22,6D
0AA,22,5D,22,61,22,5A,22,75
0AA,22,61,22,5F,22,62,22,6A
0AA,22,66,22,5B,22,67,22,5F
0AA,22,66,22,63,22,69,22,6B
0AA,22,67,22,67,22,73,22,77
0AA,22,65,22,6D,22,64,22,7C
0AA,22,61,22,6D,22,6B,22,75
0AA,22,67,22,68,22,71,22,74
0AA,22,75,22,6D,22,6A,22,6F
0AA,22,78,22,6E,22,6A,22,76
0AA,22,75,22,73,22,6E,22,79
0AA,22,5A,22,76,22,68,22,85
0AA,22,67,22,75,22,6D,22,7F
0AA,22,72,22,76,22,70,22,84
0AA,22,84,22,72,22,77,22,86
0AA,22,7E,22,74,22,79,22,82
0AA,22,7B,22,82,22,78,22,87
0AA,22,78,22,7D,22,7A,22,8F
0AA,22,87,22,7E,22,7B,22,94
0AA,22,83,22,80,22,7E,22,8E
0AA,22,7F,22,87,22,81,22,94
0AA,22,84,22,8A,22,83,22,9D
0AA,22,91,22,8F,22,81,22,99
0AA,22,99,22,93,22,8C,22,99
0AA,22,8C,22,94,22,92,22,9D
0AA,22,87,22,8F,22,94,22,AB
0AA,22,95,22,95,22,91,22,A3
0AA,22,A6,22,9B,22,96,22,A4
0AA,22,AB,22,A2,22,9C,22,A6
0AA,22,A1,22,A3,22,9E,22,A7
0AA,22,9C,22,9D,22,9D,22,AB
0AA,22,A3,22,A2,22,AA,22,B3
0AA,22,A5,22,A5,22,A7,22,B4
0AA,22,A1,22,B0,22,9F,22,B1
0AA,22,A7,22,A7,22,AE,22,AF
0AA,22,B0,22,A9,22,B1,22,B7
0AA,22,AF,22,A3,22,A5,22,B3
0AA,22,A9,22,A9,22,A1,22,BE
0AA,22,A3,22,AF,22,AB,22,C3
0AA,22,B4,22,B2,22,AD,22,C0
0AA,22,B8,22,B5,22,AC,22,BD
0AA,22,BA,22,B3,22,B1,22,C4
0AA,22,B1,22,B6,22,B2,22,C7
0AA,22,B1,22,B1,22,B0,22,C3
0AA,22,BB,22,BF,22,B4,22,C9
0AA,22,BD,22,CD,22,B2,22,CF
0AA,22,C1,22,D2,22,B7,22,D1
0AA,22,CA,22,C3,22,C0,22,D2
0AA,22,C9,22,B7,22,B3,22,DC
0AA,22,CA,22,C1,22,CA,22,E1
0AA,22,C5,22,CB,22,C2,22,DF
0AA,22,C3,22,D4,22,D5,22,D6
0AA,22,CF,22,D7,22,C4,22,DC
0AA,22,DE,22,D2,22,D0,22,E4
0AA,22,D1,22,CF,22,CF,22,EA
0AA,22,CF,22,DE,22,DA,22,D4
0AA,22,CF,22,E0,22,D4,22,DF
0AA,22,DE,22,E3,22,D4,22,EF
0AA,22,DD,22,DB,22,D4,22,F8
0AA,22,E2,22,E0,22,DF,22,F0
0AA,22,E0,22,E2,22,E2,22,E2
0AA,22,E9,22,E2,22,D3,22,E6
0AA,22,E4,22,E3,22,D7,22,F1
0AA,22,DC,22,DF,22,DF,22,FF
0AA,22,D8,22,E6,22,E8,22,F9
0AA,22,DA,22,E6,22,D7,22,F5
0AA,22,EC,22,E3,22,E6,22,FF
0AA,22,EE,22,EB,22,F0,22,F9
0AA,22,F0,22,E4,22,ED,22,F6
0AA,22,ED,22,F3,22,E5,22,FF
0AA,22,E8,22,F4,22,E5,23,11
0AA,22,F2,22,F6,22,F1,23,09
0AA,22,F2,22,F6,22,ED,22,FA
0AA,22,F7,22,F9,22,F4,23,00
0AA,23,00,22,FD,22,F2,23,10
0AA,22,FF,23,00,23,00,23,12
0AA,22,F8,23,04,23,03,23,13
0AA,22,FC,23,00,23,07,23,08
0AA,23,02,23,06,22,FA,23,04
0AA,23,0C,23,0A,22,FB,23,0E
0AA,23,09,23,08,23,03,23,16
0AA,23,07,23,0C,22,FF,23,16
0AA,23,0B,23,0A,23,05,23,10
0AA,23,0D,23,10,23,10,23,16
0AA,23,10,23,0E,23,19,23,17
0AA,23,13,23,08,23,19,23,1A
0AA,23,16,23,0F,23,1C,23,1B
0AA,23,14,23,0F,23,15,23,1F
0AA,23,09,23,15,23,17,23,1E
0AA,23,0C,23,11,23,0C,23,19
0AA,23,0B,23,14,23,0E,23,23
0AA,23,18,23,12,23,17,23,28
0AA,23,18,23,15,23,1F,23,18
0AA,23,15,23,13,23,12,23,19
0AA,23,1E,23,19,23,10,23,2B
0AA,23,19,23,1E,23,14,23,3B
0AA,23,19,23,17,23,1A,23,2C
0AA,23,1A,23,20,23,1B,23,20
0AA,23,20,23,20,23,24,23,34
0AA,23,26,23,26,23,22,23,40
0AA,23,29,23,2A,23,23,23,3D
0AA,23,29,23,2D,23,2D,23,34
0AA,23,31,23,2C,23,2F,23,39
0AA,23,3B,23,2E,23,2D,23,3B
0AA,23,38,23,2F,23,30,23,3F
0AA,23,39,23,33,23,3B,23,3C
0AA,23,37,23,3C,23,44,23,42
0AA,23,35,23,38,23,38,23,43
0AA,23,3B,23,40,23,3C,23,4F
0AA,23,41,23,3B,23,45,23,45
0AA,23,40,23,40,23,42,23,46
0AA,23,3D,23,42,23,3D,23,48
0AA,23,43,23,43,23,3C,23,5B
0AA,23,44,23,42,23,42,23,5B
0AA,23,4E,23,3F,23,45,23,50
0AA,23,42,23,41,23,45,23,55
0AA,23,48,23,49,23,49,23,5D
0AA,23,51,23,59,23,45,23,63
0AA,23,5B,23,50,23,49,23,62
0AA,23,55,23,50,23,4C,23,66
0AA,23,4C,23,51,23,4E,23,76
0AA,23,51,23,4E,23,50,23,70
0AA,23,4D,23,5D,23,54,23,72
0AA,23,6B,23,60,23,66,23,74
0AA,23,6C,23,68,23,66,23,7C
0AA,23,63,23,6A,23,69,23,7F
0AA,23,62,23,68,23,6B,23,7B
0AA,23,67,23,6A,23,6D,23,7C
0AA,23,74,23,6C,23,6D,23,7A
0AA,23,7D,23,75,23,6E,23,7B
0AA,23,82,23,7D,23,81,23,88
0AA,23,70,23,81,23,76,23,89
0AA,23,74,23,7E,23,7B,23,8A
0AA,23,72,23,7B,23,80,23,87
0AA,23,84,23,7C,23,7A,23,8E
0AA,23,80,23,7B,23,78,23,8B
0AA,23,7B,23,82,23,70,23,8E
0AA,23,73,23,80,23,7B,23,97
0AA,23,80,23,80,23,7B,23,93
0AA,23,8B,23,7C,23,7E,23,8F
0AA,23,90,23,81,23,80,23,8B
0AA,23,89,23,8A,23,81,23,97
0AA,23,8A,23,8F,23,85,23,93
0AA,23,84,23,8E,23,82,23,92
0AA,23,8F,23,96,23,81,23,9C
0AA,23,8F,23,95,23,81,23,A1
0AA,23,98,23,99,23,8A,23,A4
0AA,23,92,23,9F,23,97,23,A0
0AA,23,97,23,9E,23,8D,23,A4
0AA,23,97,23,9F,23,8F,23,B1
0AA,23,9F,23,A2,23,8F,23,B4
0AA,23,A6,23,9F,23,98,23,A3
0AA,23,AA,23,A4,23,99,23,9B
0AA,23,AB,23,B0,23,A0,23,BC
0AA,23,AE,23,AD,23,B0,23,B1
0AA,23,A9,23,AD,23,9E,23,BA
0AA,23,A9,23,A4,23,A7,23,AF
0AA,23,A4,23,A9,23,AF,23,BC
0AA,23,A7,23,A6,23,B2,23,B5
0AA,23,B5,23,B3,23,9E,23,B2
0AA,23,AA,23,B4,23,A4,23,C3
0AA,23,BE,23,BC,23,AD,23,C4
0AA,23,AD,23,A6,23,B4,23,BC
0AA,23,B7,23,B8,23,B5,23,BB
0AA,23,B3,23,B5,23,B3,23,CB
0AA,23,BA,23,C7,23,B6,23,D3
0AA,23,BF,23,C0,23,BC,23,CE
0AA,23,B5,23,C1,23,B9,23,CE
0AA,23,BC,23,BD,23,BC,23,D7
0AA,23,B8,23,BC,23,BA,23,DE
0AA,23,C6,23,C7,23,BE,23,DF
0AA,23,CA,23,C2,23,C8,23,DD
0AA,23,C9,23,CA,23,D0,23,DB
0AA,23,C3,23,CE,23,CF,23,D3
0AA,23,D4,23,C8,23,C9,23,D7
0AA,23,D5,23,D5,23,D0,23,DF
0AA,23,D7,23,D3,23,DB,23,E5
0AA,23,D1,23,D9,23,DF,23,DD
0AA,23,CF,23,D3,23,D3,23,DE
0AA,23,D2,23,D4,23,D8,23,E8
0AA,23,DB,23,DD,23,DF,23,E2
0AA,23,DB,23,D3,23,D3,23,E2
0AA,23,D9,23,D9,23,CD,23,EE
0AA,23,D0,23,D7,23,D1,23,F6
0AA,23,DD,23,D9,23,D1,23,E7
0AA,23,D9,23,D9,23,DA,23,E6
0AA,23,E4,23,D2,23,DF,23,F9
0AA,23,E1,23,DF,23,D9,23,F6
0AA,23,E8,23,E4,23,DC,23,E9
0AA,23,E1,23,EC,23,D6,23,F5
0AA,23,E3,23,E8,23,D4,23,FB
0AA,23,E7,23,E9,23,D5,23,F7
0AA,23,EA,23,E2,23,D7,23,FA
0AA,23,EF,23,F0,23,EA,24,00
0AA,23,E9,23,EB,23,DE,23,F8
0AA,23,E8,23,F0,23,F6,24,03
0AA,23,EE,23,F1,23,EA,24,04
0AA,23,F9,23,F5,23,F4,24,04
0AA,23,F8,23,FA,23,ED,23,FD
0AA,23,EB,24,01,23,F9,24,08
0AA,23,E8,23,FF,23,F9,24,16
0AA,23,E6,23,F9,23,F2,24,03
0AA,24,03,23,F9,24,04,24,0D
0AA,24,10,24,00,24,04,24,0A
0AA,24,10,24,02,23,FD,24,0C
0AA,24,05,23,F5,23,F2,24,10
0AA,23,ED,24,06,24,07,24,1C
0AA,23,F4,23,ED,24,0B,24,1C
0AA,24,05,24,04,24,06,24,01
0AA,24,05,24,06,24,05,24,13
0AA,23,F8,24,23,24,12,24,1F
0AA,23,FC,24,16,24,06,24,22
0AA,23,FC,24,0E,24,0A,24,1F
0AA,24,28,24,05,24,0D,24,20
0AA,24,14,24,12,24,11,24,37
0AA,24,21,24,1C,24,14,24,39
0AA,24,07,24,28,24,1C,24,38
0AA,24,1B,24,1F,24,1F,24,31
0AA,24,1E,24,22,24,1C,24,32
0AA,24,3F,24,18,24,19,24,36
0AA,24,28,24,25,24,25,24,35
0AA,24,2B,24,32,24,28,24,3A
0AA,24,23,24,2E,24,39,24,3E
0AA,24,39,24,2D,24,2F,24,39
0AA,24,38,24,32,24,3D,24,3D
0AA,24,3D,24,2E,24,3C,24,42
0AA,24,34,24,38,24,37,24,44
0AA,24,37,24,40,24,31,24,4A
0AA,24,35,24,39,24,40,24,4C
0AA,24,26,24,44,24,47,24,53
