0AA,24,49,24,32,24,3C,24,4D
0AA,24,4C,24,45,24,38,24,59
0AA,24,52,24,4A,24,34,24,54
0AA,24,44,24,4E,24,23,24,5A
0AA,24,32,24,4A,24,30,24,5A
0AA,24,43,24,43,24,37,24,5B
0AA,24,4F,24,45,24,49,24,5A
0AA,24,5E,24,4C,24,4B,24,72
0AA,24,53,24,5B,24,65,24,59
0AA,24,4D,24,56,24,6C,24,64
0AA,24,4F,24,5B,24,4B,24,64
0AA,24,60,24,56,24,4A,24,70
0AA,24,6C,24,60,24,40,24,76
0AA,24,65,24,69,24,5C,24,52
0AA,24,60,24,68,24,68,24,61
0AA,24,64,24,64,24,59,24,66
0AA,24,72,24,61,24,60,24,81
0AA,24,75,24,66,24,62,24,71
0AA,24,6A,24,66,24,60,24,64
0AA,24,5D,24,64,24,51,24,73
0AA,24,6B,24,65,24,4A,24,7C
0AA,24,6B,24,60,24,59,24,77
0AA,24,6F,24,63,24,5C,24,6D
0AA,24,6E,24,68,24,67,24,71
0AA,24,74,24,69,24,5C,24,7E
0AA,24,68,24,6D,24,58,24,76
0AA,24,66,24,66,24,5F,24,77
0AA,24,6B,24,73,24,6D,24,7E
0AA,24,79,24,71,24,74,24,83
0AA,24,82,24,7B,24,66,24,8F
0AA,24,75,24,78,24,87,24,85
0AA,24,74,24,7C,24,80,24,84
0AA,24,83,24,7C,24,8A,24,7F
0AA,24,8A,24,7E,24,80,24,92
0AA,24,89,24,87,24,88,24,9B
0AA,24,89,24,81,24,99,24,8E
0AA,24,85,24,84,24,97,24,88
0AA,24,89,24,84,24,92,24,91
0AA,24,8C,24,89,24,8B,24,96
0AA,24,8B,24,80,24,89,24,9A
0AA,24,89,24,82,24,90,24,9E
0AA,24,86,24,81,24,8B,24,9A
0AA,24,84,24,88,24,8B,24,94
0AA,24,8F,24,84,24,94,24,9C
0AA,24,8C,24,8C,24,8A,24,9D
0AA,24,94,24,8B,24,8C,24,9C
0AA,24,92,24,96,24,90,24,A5
0AA,24,90,24,91,24,98,24,A7
0AA,24,8F,24,94,24,92,24,A5
0AA,24,96,24,90,24,97,24,AC
0AA,24,A0,24,9C,24,A6,24,B8
0AA,24,9F,24,A5,24,A8,24,AF
0AA,24,A3,24,9D,24,A2,24,AC
0AA,24,B0,24,98,24,AC,24,B0
0AA,24,A9,24,96,24,AE,24,AE
0AA,24,AE,24,A1,24,B3,24,AE
0AA,24,AE,24,AC,24,B9,24,B3
0AA,24,B7,24,AA,24,B6,24,B7
0AA,24,B7,24,A6,24,BA,24,B4
0AA,24,B8,24,B2,24,B5,24,AF
0AA,24,B4,24,B8,24,AD,24,BC
0AA,24,B2,24,AF,24,AC,24,C5
0AA,24,BA,24,A8,24,B3,24,C4
0AA,24,B6,24,A4,24,B5,24,B8
0AA,24,BF,24,AF,24,B9,24,BC
0AA,24,C4,24,B7,24,B9,24,C9
0AA,24,C4,24,B4,24,BF,24,CD
0AA,24,BE,24,BC,24,B9,24,CF
0AA,24,C7,24,B5,24,BD,24,C9
0AA,24,CB,24,C3,24,C5,24,D9
0AA,24,CE,24,C0,24,CA,24,DD
0AA,24,DB,24,CA,24,D0,24,DE
0AA,24,DD,24,CB,24,D4,24,DA
0AA,24,CE,24,D3,24,D3,24,D9
0AA,24,DC,24,C8,24,D4,24,D4
0AA,24,D8,24,CA,24,DD,24,E8
0AA,24,D9,24,D9,24,E1,24,E9
0AA,24,DA,24,D5,24,DA,24,E4
0AA,24,DF,24,E3,24,DD,24,E3
0AA,24,E6,24,D5,24,ED,24,ED
0AA,24,EB,24,DA,24,EB,24,F4
0AA,24,E9,24,DA,24,D7,24,F0
0AA,24,E5,24,DF,24,D8,24,F0
0AA,24,E7,24,DB,24,DE,24,F5
0AA,24,ED,24,D7,24,E3,24,E6
0AA,24,EF,24,DD,24,EA,24,F8
0AA,24,E7,24,DF,24,ED,24,EA
0AA,24,F5,24,EB,24,E3,24,EE
0AA,24,E7,24,E9,24,E6,24,FB
0AA,24,FB,24,D3,24,EB,25,00
0AA,24,EE,24,ED,24,E8,24,F8
0AA,25,0B,24,EA,24,F3,24,F6
0AA,24,F6,24,FF,24,FB,25,02
0AA,24,FD,24,F2,25,01,25,09
0AA,25,09,24,F6,24,F7,24,F3
0AA,25,02,24,EF,24,FC,24,FD
0AA,25,1A,25,00,25,08,25,0E
0AA,24,EF,25,02,25,0D,25,03
0AA,25,15,24,F9,24,FD,25,07
0AA,25,05,24,F9,25,11,25,09
0AA,25,1D,24,FE,25,10,25,10
0AA,25,0D,25,15,25,0A,25,0E
0AA,25,0B,25,0C,25,02,25,16
0AA,25,10,25,0F,25,0F,25,1A
0AA,25,0E,24,FB,25,1A,25,0B
0AA,25,12,24,F9,25,15,25,18
0AA,25,1F,25,03,25,0A,25,1C
0AA,25,2A,25,12,25,11,25,25
0AA,25,1C,25,0E,25,16,25,1D
0AA,25,11,25,0C,25,19,25,17
0AA,25,19,25,0E,25,17,25,31
0AA,25,26,25,1D,25,1F,25,35
0AA,25,25,25,1A,25,29,25,21
0AA,25,23,25,10,25,2A,25,27
0AA,25,27,25,09,25,26,25,38
0AA,25,2D,25,1C,25,22,25,35
0AA,25,2C,25,32,25,2C,25,34
0AA,25,36,25,30,25,45,25,28
0AA,25,2F,25,27,25,2F,25,35
0AA,25,38,25,18,25,38,25,3E
0AA,25,31,25,24,25,36,25,38
0AA,25,30,25,2C,25,34,25,35
0AA,25,35,25,34,25,31,25,3A
0AA,25,3F,25,25,25,30,25,4B
0AA,25,47,25,27,25,47,25,34
0AA,25,1C,25,0A,25,28,25,43
0AA,25,5D,25,4B,25,42,25,3B
0AA,25,2F,25,32,25,2D,25,43
0AA,25,5E,25,52,25,39,25,38
0AA,25,39,25,2C,25,36,25,48
0AA,25,4D,25,2C,25,3B,25,57
0AA,25,52,25,31,25,3D,25,4F
0AA,25,41,25,48,25,40,25,45
0AA,25,44,25,4C,25,45,25,50
0AA,25,4F,25,39,25,4C,25,5A
0AA,25,5C,25,3C,25,4D,25,53
0AA,25,66,25,31,25,54,25,50
0AA,25,5E,25,4F,25,5B,25,5A
0AA,25,4F,25,4A,25,5B,25,5E
0AA,25,4B,25,52,25,65,25,63
0AA,25,53,25,4A,25,66,25,5B
0AA,25,6D,25,4B,25,52,25,4D
0AA,25,2E,25,48,25,4C,25,5B
0AA,25,5F,25,50,25,5F,25,6B
0AA,25,52,25,48,25,54,25,63
0AA,25,79,25,44,25,5D,25,4F
0AA,25,61,25,48,25,5D,25,62
0AA,25,58,25,51,25,61,25,72
0AA,25,4B,25,5A,25,53,25,6F
0AA,25,57,25,4A,25,56,25,6A
0AA,25,73,25,57,25,68,25,78
0AA,25,71,25,5B,25,62,25,67
0AA,25,67,25,68,25,5F,25,62
0AA,25,63,25,6C,25,5C,25,60
0AA,25,74,25,64,25,75,25,8D
0AA,25,7B,25,5C,25,71,25,73
0AA,25,7A,25,5F,25,63,25,68
0AA,25,7D,25,72,25,78,25,71
0AA,25,7F,25,7C,25,8E,25,86
0AA,25,88,25,66,25,8C,25,83
0AA,25,7B,25,62,25,6D,25,76
0AA,25,81,25,70,25,6E,25,8B
0AA,25,82,25,6F,25,7B,25,91
0AA,25,82,25,76,25,7D,25,6C
0AA,25,81,25,6A,25,87,25,7D
0AA,25,8B,25,6F,25,8B,25,95
0AA,25,90,25,7B,25,8A,25,97
0AA,25,8A,25,76,25,86,25,8A
0AA,25,94,25,7A,25,AC,25,8B
0AA,25,88,25,72,25,77,25,A5
0AA,25,9C,25,7B,25,8F,25,9E
0AA,25,8F,25,7E,25,7C,25,A6
0AA,25,A5,25,8B,25,B9,25,8D
0AA,25,99,25,84,25,9B,25,85
0AA,25,A4,25,8A,25,9E,25,A1
0AA,25,9F,25,88,25,A2,25,BA
0AA,25,A8,25,8A,25,AD,25,8C
0AA,25,A1,25,8C,25,A5,25,85
0AA,25,A3,25,94,25,B4,25,A3
0AA,25,A6,25,9C,25,A7,25,B6
0AA,25,A6,25,9C,25,93,25,A4
0AA,25,AB,25,93,25,A2,25,9B
0AA,25,A6,25,8D,25,A9,25,9E
0AA,25,AB,25,8D,25,98,25,A1
0AA,25,B3,25,95,25,93,25,A6
0AA,25,B9,25,99,25,A8,25,AE
0AA,25,AF,25,9B,25,A2,25,AA
0AA,25,BC,25,AE,25,A3,25,99
0AA,25,BA,25,82,25,AC,25,BA
0AA,25,C2,25,AE,25,AB,25,C5
0AA,25,A3,25,AA,25,AD,25,B1
0AA,25,B9,25,B4,25,C3,25,B0
0AA,25,CC,25,BF,25,BD,25,B5
0AA,25,C8,25,9C,25,BD,25,C9
0AA,25,C3,25,A9,25,BA,25,C7
0AA,25,B5,25,A8,25,CA,25,C4
0AA,25,CC,25,B6,25,CA,25,BC
0AA,25,DA,25,AC,25,CB,25,BF
0AA,25,E4,25,C4,25,D0,25,CC
0AA,25,CD,25,92,25,CC,25,CC
0AA,25,CB,25,C8,25,CB,25,C4
0AA,25,CD,25,9F,25,C9,25,C2
0AA,25,BE,25,B8,25,D5,25,CA
0AA,25,D5,25,AD,25,D5,25,C1
0AA,25,C5,25,B4,25,CE,25,C8
0AA,25,D5,25,B4,25,CB,25,D4
0AA,25,D3,25,B7,25,D1,25,D6
0AA,25,E3,25,AD,25,D2,25,CC
0AA,25,E5,25,B6,25,D3,25,CC
0AA,25,D9,25,BF,25,E1,25,D2
0AA,25,D7,25,C2,25,DF,25,D7
0AA,25,E2,25,BC,25,E6,25,C7
0AA,25,DF,25,C3,25,E0,25,D6
0AA,25,DC,25,BF,25,F6,25,EE
0AA,25,E0,25,C7,25,EA,25,BE
0AA,25,F2,25,C1,25,F6,25,BC
0AA,25,F4,25,C7,25,DA,25,DA
0AA,25,E8,25,C5,25,F4,25,E3
0AA,25,E4,25,C3,25,CA,25,D2
0AA,25,F5,25,C8,25,F6,25,BA
0AA,26,00,25,C3,25,E9,25,DE
0AA,25,EA,25,C9,25,E5,25,E7
0AA,26,05,25,CC,25,DA,25,E6
0AA,25,E6,25,CF,25,F5,25,E0
0AA,25,F5,25,CD,25,F6,25,E4
0AA,25,F8,25,D3,25,EF,25,F1
0AA,26,08,25,D1,25,F8,25,FA
0AA,26,05,25,E0,26,1D,26,02
0AA,26,0E,25,E1,26,09,25,E8
0AA,26,17,25,E8,26,05,26,03
0AA,26,14,25,DC,26,02,26,01
0AA,26,0F,25,E3,26,1A,26,07
0AA,26,04,25,ED,26,16,26,06
0AA,26,13,25,F4,26,1E,26,04
0AA,26,29,25,F0,26,2D,26,18
0AA,26,32,25,EE,26,2E,26,0B
0AA,26,2A,25,F4,26,21,26,10
0AA,26,18,25,FA,26,26,26,17
0AA,26,1A,25,FC,26,24,26,10
0AA,26,20,25,F8,26,24,26,11
0AA,26,35,25,F9,26,1D,26,09
0AA,26,2E,25,F9,26,29,26,15
0AA,26,31,26,09,26,19,26,19
0AA,26,30,26,03,26,1B,26,13
0AA,26,46,26,02,26,1F,26,1D
0AA,26,43,26,03,26,27,26,20
0AA,26,35,26,0F,26,39,26,13
0AA,26,3B,26,14,26,28,26,11
0AA,26,40,26,13,26,3F,26,1D
0AA,26,4B,26,13,26,3D,26,19
0AA,26,45,26,19,26,3F,26,16
0AA,26,44,26,1A,26,39,26,14
0AA,26,4F,26,19,26,40,26,1D
0AA,26,53,26,16,26,3F,26,1B
0AA,26,50,26,13,26,3B,26,16
0AA,26,49,26,1C,26,37,26,20
0AA,26,41,26,1C,26,41,26,1F
0AA,26,48,26,17,26,3D,26,1F
0AA,26,4E,26,16,26,3E,26,24
0AA,26,52,26,13,26,37,26,24
0AA,26,51,26,1D,26,37,26,27
0AA,26,52,26,1C,26,47,26,24
0AA,26,55,26,20,26,47,26,2C
0AA,26,58,26,24,26,57,26,3B
0AA,26,55,26,22,26,5C,26,39
0AA,26,58,26,24,26,5A,26,31
0AA,26,6C,26,20,26,4E,26,2A
0AA,26,4F,26,29,26,59,26,3D
0AA,26,55,26,24,26,64,26,4A
0AA,26,4F,26,34,26,64,26,2F
0AA,26,81,26,37,26,68,26,38
0AA,26,76,26,2C,26,74,26,45
0AA,26,73,26,20,26,66,26,4C
0AA,26,56,26,29,26,62,26,48
0AA,26,5B,26,2F,26,68,26,4D
0AA,26,61,26,31,26,6C,26,41
0AA,26,73,26,23,26,5E,26,48
0AA,26,71,26,25,26,66,26,47
0AA,26,6D,26,38,26,60,26,55
0AA,26,72,26,35,26,77,26,4B
0AA,26,7C,26,2E,26,6F,26,52
0AA,26,7F,26,2F,26,85,26,5F
0AA,26,76,26,35,26,7A,26,5C
0AA,26,80,26,4C,26,79,26,50
0AA,26,7D,26,50,26,7A,26,50
0AA,26,7E,26,20,26,88,26,52
0AA,26,82,26,4D,26,89,26,5E
0AA,26,7F,26,39,26,8C,26,5F
0AA,26,9C,26,5C,26,94,26,64
0AA,26,96,26,4F,26,9A,26,62
0AA,26,7C,26,41,26,83,26,63
0AA,26,95,26,4D,26,9A,26,66
0AA,26,92,26,45,26,83,26,66
0AA,26,9A,26,4C,26,8D,26,56
0AA,26,95,26,4F,26,72,26,66
0AA,26,96,26,52,26,97,26,6C
0AA,26,91,26,52,26,85,26,63
0AA,26,A6,26,58,26,97,26,5C
0AA,26,A8,26,52,26,9C,26,80
0AA,26,98,26,58,26,B6,26,8F
0AA,26,A5,26,5F,26,A4,26,6E
0AA,26,AD,26,6C,26,A0,26,63
0AA,26,B2,26,69,26,9A,26,7B
0AA,26,A9,26,61,26,A2,26,82
0AA,26,AD,26,5F,26,9B,26,75
0AA,26,A9,26,71,26,B1,26,70
0AA,26,B8,26,79,26,BC,26,77
0AA,26,AF,26,71,26,AD,26,7F
0AA,26,B8,26,6E,26,A6,26,86
0AA,26,A7,26,75,26,A7,26,96
0AA,26,BD,26,62,26,B1,26,5F
0AA,26,C4,26,71,26,A8,26,81
0AA,26,CE,26,6B,26,AC,26,8F
0AA,26,B8,26,77,26,A8,26,8F
0AA,26,C7,26,7B,26,B4,26,74
0AA,26,C5,26,70,26,B0,26,81
0AA,26,D9,26,7D,26,CD,26,A5
0AA,26,CE,26,82,26,C1,26,95
0AA,26,C3,26,8A,26,BA,26,7C
0AA,26,C8,26,8F,26,C5,26,9A
0AA,26,CF,26,81,26,CB,26,A0
0AA,26,C5,26,82,26,DE,26,95
0AA,26,E4,26,87,26,CC,26,94
0AA,26,DC,26,97,26,E5,26,9A
0AA,26,D4,26,8F,26,D8,26,A7
0AA,26,D3,26,8F,26,D3,26,9D
0AA,26,DD,26,8F,26,D9,26,A6
0AA,26,DE,26,94,26,D0,26,A6
0AA,26,DB,26,8D,26,D5,26,A2
0AA,26,E0,26,88,26,E0,26,A7
0AA,26,E1,26,7D,26,D3,26,9E
0AA,26,EA,26,9B,26,D1,26,AC
0AA,26,E2,26,B0,26,D5,26,B7
0AA,26,E4,26,B0,26,DF,26,AF
0AA,26,DA,26,A1,26,DC,26,B6
