3A1,00,00,00,00,50,00,0A,47
3A1,00,00,00,00,50,00,0A,21
3A1,00,00,00,00,50,00,09,F4
3A1,00,00,00,00,50,00,09,B3
3A1,00,00,00,00,50,00,09,77
3A1,00,00,00,00,50,00,09,56
3A1,00,00,00,00,50,00,09,2B
3A1,00,00,00,00,50,00,08,FE
3A1,00,00,00,00,50,00,08,D7
3A1,00,00,00,00,40,00,00,00
3A1,00,00,00,00,40,00,00,00
3A1,00,00,00,00,40,00,00,00
3A1,00,00,00,00,40,00,00,00
3A1,00,00,00,00,40,00,00,00
3A1,00,00,00,00,40,00,00,00
3A1,00,00,00,00,40,00,00,00
3A1,00,00,00,00,40,00,00,00
3A1,00,00,00,00,40,00,00,00
3A1,00,00,00,00,50,00,08,98
3A1,00,00,00,00,50,00,08,EE
3A1,00,00,00,00,50,00,09,4F
3A1,00,00,00,00,50,00,09,D0
3A1,00,00,00,00,50,00,0A,2C
3A1,00,00,00,00,50,00,0A,46
3A1,00,00,00,00,50,00,0A,4A
3A1,00,00,00,00,50,00,0A,3B
3A1,00,00,00,00,50,00,09,F3
3A1,00,00,00,00,50,00,09,B7
3A1,00,00,00,00,50,00,09,7A
3A1,00,00,00,00,50,00,09,4E
3A1,00,00,00,04,50,00,09,2D
3A1,00,00,00,04,50,00,08,FD
3A1,00,00,00,04,50,00,08,C6
3A1,00,00,00,04,40,00,00,00
3A1,00,00,00,04,40,00,00,00
3A1,00,00,00,04,40,00,00,00
3A1,00,00,00,04,40,00,00,00
3A1,00,00,00,04,40,00,00,00
3A1,00,00,00,04,40,00,00,00
3A1,00,00,00,04,40,00,00,00
3A1,00,00,00,04,40,00,00,00
3A1,00,00,00,04,40,00,00,00
3A1,00,00,00,04,50,00,08,98
3A1,00,00,00,04,50,00,08,F4
3A1,00,00,00,04,50,00,09,7B
3A1,00,00,00,04,50,00,09,E2
3A1,00,00,00,04,50,00,09,FD
3A1,00,00,00,04,50,00,0A,30
3A1,00,00,00,00,50,00,0A,15
3A1,00,00,00,00,50,00,09,E1
3A1,00,00,00,00,50,00,09,B0
3A1,00,00,00,00,50,00,09,78
3A1,00,00,00,00,50,00,09,52
3A1,00,00,00,00,50,00,09,2C
3A1,00,00,00,00,50,00,09,0C
3A1,00,00,00,00,50,00,08,F3
3A1,00,00,00,00,50,00,08,E1
3A1,00,00,00,00,50,00,08,CB
3A1,00,00,00,04,50,00,08,BC
3A1,00,00,00,04,50,00,08,AC
3A1,00,00,00,04,50,00,08,98
3A1,00,00,00,04,40,00,00,00
3A1,00,00,00,04,40,00,00,00
3A1,00,00,00,04,40,00,00,00
3A1,00,00,00,04,40,00,00,00
3A1,00,00,00,04,40,00,00,00
3A1,00,00,00,04,40,00,00,00
3A1,00,00,00,04,40,00,00,00
3A1,00,00,00,04,40,00,00,00
3A1,00,00,00,04,40,00,00,00
3A1,00,00,00,04,50,00,08,98
3A1,00,00,00,04,50,00,08,D1
3A1,00,00,00,04,50,00,09,5A
3A1,00,00,00,04,50,00,09,E0
3A1,00,00,00,04,50,00,0A,24
3A1,00,00,00,04,50,00,0A,5D
3A1,00,00,00,04,50,00,0A,62
3A1,00,00,00,04,50,00,0A,42
3A1,00,00,00,04,50,00,0A,1C
3A1,00,00,00,04,50,00,09,F4
3A1,00,00,00,04,50,00,09,E4
3A1,00,00,00,04,50,00,09,C5
3A1,00,00,00,04,50,00,09,95
