0AA,33,211,33,219,33,212,33,226
0AA,0,6,0,51,0,9,0,6
0AA,0,13,0,1,0,11,0,7
0AA,0,63,0,48,0,54,0,8
0AA,0,12,0,0,0,63,0,12
0AA,0,54,0,49,0,58,0,13
0AA,0,56,0,29,0,5,0,3
0AA,0,11,0,1,0,10,0,25
0AA,0,22,0,30,0,2,0,10
0AA,0,19,0,5,0,6,0,4
0AA,0,4,0,0,0,21,0,8
0AA,0,26,0,20,0,23,0,14
0AA,0,8,0,14,0,10,3,251
0AA,0,1,0,7,0,2,3,252
0AA,0,17,0,4,0,10,3,254
0AA,0,0,0,10,0,25,0,0
0AA,3,239,0,15,0,3,0,0
0AA,0,0,0,0,0,13,0,14
0AA,0,0,0,6,3,252,0,27
0AA,3,249,3,244,0,4,0,31
0AA,0,2,3,251,3,252,0,2
0AA,3,254,3,253,0,3,0,26
0AA,0,2,0,5,0,2,0,4
0AA,0,1,0,14,0,1,0,4
0AA,0,3,0,7,3,252,0,28
0AA,0,14,0,25,0,6,0,29
0AA,0,6,0,30,0,10,0,58
0AA,0,27,0,2,0,3,0,27
0AA,0,0,0,29,0,28,0,22
0AA,0,0,0,8,0,8,0,57
0AA,0,11,0,61,0,42,0,36
0AA,0,61,0,2,0,62,0,3
0AA,0,6,0,5,0,17,0,13
0AA,0,15,0,1,0,2,0,117
0AA,0,3,0,3,0,46,0,111
0AA,0,7,0,10,0,19,0,24
0AA,0,2,0,31,0,7,0,124
0AA,0,29,0,14,0,19,0,4
0AA,0,2,0,8,0,10,0,109
0AA,0,6,0,1,0,18,0,21
0AA,0,2,0,30,0,1,0,110
0AA,0,25,0,23,0,10,0,17
0AA,0,3,0,15,0,15,0,98
0AA,0,26,0,15,0,30,0,3
0AA,0,8,0,15,0,5,0,112
0AA,0,124,0,14,0,22,0,3
0AA,0,120,0,2,0,23,0,99
0AA,0,0,0,127,0,119,0,13
0AA,0,120,0,123,0,122,0,121
0AA,0,1,0,121,0,22,0,21
0AA,0,124,0,4,0,30,0,0
0AA,0,3,0,9,0,120,0,15
0AA,0,122,0,1,0,6,0,0
0AA,0,11,0,2,0,114,0,55
0AA,0,30,0,25,0,119,0,12
0AA,0,11,0,6,0,18,0,12
0AA,0,14,0,55,0,5,0,3
0AA,0,12,0,2,0,3,0,13
0AA,0,7,0,3,0,2,0,24
0AA,0,60,0,62,0,56,0,31
0AA,0,7,0,4,0,5,0,53
0AA,0,0,0,56,0,14,0,52
0AA,0,1,0,4,0,26,0,28
0AA,0,2,0,10,0,23,0,11
0AA,0,4,0,0,0,15,0,9
0AA,0,6,0,5,0,26,0,1
0AA,0,18,0,5,0,27,0,27
0AA,0,13,0,3,0,0,0,25
0AA,0,13,0,29,0,4,0,15
0AA,0,47,0,5,0,6,0,252
0AA,0,61,0,3,0,5,0,250
0AA,0,21,0,3,0,29,0,251
0AA,0,246,0,4,0,7,0,2
0AA,0,250,0,6,0,14,0,4
0AA,0,5,0,246,0,1,0,5
0AA,0,3,0,255,0,2,0,8
0AA,0,255,0,3,0,1,0,27
0AA,0,4,0,254,0,5,0,26
0AA,0,252,0,7,0,255,0,26
0AA,0,251,0,13,0,2,0,9
0AA,0,21,0,5,0,2,0,4
0AA,0,8,0,28,0,13,0,0
0AA,0,21,0,7,0,30,0,4
0AA,0,11,0,27,0,6,0,54
0AA,0,18,0,26,0,5,0,8
0AA,0,51,0,14,0,7,0,7
0AA,0,13,0,57,0,10,0,2
0AA,0,10,0,1,0,2,0,1
0AA,0,61,0,62,0,3,0,12
0AA,0,63,0,63,0,55,0,24
0AA,0,6,0,7,0,13,0,7
0AA,0,4,0,21,0,56,0,5
0AA,0,6,0,23,0,49,0,30
0AA,0,23,0,14,0,31,0,24
0AA,0,31,0,10,0,20,0,4
0AA,0,6,0,10,0,4,0,13
0AA,0,10,0,6,0,10,0,125
0AA,0,23,0,29,0,6,0,3
0AA,0,12,0,7,0,1,0,125
0AA,0,2,0,6,0,29,0,121
0AA,0,11,0,5,0,3,0,3
0AA,0,0,0,7,0,2,0,4
0AA,0,10,0,14,0,4,0,10
0AA,0,6,0,114,0,6,0,6
0AA,0,124,0,31,0,5,0,30
0AA,0,11,0,17,0,119,0,3
0AA,0,3,0,116,0,115,0,14
0AA,0,3,0,118,0,121,0,61
0AA,0,15,0,10,0,8,0,62
0AA,0,6,0,31,0,23,0,9
0AA,0,12,0,3,0,17,0,10
0AA,0,17,0,5,0,20,0,56
0AA,0,15,0,29,0,31,0,14
0AA,0,30,0,17,0,21,0,62
0AA,0,0,0,62,0,14,0,11
0AA,0,17,0,3,0,0,0,48
0AA,0,3,0,56,0,0,0,23
0AA,0,63,0,59,0,11,0,8
0AA,0,2,0,2,0,61,0,18
0AA,0,9,0,0,0,49,0,4
0AA,0,13,0,1,0,4,0,23
0AA,0,56,0,60,0,8,0,14
0AA,0,4,0,57,0,55,0,6
0AA,0,2,0,0,0,63,0,12
0AA,0,54,0,5,0,49,0,10
0AA,0,2,0,8,0,22,0,6
0AA,0,30,0,15,0,29,0,15
0AA,0,29,0,23,0,8,0,9
0AA,0,5,0,7,0,0,1,238
0AA,0,26,0,2,0,20,0,24
0AA,0,0,0,0,0,28,1,243
0AA,0,5,0,15,0,25,1,250
0AA,1,247,0,4,0,6,0,16
0AA,1,255,1,253,1,242,0,2
0AA,0,7,0,4,0,3,0,1
0AA,0,4,0,4,0,4,0,27
0AA,1,254,0,6,1,253,0,12
0AA,0,14,0,12,0,1,0,10
0AA,0,5,0,2,1,248,0,24
0AA,0,14,0,4,1,252,0,0
0AA,0,12,0,6,1,250,0,6
0AA,0,6,0,26,0,21,0,6
0AA,0,29,0,30,0,9,0,1
0AA,0,3,0,6,0,0,0,13
0AA,0,5,0,7,0,5,0,1
0AA,0,2,0,0,0,9,0,4
0AA,0,29,0,26,0,2,0,1
0AA,0,5,0,4,0,27,0,7
0AA,0,7,0,5,0,2,0,58
0AA,0,19,0,6,0,25,0,11
0AA,0,0,0,7,0,8,0,48
0AA,0,13,0,6,0,13,0,1
0AA,0,11,0,10,0,2,0,50
0AA,0,7,0,7,0,4,0,16
0AA,0,0,0,9,0,14,0,23
0AA,0,3,0,55,0,1,0,12
0AA,0,58,0,0,0,63,0,20
0AA,0,6,0,6,0,6,0,116
0AA,0,15,0,12,0,1,0,125
0AA,0,0,0,7,0,14,0,9
0AA,0,24,0,1,0,2,0,13
0AA,0,10,0,2,0,2,0,2
0AA,0,3,0,1,0,29,0,4
0AA,0,1,0,28,0,11,0,3
0AA,0,14,0,15,0,127,0,126
0AA,0,2,0,4,0,124,0,1
0AA,0,14,0,120,0,4,0,12
0AA,0,122,0,123,0,121,0,10
0AA,0,1,0,123,0,7,0,3
0AA,0,125,0,2,0,127,0,14
0AA,0,126,0,1,0,1,0,19
0AA,0,7,0,1,0,126,0,0
0AA,0,10,0,125,0,7,0,11
0AA,0,12,0,126,0,0,0,5
0AA,0,10,0,8,0,12,0,8
0AA,0,25,0,16,0,12,0,62
0AA,0,10,0,9,0,12,0,1
0AA,0,14,0,0,0,5,0,4
0AA,0,25,0,1,0,2,0,16
0AA,0,29,0,31,0,30,0,6
0AA,0,28,0,19,0,4,0,2
0AA,0,38,0,61,0,50,0,6
0AA,0,7,0,8,0,0,0,8
