020,192,0,7,235
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
020,0,0,0,0
