2A4,7,117,0,0,39
2A4,0,10,0,0,22
2A4,0,246,0,0,10
2A4,0,14,0,0,2
2A4,0,20,0,0,124
2A4,0,14,0,0,10
2A4,0,60,0,0,28
2A4,0,19,0,0,55
2A4,0,9,0,0,9
2A4,0,115,0,0,23
2A4,0,4,0,0,4
2A4,0,29,0,0,253
2A4,0,10,0,0,14
2A4,0,63,0,0,27
2A4,0,19,0,0,63
2A4,15,245,0,0,28
2A4,0,8,0,0,8
2A4,0,1,0,0,3
2A4,0,31,0,0,121
2A4,0,8,0,0,8
2A4,0,62,0,0,26
2A4,0,19,0,0,49
2A4,0,112,0,0,16
2A4,0,9,0,0,15
2A4,0,15,0,0,1
2A4,0,22,0,0,254
2A4,0,9,0,0,15
2A4,0,62,0,0,18
2A4,0,22,0,0,58
2A4,0,6,0,0,10
2A4,0,14,0,0,2
2A4,0,252,0,0,28
2A4,0,3,0,0,13
2A4,0,20,0,0,124
2A4,0,13,0,0,23
2A4,0,57,0,0,11
2A4,0,16,0,0,48
2A4,0,6,0,0,14
2A4,0,5,0,0,3
2A4,0,117,0,0,19
2A4,0,12,0,0,244
2A4,0,17,0,0,15
2A4,0,63,0,0,25
2A4,0,0,0,0,0
2A4,0,9,0,0,11
2A4,0,28,0,0,52
2A4,1,252,0,0,23
2A4,0,29,0,0,117
2A4,0,10,0,0,26
2A4,0,6,0,0,30
2A4,0,56,0,0,24
2A4,0,9,0,0,9
2A4,0,24,0,0,56
2A4,0,116,0,0,28
2A4,0,13,0,0,5
2A4,0,24,0,0,248
2A4,0,9,0,0,9
2A4,0,5,0,0,29
2A4,0,48,0,0,48
2A4,0,22,0,0,14
2A4,0,12,0,0,4
2A4,0,9,0,0,25
2A4,0,6,0,0,30
2A4,0,242,0,0,18
2A4,0,27,0,0,123
2A4,0,12,0,0,20
2A4,0,61,0,0,5
2A4,0,14,0,0,54
2A4,0,29,0,0,5
2A4,0,14,0,0,22
2A4,0,110,0,0,246
2A4,0,15,0,0,23
2A4,0,63,0,0,7
2A4,0,48,0,0,16
2A4,0,42,0,0,42
2A4,0,21,0,0,13
2A4,3,238,0,0,23
2A4,3,246,0,0,31
2A4,3,244,0,0,29
2A4,0,13,0,0,115
2A4,0,42,0,0,30
2A4,0,16,0,0,48
2A4,0,4,0,0,12
2A4,0,3,0,0,1
2A4,0,5,0,0,11
2A4,0,127,0,0,17
2A4,0,30,0,0,246
2A4,0,14,0,0,6
2A4,0,2,0,0,2
2A4,0,59,0,0,25
2A4,0,20,0,0,60
2A4,0,241,0,0,19
2A4,0,3,0,0,5
2A4,0,1,0,0,7
2A4,0,13,0,0,123
2A4,0,23,0,0,17
2A4,0,59,0,0,13
2A4,0,19,0,0,53
2A4,0,3,0,0,5
2A4,0,15,0,0,1
2A4,0,112,0,0,16
2A4,0,24,0,0,248
2A4,0,14,0,0,22
2A4,0,3,0,0,1
2A4,0,7,0,0,29
2A4,0,63,0,0,21
2A4,0,18,0,0,54
2A4,1,243,0,0,22
2A4,1,249,0,0,8
2A4,0,3,0,0,1
2A4,1,251,0,0,8
2A4,0,22,0,0,114
2A4,0,12,0,0,28
2A4,0,55,0,0,11
2A4,0,30,0,0,50
2A4,0,119,0,0,27
2A4,0,14,0,0,242
2A4,0,11,0,0,255
2A4,0,4,0,0,12
2A4,0,13,0,0,245
2A4,0,44,0,0,20
2A4,0,14,0,0,50
2A4,0,29,0,0,13
2A4,0,4,0,0,4
2A4,0,10,0,0,30
2A4,0,247,0,0,115
2A4,0,30,0,0,10
2A4,0,5,0,0,13
2A4,0,5,0,0,13
2A4,0,36,0,0,44
2A4,0,13,0,0,21
2A4,0,119,0,0,243
2A4,0,2,0,0,254
2A4,0,14,0,0,2
2A4,0,26,0,0,238
2A4,0,62,0,0,10
2A4,0,7,0,0,3
2A4,0,6,0,0,2
2A4,0,31,0,0,43
2A4,7,249,0,0,8
2A4,0,21,0,0,115
2A4,0,31,0,0,13
2A4,0,18,0,0,22
2A4,0,56,0,0,8
2A4,0,18,0,0,54
2A4,0,5,0,0,7
2A4,0,2,0,0,2
2A4,0,125,0,0,235
2A4,0,0,0,0,0
2A4,0,31,0,0,9
2A4,0,0,0,0,0
2A4,0,102,0,0,230
2A4,0,11,0,0,25
2A4,0,114,0,0,246
2A4,0,6,0,0,2
2A4,0,1,0,0,3
2A4,0,28,0,0,12
2A4,0,38,0,0,38
2A4,0,27,0,0,9
2A4,0,6,0,0,2
2A4,0,233,0,0,31
2A4,0,19,0,0,113
2A4,0,7,0,0,5
2A4,0,28,0,0,12
2A4,0,45,0,0,19
2A4,0,7,0,0,9
2A4,0,4,0,0,4
2A4,0,5,0,0,7
2A4,0,10,0,0,62
2A4,0,100,0,0,28
2A4,0,119,0,0,9
2A4,0,123,0,0,13
2A4,0,42,0,0,222
2A4,0,23,0,0,21
2A4,1,254,0,0,15
2A4,1,249,0,0,10
2A4,0,1,0,0,3
2A4,1,203,0,0,90
2A4,0,21,0,0,53
2A4,0,8,0,0,56
2A4,0,3,0,0,3
2A4,0,104,0,0,24
2A4,0,21,0,0,245
2A4,0,1,0,0,1
2A4,0,54,0,0,22
2A4,0,17,0,0,49
2A4,0,24,0,0,8
2A4,0,58,0,0,42
2A4,0,52,0,0,20
2A4,0,228,0,0,36
2A4,0,36,0,0,100
2A4,0,3,0,0,3
2A4,0,3,0,0,3
2A4,0,57,0,0,9
2A4,0,94,0,0,46
2A4,0,14,0,0,254
2A4,0,27,0,0,11
2A4,0,63,0,0,47
2A4,0,13,0,0,61
2A4,0,53,0,0,21
2A4,0,11,0,0,27
2A4,0,15,0,0,31
2A4,0,36,0,0,36
2A4,0,8,0,0,24
2A4,3,237,0,0,98
2A4,0,35,0,0,61
2A4,0,31,0,0,9
2A4,0,60,0,0,52
2A4,0,59,0,0,53
2A4,0,6,0,0,6
2A4,0,55,0,0,53
2A4,0,5,0,0,7
2A4,0,87,0,0,217
2A4,0,6,0,0,10
2A4,0,1,0,0,3
2A4,0,12,0,0,252
2A4,0,3,0,0,253
2A4,0,1,0,0,255
2A4,0,113,0,0,15
2A4,0,108,0,0,228
2A4,0,16,0,0,16
2A4,0,2,0,0,6
2A4,0,113,0,0,243
2A4,0,110,0,0,254
2A4,0,42,0,0,58
2A4,0,0,0,0,0
2A4,0,254,0,0,14
2A4,0,48,0,0,80
2A4,0,5,0,0,27
2A4,0,16,0,0,16
2A4,0,20,0,0,12
2A4,0,105,0,0,255
2A4,0,18,0,0,18
2A4,0,3,0,0,5
2A4,0,31,0,0,9
2A4,0,35,0,0,61
2A4,0,44,0,0,36
2A4,0,11,0,0,29
2A4,1,222,0,0,65
2A4,0,16,0,0,16
2A4,0,6,0,0,10
2A4,0,48,0,0,48
2A4,0,4,0,0,4
2A4,0,34,0,0,46
2A4,0,0,0,0,0
2A4,0,42,0,0,22
2A4,0,105,0,0,217
2A4,0,106,0,0,230
2A4,0,42,0,0,38
2A4,0,74,0,0,198
2A4,0,115,0,0,239
2A4,0,97,0,0,225
2A4,0,52,0,0,20
2A4,0,26,0,0,46
2A4,0,25,0,0,41
2A4,0,27,0,0,47
2A4,0,250,0,0,14
2A4,0,246,0,0,18
2A4,0,29,0,0,13
2A4,0,23,0,0,27
2A4,0,206,0,0,82
2A4,0,205,0,0,93
2A4,0,255,0,0,11
2A4,0,16,0,0,112
2A4,0,21,0,0,13
2A4,0,8,0,0,8
2A4,0,38,0,0,42
2A4,0,14,0,0,2
2A4,0,52,0,0,44
2A4,0,49,0,0,17
2A4,0,5,0,0,61
2A4,0,3,0,0,63
2A4,0,2,0,0,62
2A4,0,116,0,0,236
2A4,0,24,0,0,8
2A4,0,124,0,0,244
2A4,0,98,0,0,254
2A4,0,50,0,0,46
2A4,0,32,0,0,32
2A4,0,20,0,0,12
2A4,0,54,0,0,18
2A4,0,63,0,0,11
2A4,0,24,0,0,232
2A4,0,38,0,0,226
2A4,0,14,0,0,58
2A4,0,8,0,0,56
