3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,118
3D3,4,123
3D3,1,106
3D3,3,206
3D3,0,20
3D3,0,2
3D3,3,68
3D3,0,67
3D3,0,113
3D3,0,8
3D3,0,221
3D3,1,220
3D3,0,30
3D3,0,48
3D3,1,238
3D3,1,229
3D3,0,71
3D3,0,7
3D3,0,232
3D3,0,13
3D3,0,10
3D3,0,108
3D3,0,108
3D3,0,20
3D3,0,244
3D3,0,115
3D3,0,42
3D3,1,199
3D3,0,114
3D3,0,4
3D3,1,188
3D3,1,229
3D3,6,224
3D3,3,136
3D3,0,115
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,0,0
3D3,2,229
3D3,6,46
3D3,1,76
3D3,2,254
3D3,0,166
3D3,15,134
3D3,0,207
3D3,1,157
3D3,0,55
3D3,0,79
3D3,0,246
3D3,0,14
3D3,1,105
3D3,0,139
3D3,0,24
3D3,0,238
3D3,0,84
3D3,1,203
3D3,1,210
3D3,1,223
3D3,1,233
3D3,0,116
3D3,0,178
3D3,0,48
3D3,15,169
3D3,0,198
3D3,0,200
3D3,0,203
3D3,0,83
3D3,2,248
3D3,3,131
3D3,0,118
3D3,0,119
3D3,0,113
3D3,0,3
3D3,0,115
3D3,0,72
3D3,0,80
3D3,0,4
3D3,0,7
3D3,0,142
3D3,0,62
3D3,0,2
3D3,1,198
3D3,0,2
3D3,15,22
3D3,3,161
3D3,7,174
3D3,0,10
3D3,7,192
3D3,7,176
3D3,0,160
3D3,1,159
3D3,3,240
3D3,3,255
3D3,11,30
3D3,4,11
3D3,2,139
3D3,0,17
3D3,0,54
3D3,0,108
3D3,0,23
3D3,0,20
3D3,2,35
3D3,6,4
3D3,1,130
3D3,0,119
3D3,0,194
3D3,0,19
3D3,0,82
3D3,0,83
3D3,0,86
3D3,0,7
3D3,0,3
3D3,0,26
3D3,3,166
3D3,0,41
3D3,0,12
3D3,0,221
3D3,0,31
3D3,0,90
3D3,0,68
3D3,0,124
3D3,0,169
3D3,0,144
3D3,0,69
3D3,2,202
3D3,5,19
3D3,1,230
3D3,0,13
3D3,0,48
3D3,0,4
3D3,1,98
3D3,2,0
3D3,6,157
3D3,3,81
3D3,0,2
3D3,0,1
3D3,0,54
